assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,66,0,0,4,0.44,210462,None,,0,0,-1,1,95.6,206,122,None,,0,3,0.0,0.0,0,0.36,0.04,0.97,0.11,0.61,12.67,1.39,0.07,Ibrahim,0.3,364,169,13,1.43,0,26.5,288,137,713,False,133.2,271,109,820,International Duty - Unknown return date,2023-12-30T22:30:10.706225Z,49,238,153,0,0,None,0,,210462.jpg,1.7,335,145,0,0,0.0,Sangaré,0.0,677,271,False,None,11,1.21,i,16,17,36.0,291,154,19,1875,2,1665,32,0.1,3.9,Sangaré,5
0,0,21,100,100,0,0.0,152760,None,,0,0,0,0,27.9,351,46,None,,0,4,0.3,-0.2,0,0.18,0.09,0.34,0.17,0.16,4.12,2.11,0.08,Divock,0.3,365,45,3,1.53,0,5.8,418,51,714,False,10.6,442,52,176,,2023-10-21T19:00:08.613189Z,50,178,42,0,0,None,0,,152760.jpg,0.9,481,63,0,0,0.0,Origi,0.1,401,62,False,None,2,1.02,a,16,17,24.0,341,52,8,31473,220,26566,508,0.1,1.6,Origi,1
0,0,154,None,None,1,0.08,201410,None,,0,0,-1,1,21.7,365,131,None,,0,2,1.3,0.3,1,0.06,0.0,0.23,0.01,0.17,22.86,1.74,0.01,Auston,1.8,186,58,31,2.36,0,28.8,270,90,27,False,235.6,165,58,1182,,None,39,748,237,0,0,None,0,,201410.jpg,1.2,385,133,0,0,0.0,Trusty,2.4,120,50,False,None,13,0.99,a,17,49,31.0,303,99,18,277123,8082,139533,8389,0.5,4.6,Trusty,3
2,8,169,None,None,2,0.14,433979,None,,0,0,0,0,223.6,89,8,None,,0,4,2.8,1.8,1,0.71,0.05,3.51,0.24,2.80,27.21,1.86,0.19,Cameron,3.3,69,11,34,2.32,3,64.3,112,22,33,False,188.2,214,26,1318,,None,45,403,71,0,0,None,0,,433979.jpg,3.1,136,22,0,0,0.0,Archer,8.1,46,8,False,None,15,1.02,a,17,49,231.0,79,28,56,1339267,7653,1094853,36322,0.7,12.4,Archer,2
3,0,130,100,0,2,0.18,432714,None,,0,0,-1,1,189.5,107,77,2,,0,3,2.3,0.0,0,0.87,0.08,1.95,0.18,1.08,20.55,1.85,0.1,James,2.8,102,55,32,2.87,1,52.3,155,82,360,False,174.6,235,97,1002,,2023-12-27T00:00:10.629264Z,44,538,304,0,0,None,0,,432714.jpg,2.6,195,87,0,0,0.0,McAtee,0.8,202,65,False,None,11,0.99,a,17,49,159.0,130,82,41,177348,2538,105086,5449,0.6,9.3,McAtee,2
0,4,165,100,0,1,0.07,233821,None,,0,0,-2,2,21.3,368,132,None,,1,2,2.5,0.0,0,0.09,0.01,1.33,0.1,1.24,28.70,2.13,0.09,Anel,3.0,86,18,35,2.59,1,36.6,222,67,471,False,245.4,151,56,1215,,2023-12-22T23:30:11.074150Z,43,599,149,0,0,None,0,,233821.jpg,1.5,353,126,0,0,0.0,Ahmedhodžić,0.2,347,134,False,None,13,0.96,a,17,49,97.0,182,36,21,11917,238,38917,173,0.7,4.9,Ahmedhodžić,5
0,0,0,None,None,0,0,538206,None,,0,0,-1,1,0.0,499,37,None,,0,1,-0.5,-1.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jordan,0.0,438,49,0,0,0,0.0,520,53,472,False,0.0,514,53,0,,None,39,766,86,0,0,None,0,,538206.jpg,0.0,527,53,0,0,0,Amissah,0.4,269,37,False,None,0,0,a,17,49,0.0,470,27,0,25783,74,25051,513,0.0,0.0,Amissah,0
2,2,104,100,100,0,0.0,82691,None,,0,0,-1,1,92.0,216,59,None,,0,2,0.0,-1.0,1,0.59,0.06,0.62,0.06,0.03,18.33,1.98,0.0,George,0.5,321,106,18,1.94,0,26.9,285,97,473,False,159.2,249,95,833,,2023-12-02T19:00:09.260519Z,39,733,231,0,0,None,0,,82691.jpg,1.7,328,114,0,0,0.0,Baldock,6.4,57,18,False,None,10,1.08,a,17,49,19.0,354,124,19,562627,3979,1260535,12866,0.1,4.9,Baldock,4
0,0,35,0,0,0,0.0,40386,None,,0,0,-1,1,27.4,353,125,None,,0,2,0.0,0.0,0,0.07,0.02,0.19,0.05,0.12,7.12,2.03,0.03,Chris,0.0,410,141,6,1.71,0,11.1,382,138,474,False,69.2,350,134,316,Leg injury - Unknown return date,2023-10-07T21:00:08.209470Z,39,728,229,0,0,None,0,,40386.jpg,1.0,405,140,0,0,0.0,Basham,0.4,243,94,False,None,3,0.85,i,17,49,14.0,380,135,8,97495,107,107200,1074,0.0,2.1,Basham,1
2,0,143,100,100,2,0.15,226182,None,,0,0,0,0,69.9,254,77,None,,0,2,0.7,-0.3,0,0.36,0.03,1.54,0.12,1.18,23.64,1.75,0.09,Jayden,1.2,254,86,29,2.14,1,37.9,217,65,476,False,198.6,198,74,1217,,2023-12-22T23:30:11.112348Z,45,388,75,0,0,None,0,,226182.jpg,2.0,287,101,0,0,0.0,Bogle,0.1,414,162,False,None,14,1.04,a,17,49,110.0,167,27,32,22884,169,20000,242,0.3,7.1,Bogle,6
0,0,16,100,100,0,0.0,195473,None,,0,0,-1,1,15.1,383,50,None,,0,4,-0.2,-1.2,1,0.05,0.02,0.08,0.03,0.03,3.89,1.84,0.01,Rhian,0.3,363,44,5,2.37,0,5.8,417,50,477,False,14.4,436,50,190,,2023-11-04T19:30:09.068235Z,49,232,49,0,0,3,0,,195473.jpg,1.0,457,57,0,0,0.0,Brewster,0.0,566,78,False,None,2,0.95,a,17,49,27.0,327,50,7,2868,44,7875,44,0.1,1.4,Brewster,0
0,0,0,100,100,0,0,476938,None,,0,0,-1,1,0.0,625,245,None,,0,3,-0.5,-1.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ismaila,0.0,580,212,0,0,0,0.0,641,248,478,False,0.0,636,245,0,,2023-08-04T11:00:04.362630Z,44,546,307,0,0,None,0,,476938.jpg,0.0,649,254,0,0,0,Coulibaly,0.0,544,195,False,None,0,0,a,17,49,0.0,609,240,0,4425,14,5813,92,0.0,0.0,Coulibaly,0
0,0,0,100,100,0,0,102549,None,,0,0,0,0,0.0,506,42,None,,0,1,-0.5,-1.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Adam,0.0,446,54,0,0,0,0.0,528,58,479,False,0.0,520,58,0,,2023-10-12T09:30:10.081141Z,40,637,39,0,0,None,0,,102549.jpg,0.0,533,58,0,0,0,Davies,0.2,350,53,False,None,0,0,a,17,49,0.0,478,32,0,8183,98,13276,208,0.0,0.0,A.Davies,0
0,0,54,0,0,0,0.0,108416,None,,0,0,-2,2,1.4,435,162,None,,0,2,0.0,0.0,0,0.00,0.0,0.17,0.03,0.17,14.85,2.77,0.03,John,0.0,531,213,17,3.17,0,13.1,360,133,480,False,91.2,315,121,482,Leg injury - Unknown return date,2023-09-30T23:00:09.253470Z,43,575,130,0,0,None,0,,108416.jpg,0.2,501,171,0,0,0.0,Egan,0.1,485,189,False,None,6,1.12,i,17,49,38.0,286,89,1,4361,3,14763,43,0.0,0.2,Egan,2
0,0,13,100,100,0,0.0,47247,None,,0,0,-1,1,26.0,355,182,None,,0,3,-0.3,-1.3,0,0.35,0.35,0.35,0.35,0.00,3.15,3.19,0.0,John,0.2,396,182,5,5.06,0,3.3,438,202,481,False,5.4,458,207,89,,2023-08-04T11:00:04.379703Z,49,210,135,0,0,None,0,,47247.jpg,0.8,489,230,0,0,0.0,Fleck,0.0,703,286,False,None,1,1.01,a,17,49,2.0,434,217,3,640,7,1244,11,0.0,0.6,Fleck,1
0,7,349,None,None,1,0.05,82143,None,,0,0,0,0,0.0,636,77,None,,0,1,2.8,1.8,1,0.03,0.0,0.03,0.0,0.00,39.74,1.99,0.0,Wes,3.3,68,6,49,2.45,0,61.6,121,2,482,False,615.2,5,3,1800,,None,45,354,16,1,0,None,0,,82143.jpg,2.5,220,24,0,89,4.45,Foderingham,0.4,267,36,False,None,20,1.0,a,17,49,0.0,623,69,49,47252,547,46181,920,0.7,10.9,Foderingham,2
0,0,0,0,0,0,0,523700,None,,0,0,-2,2,0.0,723,87,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Daniel,0.0,693,82,0,0,0,0.0,729,87,483,False,0.0,728,86,0,Illness - Unknown return date,2023-08-06T23:30:06.119901Z,48,303,61,0,0,None,0,,523700.jpg,0.0,729,87,0,0,0,Jebbison,0.0,658,91,False,None,0,0,i,17,49,0.0,720,87,0,1665,44,2600,38,0.0,0.0,Jebbison,0
0,0,23,100,100,0,0.0,155197,None,,0,0,-2,2,18.1,376,135,None,,0,2,0.0,-1.0,0,0.04,0.01,0.62,0.18,0.58,6.61,1.92,0.17,Max,0.5,326,109,8,2.32,0,9.7,395,140,484,False,61.6,358,138,310,,2023-08-25T14:00:09.439172Z,43,582,136,0,0,None,0,,155197.jpg,0.9,472,156,0,0,0.0,Lowe,0.0,562,206,False,None,3,0.87,a,17,49,18.0,358,126,6,1465,14,7000,27,0.1,1.4,Lowe,1
1,4,91,100,100,0,0.0,169432,None,,0,0,-1,1,99.2,201,31,None,,0,4,1.5,0.5,0,1.13,0.15,4.11,0.55,2.99,16.65,2.21,0.4,Oliver,2.0,184,24,23,3.06,3,52.7,151,29,485,False,185.8,220,27,677,,2023-12-02T18:00:10.488989Z,54,113,32,0,0,1,0,,169432.jpg,2.6,210,30,2,0,0.0,McBurnie,0.0,531,73,False,None,8,1.06,a,17,49,242.0,73,27,29,9346,93,11252,210,0.4,5.4,McBurnie,1
0,0,0,0,0,0,0,440993,None,,0,0,0,0,0.0,760,92,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Iliman,0.0,745,89,0,0,0,0.0,760,92,486,False,0.0,760,92,0,Permanent transfer to Marseille,2023-08-02T07:28:59.550053Z,55,106,30,0,0,None,0,,440993.jpg,0.0,760,92,0,0,0,Ndiaye,0.0,680,93,False,None,0,0,u,17,49,0.0,759,92,0,0,0,2146,1,0.0,0.0,Ndiaye,0
0,0,3,100,100,0,0.0,443211,None,,0,0,-1,1,0.0,495,179,None,,0,2,-0.3,-1.3,1,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Rhys,0.2,372,128,0,0.0,0,0.0,516,180,487,False,0.0,510,181,1,,2023-08-06T23:30:06.150503Z,39,761,245,0,0,None,0,,443211.jpg,1.0,408,142,0,0,0.0,Norrington-Davies,0.2,330,128,False,None,0,0.0,a,17,49,0.0,466,167,1,26871,1249,16243,897,0.1,0.3,Norrington-Davies,0
0,3,190,100,100,0,0.0,79934,1,,0,0,-2,2,250.6,73,58,1,,0,3,0.3,-0.7,2,1.03,0.07,2.13,0.15,1.10,30.32,2.15,0.08,Oliver,0.8,298,134,37,2.62,1,60.0,128,74,488,False,269.4,130,51,1271,,2023-12-06T22:00:10.467989Z,48,271,174,0,0,2,0,,79934.jpg,1.9,305,125,0,0,0.0,Norwood,0.0,534,189,False,None,14,0.99,a,17,49,80.0,205,115,34,9736,19,9467,128,0.2,7.1,Norwood,6
0,0,36,100,100,0,0.0,167878,None,,0,0,-2,2,52.3,301,164,None,,0,3,-0.3,-1.3,1,0.28,0.08,0.40,0.12,0.12,5.94,1.74,0.04,Ben,0.2,393,179,5,1.46,0,9.8,393,181,489,False,39.2,395,176,308,,2023-08-27T23:00:07.645002Z,48,281,183,0,0,None,0,,167878.jpg,1.0,453,210,0,0,0.0,Osborn,0.0,657,260,False,None,3,0.88,a,17,49,9.0,395,200,9,840,3,2818,16,0.0,1.9,Osborn,2
0,0,4,100,100,0,0.0,538207,None,,0,0,-2,2,20.9,369,48,None,,0,4,0.5,-0.5,2,0.08,0.01,0.96,0.16,0.88,12.77,2.23,0.15,William,1.0,277,39,10,1.74,0,16.7,344,44,490,False,17.6,428,49,516,,2023-09-13T01:00:07.758026Z,43,613,97,0,0,None,0,,538207.jpg,1.1,397,47,0,0,0.0,Osula,1.5,157,25,False,None,6,1.05,a,17,49,135.0,144,38,12,264145,3417,266721,11320,0.2,2.8,Osula,4
1,1,231,100,100,1,0.05,83427,None,,0,0,-1,1,72.5,250,75,None,,0,2,0.8,-0.2,1,0.42,0.02,0.93,0.05,0.51,36.06,1.96,0.03,Jack,1.3,236,79,47,2.55,0,43.6,187,51,576,False,309.4,101,37,1659,,2023-12-09T22:00:10.264493Z,44,486,88,1,0,None,0,,83427.jpg,0.9,476,159,0,0,0.0,Robinson,0.1,411,159,False,None,18,0.98,a,17,49,52.0,256,75,18,13387,45,15037,178,0.3,4.1,Robinson,6
0,0,14,0,100,1,0.29,504198,None,,0,0,-3,3,41.2,324,171,None,,0,3,0.0,-0.5,2,0.12,0.03,0.93,0.26,0.81,7.59,2.18,0.23,Anis,1.0,281,123,10,2.87,0,12.2,373,169,587,False,28.2,411,185,314,International Duty - Unknown return date,2023-12-30T22:30:10.386994Z,47,328,212,1,0,None,0,,504198.jpg,0.9,477,223,0,0,0.0,Slimane,0.0,616,235,False,None,3,0.86,i,17,49,52.0,258,136,9,756,9,5151,29,0.2,1.9,Slimane,2
0,0,29,0,None,0,0.0,432990,None,,0,0,-2,2,2.9,423,155,None,,0,2,0.0,-1.5,0,0.02,0.01,0.19,0.07,0.17,7.34,2.39,0.06,Yasser,0.0,545,222,7,2.28,0,8.6,401,143,592,False,52.4,371,142,276,International Duty - Unknown return date,2023-12-30T22:30:10.422438Z,43,602,150,0,0,None,0,,432990.jpg,0.7,494,166,0,0,0.0,Larouci,0.0,521,196,False,None,2,0.65,i,17,49,31.0,304,100,4,1194,7,4094,91,0.0,0.9,Larouci,1
0,0,14,None,None,0,0.0,523957,None,,0,0,-3,3,56.7,289,39,None,,0,4,-0.3,-1.3,0,0.46,0.11,0.73,0.17,0.27,11.66,2.74,0.06,Bénie,0.2,400,49,13,3.05,0,11.2,381,47,593,False,25.8,415,46,383,,None,52,162,41,0,0,None,0,,523957.jpg,1.4,371,44,0,0,0.0,Traoré,0.0,558,77,False,None,3,0.7,a,17,49,31.0,307,48,11,7952,32,12643,73,0.0,2.1,T.Bénie,0
0,1,182,100,100,1,0.06,424001,None,,0,0,0,0,45.3,315,168,None,,0,3,1.7,0.7,2,0.19,0.01,0.39,0.02,0.20,33.36,2.0,0.01,Vini,2.2,164,78,40,2.4,0,35.8,227,111,638,False,254.8,141,57,1503,,2023-08-10T15:30:07.083501Z,50,198,125,0,0,None,0,,424001.jpg,1.8,324,139,0,0,0.0,de Souza Costa,0.0,599,227,False,None,18,1.08,a,17,49,58.0,249,132,34,3024,19,2738,67,0.4,6.8,Vini Souza,2
0,0,0,None,None,0,0,471848,None,,0,0,0,0,0.0,551,210,None,,0,2,-0.5,-1.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Femi,0.0,493,186,0,0,0,0.0,573,212,653,False,0.0,566,212,0,,None,40,692,203,0,0,None,0,,471848.jpg,0.0,579,209,0,0,0,Seriki,0.1,462,178,False,None,0,0,a,17,49,0.0,524,200,0,5029,17,4434,82,0.0,0.0,Seriki,0
0,0,0,0,0,0,0,532377,None,,0,0,0,0,0.0,703,83,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Louie,0.0,660,75,0,0,0,0.0,712,84,654,False,0.0,706,81,0,Season-long loan to Doncaster Rovers,2023-09-01T21:50:15.739167Z,45,460,84,0,0,None,0,,532377.jpg,0.0,713,84,0,0,0,Marsh,0.0,594,81,False,None,0,0,u,17,49,0.0,696,83,0,3568,0,4738,12,0.0,0.0,Marsh,0
0,0,42,None,None,1,0.22,538210,None,,0,0,-1,1,4.9,416,207,None,,0,3,1.2,0.2,2,0.03,0.01,0.12,0.03,0.09,4.79,1.07,0.02,Andre,1.7,202,91,6,1.34,0,5.4,422,194,655,False,35.0,403,181,402,,None,44,565,319,0,0,None,0,,538210.jpg,1.5,356,154,0,0,0.0,Brooks,0.0,548,199,False,None,6,1.34,a,17,49,13.0,385,193,12,5889,106,4837,133,0.4,2.7,Brooks,0
0,0,5,None,None,0,0.0,487836,None,,0,0,-1,1,0.3,453,57,None,,0,4,-0.5,-1.5,0,0.00,0.0,0.00,0.0,0.00,0.12,0.98,0.0,Antwoine,0.0,583,56,1,8.18,0,0.0,644,65,656,False,0.0,639,63,11,,None,44,551,95,0,0,None,0,,487836.jpg,1.0,423,50,0,0,0.0,Hackford,0.1,445,63,False,None,0,0.0,a,17,49,0.0,612,63,2,11619,98,10437,249,0.0,0.5,Hackford,0
2,3,215,100,0,2,0.13,196100,2,,0,0,0,0,371.1,34,27,None,,1,3,2.0,0.0,0,1.67,0.1,3.24,0.2,1.57,29.50,1.85,0.1,Gustavo,2.5,126,62,35,2.2,2,76.2,82,57,663,False,261.8,137,54,1434,,2023-12-26T18:30:10.369318Z,50,190,119,0,0,None,0,,196100.jpg,2.8,170,77,0,0,0.0,Hamer,0.2,353,110,False,None,17,1.07,a,17,49,130.0,146,91,51,62244,103,52769,572,0.5,10.2,Hamer,5
0,0,-2,50,0,0,0.0,173807,None,,0,0,0,0,13.0,392,197,None,,0,3,-0.2,0.0,0,0.04,0.06,0.13,0.2,0.09,2.51,3.96,0.14,Tom,0.0,719,304,5,7.89,0,2.8,447,206,666,False,6.4,456,206,57,Thigh injury - 50% chance of playing,2023-10-06T11:00:10.190930Z,50,187,116,0,0,None,0,,173807.jpg,0.7,495,232,0,0,0.0,Davies,0.0,721,295,False,None,0,0.0,d,17,49,8.0,402,203,2,573,2,648,8,0.0,0.4,T.Davies,1
0,0,80,None,None,0,0.0,244619,None,,0,0,0,0,53.9,296,97,None,,0,2,-0.3,-1.3,1,0.18,0.02,0.71,0.07,0.53,21.70,2.13,0.05,Luke,0.2,373,129,29,2.85,0,24.7,302,106,693,False,127.8,280,110,916,,None,40,667,186,0,0,None,0,,244619.jpg,0.6,496,167,0,0,0.0,Thomas,0.1,442,171,False,None,11,1.08,a,17,49,64.0,232,61,7,10695,47,6859,169,0.0,1.8,Thomas,3
0,0,3,None,None,0,0.0,585472,None,,0,0,0,0,0.3,455,223,None,,0,3,-0.5,-1.5,0,0.00,0.0,0.00,0.0,0.00,1.28,16.46,0.0,Ryan,0.0,667,266,2,25.71,0,0.0,718,299,730,False,0.0,712,296,7,,None,45,472,281,0,0,None,0,,585472.jpg,1.0,442,201,0,0,0.0,Oné,0.0,739,310,False,None,0,0.0,a,17,49,0.0,703,296,1,420,9,300,11,0.0,0.2,Oné,0
0,0,0,None,None,0,0,601496,None,,0,0,0,0,0.0,580,232,None,,0,2,-0.5,-1.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jili,0.0,521,207,0,0,0,0.0,601,233,731,False,0.0,594,233,0,,None,40,723,227,0,0,None,0,,601496.jpg,0.0,607,230,0,0,0,Buyabu,0.0,633,223,False,None,0,0,a,17,49,0.0,554,223,0,1306,26,826,50,0.0,0.0,Buyabu,0
0,0,3,None,None,0,0.0,552425,None,,0,0,0,0,0.1,461,224,None,,0,3,-0.3,-1.3,0,0.00,0.0,0.00,0.0,0.00,0.12,1.2,0.0,Sydie,0.2,391,178,0,0.0,0,0.0,715,297,759,False,0.0,709,294,9,,None,45,468,279,0,0,None,0,,552425.jpg,1.0,441,200,0,0,0.0,Peck,0.0,762,328,False,None,0,0.0,a,17,49,0.0,700,294,1,76,3,47,2,0.0,0.2,Peck,0
5,2,164,100,100,3,0.25,242898,None,,0,0,-2,2,255.7,70,55,None,,1,3,3.5,4.0,6,1.59,0.13,4.78,0.4,3.20,21.26,1.79,0.27,Brennan,4.0,54,31,19,1.6,1,78.3,74,52,450,False,200.6,195,81,1071,,2023-12-16T08:00:10.122072Z,58,76,49,0,0,None,0,,242898.jpg,3.1,141,64,0,0,0.0,Johnson,0.7,209,68,False,None,14,1.18,a,18,6,327.0,45,26,53,116968,5765,110913,3475,0.7,9.1,Johnson,1
0,0,0,None,None,0,0,214572,None,,0,0,-1,1,0.0,489,30,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Brandon,0.0,428,43,0,0,0,0.0,511,47,491,False,0.0,505,47,0,,None,39,752,79,0,0,None,0,,214572.jpg,0.0,519,47,0,0,0,Austin,0.2,324,48,False,None,0,0,a,18,6,0.0,460,20,0,9151,65,14273,180,0.0,0.0,Austin,0
0,0,12,100,0,0,0.0,202993,None,,0,0,-1,1,21.4,367,188,None,,0,3,-0.4,0.0,1,0.31,0.19,1.03,0.64,0.72,5.11,3.17,0.45,Rodrigo,0.1,405,187,6,3.72,0,6.0,415,192,492,False,24.0,417,186,145,,2023-11-26T22:00:10.620789Z,54,118,72,0,0,None,0,,202993.jpg,0.8,490,231,0,0,0.0,Bentancur,0.0,647,253,False,None,2,1.24,a,18,6,17.0,371,184,4,3777,229,3768,50,0.0,0.7,Bentancur,1
0,0,167,0,0,6,0.45,227127,None,,0,0,0,0,159.9,132,91,4,,0,3,0.0,0.0,0,1.20,0.09,2.15,0.16,0.95,25.55,1.9,0.07,Yves,1.0,287,127,17,1.26,0,53.4,149,80,493,False,253.2,143,58,1211,Suspended until 14 Jan,2023-12-16T08:00:10.207505Z,50,196,123,0,0,None,0,,227127.jpg,1.6,349,152,2,0,0.0,Bissouma,0.3,273,89,False,None,15,1.11,s,18,6,120.0,157,97,24,82361,23,91938,633,0.2,4.8,Bissouma,5
0,0,33,100,100,0,0.0,436234,None,,0,0,-1,1,52.0,302,165,None,,0,3,0.2,0.7,1,0.20,0.1,0.86,0.44,0.66,5.56,2.88,0.34,Bryan,0.7,313,145,10,5.17,0,13.1,363,163,494,False,19.8,423,191,174,,2023-08-04T11:00:04.405468Z,49,255,161,0,0,None,0,,436234.jpg,1.1,402,185,0,0,0.0,Gil Salvatierra,0.0,661,262,False,None,2,1.03,a,18,6,58.0,248,131,9,1509,38,1421,51,0.1,1.8,Bryan,0
1,0,182,100,100,1,0.1,115556,None,,0,0,-2,2,41.0,326,110,None,,0,2,2.2,2.7,2,0.27,0.03,2.07,0.21,1.80,19.84,1.99,0.18,Ben,2.7,111,26,16,1.6,1,38.7,213,64,495,False,266.6,131,51,898,,2023-11-02T14:30:08.810066Z,43,580,135,0,0,None,0,,115556.jpg,2.1,267,90,0,0,0.0,Davies,0.6,229,88,False,None,10,1.0,a,18,6,77.0,210,51,29,40795,1852,62765,1165,0.6,6.7,Davies,1
0,0,31,100,100,0,0.0,93264,None,,0,0,-3,3,1.0,437,163,None,,0,2,-0.2,0.3,1,0.03,0.01,0.03,0.01,0.00,7.04,3.18,0.0,Eric,0.3,350,122,8,3.62,0,6.0,414,148,496,False,55.8,364,140,199,,2023-12-03T23:30:10.698497Z,42,620,155,0,0,None,0,,93264.jpg,0.5,498,168,0,0,0.0,Dier,0.5,237,90,False,None,1,0.45,a,18,6,4.0,413,151,2,33288,292,98004,469,0.1,0.5,Dier,0
0,4,165,None,None,0,0.0,241157,None,,0,0,-1,1,64.5,270,86,None,,0,2,0.5,1.0,1,0.65,0.08,0.78,0.1,0.13,21.10,2.44,0.02,Emerson,1.0,278,94,20,2.32,1,33.5,240,75,497,False,233.4,167,60,777,,None,44,529,112,0,0,None,0,,241157.jpg,1.5,355,128,0,0,0.0,Leite de Souza Junior,0.8,199,76,False,None,7,0.81,a,18,6,35.0,295,93,22,156881,493,183856,1117,0.2,5.0,E.Royal,3
0,0,0,100,100,0,0,40383,None,,0,0,-1,1,0.0,470,16,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Fraser,0.0,409,31,0,0,0,0.0,496,37,498,False,0.0,490,37,0,,2023-08-11T16:00:08.821890Z,39,727,65,0,0,None,0,,40383.jpg,0.0,504,37,0,0,0,Forster,1.9,140,20,False,None,0,0,a,18,6,0.0,440,6,0,38250,182,220059,1717,0.0,0.0,Forster,0
0,0,130,None,None,1,0.12,132015,None,,0,0,-3,3,92.5,214,126,None,,0,3,0.8,1.3,1,1.15,0.14,1.40,0.17,0.26,18.41,2.27,0.03,Pierre-Emile,1.3,242,105,18,2.22,0,32.0,253,122,499,False,163.6,246,102,729,,None,52,154,95,0,0,None,0,,132015.jpg,1.1,403,186,0,0,0.0,Højbjerg,0.3,296,96,False,None,4,0.49,a,18,6,63.0,237,127,21,16114,197,50365,359,0.2,4.0,Højbjerg,3
0,0,0,0,0,0,0,78830,None,,0,0,0,0,0.0,771,98,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,769,98,0,0,0,0.0,771,98,500,False,0.0,771,98,0,Transferred to Bayern Munich,2023-08-12T09:23:00.234032Z,125,3,2,0,0,None,0,,78830.jpg,0.0,771,98,0,0,0,Kane,0.6,227,37,False,None,0,0,u,18,6,0.0,771,98,0,565,0,320728,86,0.0,0.0,Kane,0
2,9,274,100,0,6,0.32,445044,3,,-1,1,1,-1,596.8,9,6,None,,2,3,3.9,0.0,0,4.16,0.22,6.72,0.36,2.57,31.03,1.67,0.14,Dejan,4.4,35,21,23,1.24,5,158.2,7,5,501,False,414.0,43,16,1671,,2023-12-28T22:00:10.775100Z,71,32,19,0,0,None,0,,445044.jpg,4.2,43,27,0,0,0.0,Kulusevski,3.3,106,31,False,None,19,1.02,a,18,6,574.0,10,5,79,751912,19473,589714,38893,0.6,11.1,Kulusevski,5
0,0,0,None,None,0,0,37915,None,,0,0,-2,2,0.0,718,83,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hugo,0.0,684,85,0,0,0,0.0,724,87,502,False,0.0,722,87,0,,None,48,264,9,0,0,None,0,,37915.jpg,0.0,724,87,0,0,0,Lloris,0.6,225,31,False,None,0,0,a,18,6,0.0,713,79,0,31682,421,67950,720,0.0,0.0,Lloris,0
2,6,140,100,100,1,0.22,200826,None,,0,0,-2,2,157.0,134,92,None,,1,3,2.8,3.3,11,0.83,0.18,1.25,0.27,0.42,10.21,2.25,0.09,Giovani,3.3,72,38,10,2.21,2,41.3,202,99,503,False,180.4,231,94,408,,2023-12-14T16:00:10.407858Z,48,288,188,0,0,None,0,,200826.jpg,3.6,78,43,0,0,0.0,Lo Celso,0.1,375,120,False,None,4,0.88,a,18,6,75.0,214,119,36,34351,2444,35233,791,0.7,7.5,Lo Celso,1
6,6,230,0,0,5,0.51,172780,1,,0,0,3,-3,451.0,21,15,2,,0,3,0.0,0.0,0,3.11,0.32,5.91,0.61,2.80,12.06,1.23,0.29,James,0.0,766,335,8,0.82,3,109.6,34,23,504,False,330.0,83,32,882,Ankle injury - Expected back 14 Jan,2023-11-06T23:30:09.609885Z,78,16,9,0,0,2,0,,172780.jpg,5.7,8,6,0,0,0.0,Maddison,7.9,48,17,False,None,11,1.12,i,18,6,316.0,52,31,63,4224224,5588,4820412,9849,0.0,8.1,Maddison,2
