assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,5,88,None,None,0,0.0,532529,None,,0,0,0,0,53.8,297,161,None,,0,3,4.0,4.0,0,0.23,0.04,1.86,0.32,1.63,10.41,1.78,0.28,Jack,4.0,51,28,14,2.4,2,33.1,245,118,621,False,127.2,281,116,526,,None,45,461,274,0,0,None,0,,532529.jpg,3.4,101,51,0,0,0.0,Hinshelwood,0.1,425,138,False,None,5,0.86,a,5,36,150.0,133,83,27,12521,1788,5342,710,0.9,6.0,Hinshelwood,1
0,0,73,None,None,0,0.0,535301,None,,0,0,0,0,69.2,256,142,None,,0,3,0.7,0.7,0,0.08,0.01,0.47,0.08,0.40,10.59,1.73,0.07,Carlos,0.7,304,137,14,2.29,0,19.0,330,149,690,False,96.4,312,133,550,,None,45,464,276,0,0,None,0,,535301.jpg,1.1,399,183,0,0,0.0,Baleba,0.1,488,163,False,None,7,1.15,a,5,36,24.0,339,170,13,16241,64,11739,289,0.2,2.9,Baleba,3
0,1,55,0,0,1,0.31,465607,None,,0,0,-1,1,54.5,293,158,None,,0,3,0.0,0.0,0,0.29,0.09,3.02,0.95,2.73,3.83,1.21,0.86,Anssumane,0.0,759,331,6,1.89,2,32.7,249,121,700,False,97.0,311,132,286,Muscle injury - Expected back 24 Feb,2023-11-25T19:00:10.816004Z,64,53,32,0,0,None,0,,465607.jpg,2.3,251,112,0,0,0.0,Fati Vieira,0.4,270,88,False,None,2,0.63,i,5,36,176.0,114,73,21,177931,42,163616,796,0.0,3.3,Ansu Fati,1
0,0,0,None,None,0,0,574402,None,,0,0,0,0,0.0,708,85,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mark,0.0,666,78,0,0,0,0.0,717,85,741,False,0.0,711,82,0,,None,45,470,87,0,0,None,0,,574402.jpg,0.0,717,85,0,0,0,O’Mahony,0.0,613,84,False,None,0,0,a,5,36,0.0,702,85,0,3293,105,2001,147,0.0,0.0,O’Mahony,0
0,0,6,None,None,0,0.0,475480,None,,0,0,0,0,1.0,438,215,None,,0,3,0.2,0.2,0,0.03,0.22,0.03,0.22,0.00,0.11,0.82,0.0,Benicio,0.2,389,176,0,0.0,0,0.4,475,218,742,False,3.6,464,211,12,,None,45,423,245,0,0,None,0,,475480.jpg,1.0,433,195,0,0,0.0,Baker-Boaitey,0.0,727,301,False,None,0,0.0,a,5,36,0.0,663,267,2,523,27,284,26,0.0,0.4,Baker-Boaitey,0
0,0,0,None,None,0,0,514154,None,,0,0,0,0,0.0,565,220,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,507,196,0,0,0,0.0,587,222,746,False,0.0,580,222,0,,None,40,707,214,0,0,None,0,,514154.jpg,0.0,593,219,0,0,0,Jackson,0.0,614,218,False,None,0,0,a,5,36,0.0,538,210,0,2051,123,983,80,0.0,0.0,Jackson,0
0,0,0,None,None,0,0,532528,None,,0,0,-1,1,0.0,632,250,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joshua,0.0,589,218,0,0,0,0.0,648,253,747,False,0.0,642,250,0,,None,44,564,318,0,0,None,0,,532528.jpg,0.0,653,258,0,0,0,Duffus,0.0,746,314,False,None,0,0,a,5,36,0.0,619,247,0,283,22,176,22,0.0,0.0,Duffus,0
0,0,0,None,None,0,0,513836,None,,0,0,0,0,0.0,564,219,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leigh,0.0,506,195,0,0,0,0.0,586,221,753,False,0.0,579,221,0,,None,40,706,213,0,0,None,0,,513836.jpg,0.0,592,218,0,0,0,Kavanagh,0.0,693,237,False,None,0,0,a,5,36,0.0,537,209,0,450,25,278,37,0.0,0.0,Kavanagh,0
0,0,0,None,None,0,0,500052,None,,0,0,0,0,0.0,688,283,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luca,0.0,646,253,0,0,0,0.0,699,286,755,False,0.0,693,283,0,,None,45,442,261,0,0,None,0,,500052.jpg,0.0,701,289,0,0,0,Barrington,0.0,753,320,False,None,0,0,a,5,36,0.0,680,281,0,159,9,92,15,0.0,0.0,Barrington,0
0,0,0,None,None,0,0,578614,None,,0,0,-2,2,0.0,598,230,None,,0,3,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Enock,0.0,548,196,0,0,0,0.0,616,233,156,False,0.0,611,230,0,,None,43,614,334,0,0,None,0,,578614.jpg,0.0,623,239,0,0,0,Agyei,0.2,322,102,False,None,0,0,a,6,90,0.0,580,224,0,32786,89,33450,800,0.0,0.0,Agyei,0
0,0,99,100,100,0,0.0,487968,None,,-1,1,-2,2,30.9,341,120,None,,0,2,0.2,-0.3,0,0.48,0.05,0.67,0.07,0.19,18.03,1.85,0.02,Ameen,0.2,370,127,22,2.26,0,18.6,332,120,157,False,121.2,289,114,875,,2023-10-18T22:00:08.810786Z,38,770,249,1,0,None,0,,487968.jpg,0.9,470,155,0,0,0.0,Al-Dakhil,0.6,224,87,False,None,10,1.03,a,6,90,34.0,298,96,10,98746,7416,94127,2189,0.1,2.6,Al-Dakhil,1
0,0,0,0,0,0,0,189776,None,,0,0,-1,1,0.0,729,310,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,701,289,0,0,0,0.0,734,312,158,False,0.0,733,312,0,Has joined Kasimpasa S.K. on loan,2023-09-18T10:36:05.969054Z,49,230,148,0,0,None,0,,189776.jpg,0.0,734,312,0,0,0,Bastien,0.0,655,258,False,None,0,0,u,6,90,0.0,726,309,0,326,0,2647,11,0.0,0.0,Bastien,0
0,0,11,100,100,0,0.0,183751,None,,0,0,-3,3,9.1,409,203,None,,0,3,0.2,-0.3,0,0.02,0.02,0.05,0.06,0.03,3.36,4.14,0.04,Manuel Benson,0.2,399,184,3,3.7,0,4.0,430,197,159,False,8.0,453,203,73,,2023-09-27T09:00:08.265496Z,52,157,98,0,0,None,0,,183751.jpg,1.0,463,217,0,0,0.0,Hedilazio,0.1,486,161,False,None,1,1.23,a,6,90,22.0,349,176,4,2009,22,15678,43,0.0,0.8,Benson,0
1,4,236,75,100,2,0.15,241231,None,,0,0,0,0,46.1,312,103,None,,1,2,1.3,1.2,1,0.19,0.01,0.75,0.05,0.56,20.87,1.52,0.04,Jordan,1.7,197,62,23,1.68,0,41.3,200,58,160,False,330.8,82,27,1234,Knock - 75% chance of playing,2024-01-02T08:30:10.683233Z,40,665,184,0,0,None,0,,241231.jpg,2.0,281,97,0,0,0.0,Beyer,1.5,156,61,False,None,15,1.09,d,6,90,35.0,294,92,30,99768,1923,369001,3441,0.4,7.5,Beyer,6
0,0,258,None,None,2,0.12,172782,4,,0,0,-3,3,267.7,64,49,3,,0,3,2.0,1.5,2,1.31,0.08,2.26,0.14,0.95,26.29,1.58,0.06,Josh,2.0,176,82,31,1.86,3,69.8,97,66,161,False,289.6,114,44,1499,,None,47,314,204,0,0,None,0,,172782.jpg,2.6,199,89,0,0,0.0,Brownhill,0.3,291,95,False,None,16,0.96,a,6,90,138.0,140,88,50,54482,764,56467,1608,0.4,10.6,Brownhill,2
0,0,0,100,100,0,0,250735,None,,0,0,-1,1,0.0,620,242,None,,0,3,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Darko,0.0,574,209,0,0,0,0.0,636,245,162,False,0.0,631,242,0,,2023-08-31T18:00:07.313510Z,44,537,303,0,0,None,0,,250735.jpg,0.0,644,251,0,0,0,Churlinov,0.0,625,240,False,None,0,0,a,6,90,0.0,604,237,0,1327,7,3678,50,0.0,0.0,Churlinov,0
0,0,2,50,50,0,0.0,40145,None,,0,0,-2,2,0.9,440,216,None,,0,3,0.0,-0.2,0,0.01,0.06,0.01,0.06,0.00,0.13,0.73,0.0,Jack,0.0,685,278,0,0.0,0,0.5,473,216,163,False,1.8,479,220,16,Calf injury - 50% chance of playing,2023-11-23T20:00:09.981535Z,48,265,169,0,0,None,0,,40145.jpg,1.0,451,208,0,0,0.0,Cork,0.0,626,241,False,None,0,0.0,d,6,90,2.0,432,215,1,725,2,2684,11,0.0,0.2,Cork,0
0,0,0,0,0,0,0,530873,None,,0,0,0,0,0.0,700,292,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dara,0.0,657,262,0,0,0,0.0,709,294,164,False,0.0,703,291,0,Season long loan to St Johnstone,2023-08-17T06:12:47.501520Z,45,456,272,0,0,None,0,,530873.jpg,0.0,710,296,0,0,0,Costelloe,0.0,683,274,False,None,0,0,u,6,90,0.0,692,290,0,101,0,2876,6,0.0,0.0,Costelloe,0
1,0,119,100,100,0,0.0,172567,None,,0,0,0,0,114.2,180,112,None,,0,3,0.0,-0.5,0,0.88,0.09,0.96,0.1,0.08,18.91,2.02,0.01,Josh,0.0,718,303,24,2.56,0,26.1,292,138,165,False,128.8,279,115,844,,2023-12-04T16:30:09.492483Z,50,185,114,0,0,None,0,,172567.jpg,1.6,348,151,0,0,0.0,Cullen,0.1,506,174,False,None,10,1.07,a,6,90,18.0,362,182,18,7287,18,10432,50,0.0,3.6,Cullen,5
0,0,0,None,None,0,0,432711,None,,0,0,-1,1,0.0,493,177,None,,0,2,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,CJ,0.0,432,149,0,0,0,0.0,514,178,166,False,0.0,508,179,0,,None,39,758,242,0,0,None,0,,432711.jpg,0.0,522,177,0,0,0,Egan-Riley,0.2,310,121,False,None,0,0,a,6,90,0.0,464,165,0,22606,100,20208,435,0.0,0.0,Egan-Riley,0
0,0,20,0,0,0,0.0,478969,None,,0,0,-1,1,12.0,397,146,None,,0,2,0.0,0.0,0,0.01,0.01,0.01,0.01,0.00,1.97,1.69,0.0,Hjalmar,0.3,348,120,1,0.86,0,2.8,446,157,167,False,14.6,434,159,105,Knock - Unknown return date,2023-12-26T00:00:09.124123Z,39,763,246,0,0,None,0,,478969.jpg,1.0,409,143,0,0,0.0,Ekdal,0.1,379,145,False,None,1,0.86,i,6,90,2.0,419,153,3,9352,23,20197,457,0.1,0.8,Ekdal,1
3,4,154,100,100,2,0.2,435973,None,,0,0,-2,2,117.9,178,26,None,,0,4,2.3,1.8,6,0.53,0.05,2.42,0.24,1.89,19.30,1.95,0.19,Lyle,2.3,143,18,23,2.32,4,56.1,138,27,168,False,245.4,152,16,892,,2023-10-28T20:00:07.456915Z,48,293,59,0,0,None,0,,435973.jpg,4.3,37,6,1,0,0.0,Foster,0.6,231,38,False,None,10,1.01,a,6,90,198.0,95,31,47,265186,2404,255016,1418,0.5,9.8,Foster,0
0,0,0,None,None,0,0,493347,None,,0,0,-1,1,0.0,498,36,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Denis,0.0,437,48,0,0,0,0.0,519,52,169,False,0.0,513,52,0,,None,39,765,85,0,0,None,0,,493347.jpg,0.0,526,52,0,0,0,Franchi,0.1,365,54,False,None,0,0,a,6,90,0.0,469,26,0,10225,34,12590,186,0.0,0.0,Franchi,0
2,0,114,100,100,1,0.12,60586,2,,0,0,-2,2,355.6,38,31,2,,0,3,1.3,0.8,5,1.81,0.22,2.39,0.29,0.58,11.20,1.34,0.07,Jóhann Berg,1.3,240,104,14,1.67,0,56.1,137,79,170,False,128.8,278,114,753,,2023-12-19T18:00:09.313020Z,48,269,172,0,0,None,0,,60586.jpg,1.8,319,135,0,0,0.0,Gudmundsson,0.0,589,219,False,None,9,1.08,a,6,90,75.0,213,118,24,3285,41,6135,23,0.3,5.0,Gudmundsson,2
0,0,0,0,0,0,0,483391,None,,0,0,0,0,0.0,556,212,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,498,188,0,0,0,0.0,578,214,171,False,0.0,571,214,0,Season long loan to Stoke City,2023-08-04T09:35:51.951556Z,40,698,206,0,0,None,0,,483391.jpg,0.0,584,211,0,0,0,McNally,0.0,673,234,False,None,0,0,u,6,90,0.0,529,202,0,0,0,1720,7,0.0,0.0,McNally,0
0,0,0,100,100,0,0,232917,None,,0,0,-2,2,0.0,595,70,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Arijanet,0.0,543,79,0,0,0,0.0,613,84,172,False,0.0,607,84,0,,2023-11-23T20:00:10.046521Z,43,598,30,0,0,None,0,,232917.jpg,0.0,620,84,0,0,0,Muric,0.1,381,55,False,None,0,0,a,6,90,0.0,577,62,0,1907,34,17333,94,0.0,0.0,Muric,0
3,1,239,None,None,2,0.13,216616,None,,0,0,-1,1,97.3,203,51,None,,0,2,2.3,1.8,4,0.46,0.03,0.81,0.05,0.35,28.42,1.84,0.02,Dara,2.3,139,38,35,2.27,0,55.9,139,29,173,False,355.0,62,19,1387,,None,44,516,105,1,0,None,0,,216616.jpg,1.9,300,107,0,0,0.0,O'Shea,0.2,332,130,False,None,15,0.97,a,6,90,104.0,173,31,31,15549,615,21052,253,0.5,7.0,O'Shea,3
0,0,4,100,100,0,0.0,220598,None,,0,0,-1,1,0.6,449,56,None,,0,4,0.0,-0.5,0,0.01,0.05,0.12,0.57,0.11,0.03,0.14,0.52,Michael,0.0,705,83,0,0.0,0,1.7,461,55,174,False,0.0,737,87,19,,2023-12-14T16:00:09.419672Z,49,242,50,0,0,None,0,,220598.jpg,1.0,458,58,0,0,0.0,Obafemi,0.0,569,79,False,None,0,0.0,a,6,90,17.0,370,54,2,3247,38,6124,70,0.0,0.4,Obafemi,0
0,0,0,0,0,0,0,220037,None,,0,0,0,0,0.0,525,48,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bailey,0.0,465,59,0,0,0,0.0,547,64,175,False,0.0,539,64,0,Joined Aarhus on loan,2023-07-26T11:25:50.410533Z,40,658,45,0,0,None,0,,220037.jpg,0.0,552,64,0,0,0,Peacock-Farrell,0.0,685,80,False,None,0,0,u,6,90,0.0,497,38,0,0,0,1010,8,0.0,0.0,Peacock-Farrell,0
1,0,108,100,100,0,0.0,192290,None,,0,0,-2,2,93.1,212,57,None,,0,2,0.5,0.0,1,0.34,0.04,0.34,0.04,0.00,19.36,2.26,0.0,Connor,0.5,327,110,22,2.57,0,23.8,306,109,176,False,138.2,269,107,770,,2023-10-21T17:30:07.665681Z,43,586,139,0,0,None,0,,192290.jpg,0.9,473,157,1,0,0.0,Roberts,0.2,349,135,False,None,8,0.94,a,6,90,8.0,398,142,11,14527,48,30272,129,0.1,2.6,Roberts,2
1,3,98,None,None,1,0.13,44683,None,,0,0,-2,2,50.7,305,41,None,,0,4,1.5,1.0,0,0.07,0.01,3.40,0.44,3.33,10.69,1.38,0.43,Jay,1.5,225,29,14,1.81,2,38.0,215,33,177,False,129.8,277,33,695,,None,53,128,36,0,0,1,0,,44683.jpg,2.5,230,32,0,0,0.0,Rodriguez,0.3,292,44,False,None,7,0.91,a,6,90,206.0,92,29,33,49299,256,54477,1535,0.3,6.2,Rodriguez,0
1,1,226,100,100,2,0.12,103914,None,,0,0,0,0,126.9,166,37,None,,0,2,1.5,1.0,0,0.55,0.03,0.68,0.04,0.13,26.57,1.66,0.01,Charlie,1.5,214,69,28,1.75,1,43.4,188,52,178,False,274.8,123,49,1440,,2023-12-09T17:30:08.827079Z,40,638,165,0,0,None,0,,103914.jpg,2.1,265,89,0,0,0.0,Taylor,5.6,71,25,False,None,16,1.0,a,6,90,30.0,309,103,34,794772,9128,326220,10921,0.4,8.5,Taylor,6
0,0,0,0,0,0,0,461102,None,,0,0,0,0,0.0,544,206,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,485,181,0,0,0,0.0,566,208,179,False,0.0,558,207,0,Permanent transfer to Coventry,2023-07-24T09:55:44.165399Z,40,683,197,0,0,None,0,,461102.jpg,0.0,572,205,0,0,0,Thomas,0.0,670,232,False,None,0,0,u,6,90,0.0,516,195,0,0,0,1316,11,0.0,0.0,Thomas,0
0,0,0,0,0,0,0,226473,None,,0,0,-1,1,0.0,734,314,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Scott,0.0,707,293,0,0,0,0.0,739,316,180,False,0.0,739,316,0,Season long loan to Hull,2023-08-21T08:28:24.720790Z,49,245,155,0,0,None,0,,226473.jpg,0.0,739,316,0,0,0,Twine,0.0,687,276,False,None,0,0,u,6,90,0.0,731,313,0,119,0,2671,3,0.0,0.0,Twine,0
0,0,0,None,None,0,0,133085,None,,0,0,-1,1,0.0,480,22,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Lawrence,0.0,420,36,0,0,0,0.0,504,41,181,False,0.0,498,41,0,,None,39,740,71,0,0,None,0,,133085.jpg,0.0,512,41,0,0,0,Vigouroux,0.3,293,42,False,None,0,0,a,6,90,0.0,451,12,0,16669,132,13831,467,0.0,0.0,Vigouroux,0
0,0,131,100,100,2,0.16,441455,None,,0,0,-1,1,80.0,234,66,None,,0,2,2.2,1.7,1,0.50,0.04,0.75,0.06,0.25,20.14,1.6,0.02,Victor,2.2,159,47,23,1.82,0,23.1,311,111,182,False,110.2,298,117,1135,,2023-08-31T02:00:07.534376Z,44,541,117,0,0,None,0,,441455.jpg,1.9,302,109,0,0,0.0,da Silva,0.1,385,148,False,None,13,1.03,a,6,90,41.0,278,87,26,7344,144,14207,134,0.5,5.9,Vitinho,0
0,0,0,0,0,0,0,120202,None,,0,0,0,0,0.0,758,91,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wout,0.0,743,88,0,0,0,0.0,758,91,183,False,0.0,758,91,0,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,55,98,29,0,0,None,0,,120202.jpg,0.0,758,91,0,0,0,Weghorst,0.0,540,75,False,None,0,0,u,6,90,0.0,756,91,0,0,0,14898,10,0.0,0.0,Weghorst,0
0,0,5,100,100,0,0.0,511783,5,,0,0,-3,3,31.6,338,175,None,,0,3,0.0,-0.5,0,0.09,0.06,0.25,0.17,0.16,3.13,2.09,0.11,Anass,0.0,682,276,4,2.67,0,4.8,427,195,184,False,3.8,462,210,135,,2023-08-12T08:00:06.224285Z,47,329,213,0,0,None,0,,511783.jpg,0.6,497,233,1,0,0.0,Zaroury,0.0,571,210,False,None,1,0.67,a,6,90,19.0,356,179,3,1828,22,12249,36,0.0,0.6,Zaroury,0
1,3,184,None,None,2,0.12,207189,None,,0,0,-3,3,175.3,119,83,None,,1,3,2.2,1.7,-2,0.46,0.03,1.86,0.12,1.40,32.91,2.01,0.09,Sander,2.2,162,77,34,2.08,1,51.5,158,84,475,False,242.4,159,66,1472,,None,47,318,207,0,0,None,0,,207189.jpg,2.0,289,122,1,0,0.0,Berge,0.1,405,131,False,None,17,1.04,a,6,90,98.0,180,106,41,12434,91,19884,354,0.5,8.7,Berge,4
1,6,164,None,None,4,0.26,492831,None,,0,0,-2,2,168.7,122,15,None,,1,4,2.8,2.3,7,0.89,0.06,4.04,0.27,3.15,23.77,1.56,0.21,Zeki,2.8,107,14,25,1.64,3,78.2,76,15,594,False,253.2,144,14,1370,,None,53,148,38,0,0,None,0,,492831.jpg,2.8,174,26,0,0,0.0,Amdouni,0.2,314,48,False,None,19,1.25,a,6,90,359.0,39,17,54,77003,1830,72622,875,0.5,10.2,Amdouni,1
0,4,409,None,None,2,0.1,432720,None,,0,0,0,0,0.1,460,9,None,,1,1,4.3,3.8,2,0.01,0.0,0.01,0.0,0.00,34.90,1.74,0.0,James,4.3,36,3,41,2.05,0,68.1,102,1,596,False,680.4,2,1,1800,,None,45,401,21,0,0,None,0,,432720.jpg,2.9,150,19,0,81,4.05,Trafford,1.1,183,25,False,None,20,1.0,a,6,90,0.0,647,74,57,78980,5450,81353,2085,1.0,12.7,Trafford,1
0,0,38,100,100,0,0.0,83283,None,,0,0,-2,2,52.5,299,163,None,,0,3,0.7,0.2,0,0.37,0.25,0.40,0.27,0.03,3.92,2.67,0.02,Nathan,0.7,309,141,5,3.41,0,9.4,397,183,600,False,23.8,418,187,132,,2023-09-28T17:00:09.620680Z,48,274,176,0,0,None,0,,83283.jpg,0.9,478,224,0,0,0.0,Redmond,0.0,598,226,False,None,0,0.0,a,6,90,18.0,361,181,11,758,5,4623,22,0.1,2.3,Redmond,1
2,0,80,0,0,3,0.28,487702,None,,0,0,-2,2,147.9,143,96,None,,0,3,0.0,0.0,0,1.07,0.1,3.03,0.28,1.96,15.55,1.44,0.18,Luca,0.2,395,181,23,2.13,1,44.5,186,93,605,False,86.8,318,135,972,Knee injury - Expected back 19 May,2023-12-06T07:30:10.569273Z,48,300,195,0,0,None,0,,487702.jpg,2.7,185,83,0,0,0.0,Koleosho,0.1,484,160,False,None,13,1.2,i,6,90,213.0,86,56,40,42646,2,41935,162,0.0,8.3,Koleosho,0
0,0,87,None,None,1,0.2,179458,1,,0,0,-1,1,162.0,130,89,1,,0,3,1.0,0.5,0,0.34,0.07,1.62,0.33,1.28,7.32,1.48,0.26,Jacob,1.0,284,125,9,1.82,2,40.6,206,102,608,False,106.0,301,125,446,,None,49,229,147,0,0,None,0,,179458.jpg,1.9,307,127,0,0,0.0,Bruun Larsen,0.0,591,221,False,None,4,0.81,a,6,90,143.0,135,85,30,2940,23,3348,75,0.2,6.1,Bruun Larsen,0
0,0,0,0,0,0,0,461567,None,,0,0,0,0,0.0,546,208,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Owen,0.0,487,183,0,0,0,0.0,568,210,622,False,0.0,560,209,0,Season-long loan to Barnsley,2023-09-01T21:48:22.703139Z,40,685,199,0,0,None,0,,461567.jpg,0.0,574,207,0,0,0,Dodgson,0.0,576,210,False,None,0,0,u,6,90,0.0,518,197,0,467,0,3473,10,0.0,0.0,Dodgson,0
1,3,135,None,None,1,0.16,550839,None,,0,0,0,0,122.3,175,111,None,,1,3,4.5,4.0,2,1.18,0.19,1.79,0.29,0.61,13.32,2.12,0.1,Wilson,4.5,32,19,14,2.23,3,42.2,195,97,660,False,181.8,228,93,566,,None,50,207,132,0,0,None,0,,550839.jpg,3.4,104,52,0,0,0.0,Odobert,0.0,526,186,False,None,7,1.11,a,6,90,119.0,158,98,37,6004,527,2761,373,0.9,7.4,Odobert,2
0,0,64,None,None,0,0.0,247245,None,,0,0,0,0,37.8,332,114,None,,0,2,0.5,0.0,1,0.06,0.01,0.41,0.09,0.35,9.71,2.29,0.08,Hannes,0.5,322,107,16,3.77,0,14.3,354,129,674,False,63.2,356,136,382,,None,40,669,188,0,0,None,0,,247245.jpg,0.7,491,163,0,0,0.0,Delcroix,0.0,519,195,False,None,3,0.71,a,6,90,42.0,275,85,6,4589,41,3436,94,0.1,1.5,Delcroix,1
0,0,40,100,100,0,0.0,447715,None,,0,0,0,0,21.6,366,187,None,,0,3,0.5,0.0,1,0.46,0.14,0.56,0.17,0.10,6.95,2.18,0.03,Aaron,0.5,340,157,9,2.82,0,7.3,407,188,675,False,29.0,409,184,287,,2023-12-11T00:00:10.930063Z,50,201,128,0,0,None,0,,447715.jpg,1.2,394,180,0,0,0.0,Ramsey,0.0,552,202,False,None,2,0.63,a,6,90,24.0,342,172,12,9267,113,7950,107,0.1,2.4,A.Ramsey,0
0,0,0,None,None,0,0,437757,None,,0,0,0,0,0.0,747,324,None,,0,3,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Han-Noah,0.0,723,307,0,0,0,0.0,750,325,694,False,0.0,750,325,0,,None,50,199,126,0,0,None,0,,437757.jpg,0.0,750,325,0,0,0,Massengo,0.0,695,282,False,None,0,0,a,6,90,0.0,745,324,0,390,3,413,13,0.0,0.0,Massengo,0
0,0,63,None,None,0,0.0,437748,3,,0,0,-1,1,109.4,183,114,4,,0,3,1.2,0.7,1,0.54,0.12,0.91,0.21,0.37,9.54,2.2,0.09,Mike,1.2,266,118,8,1.85,0,17.5,340,153,706,False,40.4,393,175,390,,None,54,124,78,0,0,None,0,,437748.jpg,1.3,384,175,0,0,0.0,Trésor,0.0,601,228,False,None,3,0.69,a,6,90,24.0,343,173,17,4489,37,4088,57,0.2,3.1,M.Trésor,0
0,0,188,100,100,3,0.2,486672,None,,0,0,-4,4,171.1,121,84,None,,0,3,1.7,2.2,2,0.64,0.04,0.87,0.06,0.23,20.34,1.34,0.02,Moisés,1.7,204,92,22,1.45,0,40.8,204,101,126,False,214.4,183,75,1363,,2023-12-24T21:00:09.270040Z,46,346,220,0,0,None,0,,486672.jpg,1.8,317,133,0,0,0.0,Caicedo Corozo,1.2,171,54,False,None,15,0.99,a,7,8,27.0,325,166,31,105783,636,307661,1838,0.4,6.7,Caicedo,4
0,7,317,0,0,3,0.19,215059,None,,0,0,1,-1,0.1,463,10,None,,1,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,23.72,1.49,0.0,Robert,2.3,142,16,25,1.57,0,45.2,184,11,145,False,450.6,33,10,1433,Knee injury - Expected back 03 Feb,2023-12-10T23:00:09.742927Z,46,337,13,0,0,None,1,,215059.jpg,3.7,71,7,0,53,3.33,Sánchez,4.0,92,14,False,None,16,1.0,i,7,8,0.0,709,77,59,996060,105,960486,19442,0.5,12.8,Sanchez,2
0,0,0,0,0,0,0,199598,None,,0,0,0,0,0.0,520,192,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,460,166,0,0,0,0.0,542,194,185,False,0.0,534,193,0,Permanent transfer to Leeds Utd,2023-07-20T08:39:43.633400Z,40,653,177,0,0,None,0,,199598.jpg,0.0,547,190,0,0,0,Ampadu,0.0,702,240,False,None,0,0,u,7,8,0.0,492,181,0,0,0,894,5,0.0,0.0,Ampadu,0
0,0,0,0,0,0,0,109745,None,,0,0,0,0,0.0,738,85,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kepa,0.0,713,86,0,0,0,0.0,743,88,187,False,0.0,743,88,0,One year loan deal to Real Madrid,2023-08-15T08:06:29.726491Z,50,173,6,0,0,None,0,,109745.jpg,0.0,743,88,0,0,0,Arrizabalaga,0.2,339,52,False,None,0,0,u,7,8,0.0,736,83,0,1775,0,84457,48,0.0,0.0,Arrizabalaga,0
