goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,29,Sub,Luton,Aston Villa,2,3,2024-03-02,22159,2023,645157,0,0,0,0,0,0,0
