goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,21,Sub,Sheffield United,Arsenal,0,6,2024-03-04,22163,2023,646053,0.045631736516952515,0,1,0,0,0.045631736516952515,0
