name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Wilfred Ndidi,MID,Fulham,2.3,0,0,5,0,10.3,265,0.00,0.17,0.17,0.53,103,1,0,5.3,13.2,2023-11-04T15:00:00Z,90,5,0,0,0,0,11,0,314316,1,1,1,29.0,1,22320,37086,14766,44,True,1
John McGinn,MID,West Ham,0.0,0,0,0,0,0.0,37,0.00,0.00,0.00,0.00,108,0,0,0.0,0.0,2023-11-05T14:00:00Z,0,16,0,0,0,0,11,0,105106,0,0,2,0.0,0,-1156,2778,3934,39,False,0
Cheikhou Kouyaté,MID,Wolves,0.0,0,0,0,0,0.0,583,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,7,0,0,0,0,11,0,9759,0,4,1,0.0,0,-900,19,919,52,True,0
Paul Onuachu,FWD,Leeds,-0.5,0,0,0,0,0.0,732,0.00,0.00,0.00,0.00,104,0,0,0.0,0.0,2023-11-04T12:30:00Z,0,14,0,0,0,0,11,0,306,0,1,0,0.0,0,210,227,17,40,True,0
Josh Dasilva,MID,Man City,-0.7,0,0,7,0,3.9,83,0.02,0.02,0.00,1.01,106,3,0,1.0,6.2,2023-11-04T15:00:00Z,45,13,0,0,0,0,11,0,13261,0,1,6,0.0,0,-824,147,971,43,False,0
Takehiro Tomiyasu,DEF,Newcastle,0.7,0,0,0,0,0.0,14,0.00,0.00,0.00,0.00,107,0,0,0.0,0.0,2023-11-04T17:30:00Z,0,15,0,0,0,0,11,0,1929688,0,0,1,0.0,0,-289502,10562,300064,84,False,0
James Garner,MID,Everton,0.5,0,0,0,0,0.0,570,0.00,0.00,0.00,0.00,109,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,17,0,0,0,0,11,0,9422,0,1,2,0.0,0,-308,324,632,48,False,0
Raphaël Varane,DEF,Leicester,0.0,0,0,0,0,0.0,329,0.00,0.00,0.00,0.00,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,11,0,0,0,0,11,0,127,0,1,1,0.0,0,-1,0,1,50,True,0
Adam Lallana,MID,Aston Villa,4.0,0,0,3,0,0.0,101,0.00,0.00,0.00,1.84,101,2,0,0.2,2.2,2023-11-04T15:00:00Z,45,19,0,0,0,0,11,0,294000,1,2,3,0.0,0,5247,14981,9734,45,True,0
Eddie Nketiah,FWD,Newcastle,0.0,0,0,0,0,0.0,11,0.00,0.00,0.00,0.00,107,0,0,0.0,0.0,2023-11-04T17:30:00Z,0,15,0,0,0,0,11,0,4912,0,0,1,0.0,0,-90,0,90,45,False,0
Charlie Goode,DEF,Aston Villa,7.3,0,3,33,0,0.3,96,0.00,0.15,0.15,2.09,101,2,1,11.0,61.8,2023-11-04T15:00:00Z,90,19,0,0,0,0,11,0,54227,1,2,3,48.0,10,1200,4524,3324,45,True,0
