name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Tom Heaton,GK,Leicester,0.0,0,0,0,0,0.0,348,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,5,0,0,0,0,9,0,37,0,1,2,0.0,0,-1,0,1,45,True,0
Stefan Bajcetic,MID,Brentford,0.0,0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,82,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,3,0,0,0,0,9,0,76032,0,2,1,0.0,0,-1253,351,1604,40,False,0
Jonjo Shelvey,MID,Leicester,0.0,0,0,0,0,0.0,349,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,5,0,0,0,0,9,0,168263,0,1,2,0.0,0,-2960,492,3452,102,True,0
Harvey White,MID,Man City,0.5,0,0,0,0,0.0,449,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,12,0,0,0,0,9,0,10572,0,2,2,0.0,0,-178,124,302,44,True,0
Stuart Armstrong,MID,Liverpool,0.2,0,0,0,0,0.0,405,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,8,0,0,0,0,9,0,1471553,0,0,4,0.0,0,-259424,8648,268072,47,True,0
Will Dennis,GK,Bournemouth,1.3,0,0,20,0,0.0,77,0.00,0.00,0.00,2.06,82,2,0,3.1,30.6,2023-10-21T14:00:00Z,90,20,0,0,0,0,9,5,172629,1,2,1,0.0,2,1031,10991,9960,45,True,0
Seamus Coleman,DEF,Chelsea,0.0,0,0,12,0,1.8,178,0.00,0.00,0.00,3.24,83,3,0,1.8,16.0,2023-10-21T14:00:00Z,90,4,0,0,0,0,9,0,367176,1,0,3,0.0,1,67249,84034,16785,39,False,0
Darwin Núñez Ribeiro,FWD,Leeds,2.1,0,0,0,0,0.0,297,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2023-10-21T11:30:00Z,0,9,0,0,0,0,9,0,234620,0,0,2,0.0,0,-29427,1523,30950,72,True,0
Vladimir Coufal,DEF,Man City,0.0,0,0,0,0,0.0,463,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,12,0,0,0,0,9,0,1869,0,2,2,0.0,0,-92,0,92,48,True,0
Jamal Lewis,DEF,Everton,2.0,0,0,9,0,8.5,372,0.06,0.12,0.06,1.33,89,1,0,2.8,4.2,2023-10-21T19:00:00Z,63,17,0,0,0,0,9,0,59451,1,2,1,15.0,2,92,1473,1381,68,False,0
Arthur Masuaku,DEF,Man City,0.0,0,0,0,0,0.0,462,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,12,0,0,0,0,9,0,2115,0,2,2,0.0,0,-113,0,113,45,True,0
Jarrod Bowen,MID,Man City,4.2,0,0,10,0,15.3,465,0.05,0.39,0.34,1.71,88,2,0,6.7,18.6,2023-10-21T14:00:00Z,90,12,0,0,0,0,9,0,7921,1,2,2,33.0,1,2722,3125,403,44,True,0
Morgan Gibbs-White,MID,West Ham,0.0,0,0,0,0,0.0,493,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2023-10-23T19:00:00Z,0,10,0,0,0,0,9,0,46914,0,0,2,0.0,0,-15910,310,16220,50,True,0
Conor Coady,DEF,Chelsea,2.5,0,0,0,0,1.2,475,0.01,0.01,0.00,2.79,83,2,0,0.9,7.8,2023-10-21T14:00:00Z,65,4,0,0,0,0,9,0,12999,1,0,3,0.0,1,365,1384,1019,48,False,1
Cristian Romero,DEF,Man City,0.0,0,0,0,0,0.0,443,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,12,0,0,0,0,9,0,19372,0,2,2,0.0,0,-1608,0,1608,48,True,0
Carlos Henrique Casimiro,MID,Southampton,-0.7,0,0,3,0,0.3,593,0.00,0.00,0.00,0.07,89,0,0,0.0,0.0,2023-10-21T19:00:00Z,6,14,0,0,0,0,9,0,3910,0,2,1,0.0,1,-300,149,449,52,True,0
Ainsley Maitland-Niles,MID,Man Utd,0.0,0,0,0,0,0.0,21,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,16,0,0,0,0,9,0,1762,0,2,2,0.0,0,-121,12,133,49,False,0
Joël Veltman,DEF,Crystal Palace,0.4,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,6,0,0,0,0,9,0,143217,0,0,3,0.0,0,-21245,297,21542,48,True,0
Naouirou Ahamada,MID,Crystal Palace,0.5,0,0,0,0,0.0,725,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,6,0,0,0,0,9,0,855,0,0,3,0.0,0,508,577,69,40,True,0
Brice Samba,GK,Everton,2.0,0,0,2,0,2.0,382,0.01,0.08,0.07,0.05,89,0,0,2.0,1.6,2023-10-21T19:00:00Z,26,17,0,0,0,0,9,0,129242,0,2,1,16.0,1,-3964,6887,10851,48,False,0
Pontus Jansson,DEF,Bournemouth,1.0,0,0,6,0,11.1,78,0.01,0.01,0.00,0.81,82,1,0,1.7,5.6,2023-10-21T14:00:00Z,15,20,0,0,0,0,9,0,1583,0,2,1,0.0,1,-44,87,131,48,True,0
Jakub Kiwior,DEF,Man City,0.5,0,0,0,0,0.0,710,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,12,0,0,0,0,9,0,2583,0,2,2,0.0,0,292,553,261,45,True,0
Moussa Niakhaté,DEF,West Ham,0.0,0,0,0,0,0.0,507,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2023-10-23T19:00:00Z,0,10,0,0,0,0,9,0,102831,0,0,2,0.0,0,-9633,160,9793,48,True,0
Sasa Lukic,MID,Leeds,0.5,0,0,0,0,0.0,726,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2023-10-21T11:30:00Z,0,9,0,0,0,0,9,0,540,0,0,2,0.0,0,269,320,51,40,True,0
Michail Antonio,FWD,Man City,0.0,0,0,0,0,0.0,458,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,12,0,0,0,0,9,0,930,0,2,2,0.0,0,-28,0,28,49,True,0
Will Smallbone,MID,Liverpool,3.6,0,0,3,0,10.3,415,0.00,0.00,0.00,0.82,87,0,0,1.3,2.6,2023-10-21T14:00:00Z,20,8,0,0,0,0,9,0,2040351,0,0,4,0.0,1,-33527,172085,205612,75,True,0
Joe Worrall,DEF,Everton,0.8,0,0,0,0,0.0,388,0.00,0.00,0.00,0.00,89,0,0,0.0,0.0,2023-10-21T19:00:00Z,0,17,0,0,0,0,9,0,1859,0,2,1,0.0,0,170,293,123,44,False,0
Douglas Luiz Soares de Paulo,MID,Arsenal,0.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,81,0,0,0.0,0.0,2023-10-22T15:30:00Z,0,19,0,0,0,0,9,0,1975,0,1,4,0.0,0,-22,76,98,44,True,0
Christian Benteke,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,155,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,13,0,0,0,0,9,0,64484,0,1,2,0.0,0,-3404,0,3404,44,False,0
Bruno Guimarães Rodriguez Moura,MID,Everton,0.0,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,89,0,0,0.0,0.0,2023-10-21T19:00:00Z,0,17,0,0,0,0,9,0,8326,0,2,1,0.0,0,-370,0,370,40,False,0
Lucas Tolentino Coelho de Lima,MID,Liverpool,0.0,0,0,0,0,0.0,603,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,8,0,0,0,0,9,0,125983,0,0,4,0.0,0,-14811,104,14915,63,True,0
Joe Bryan,DEF,Fulham,-0.2,0,0,3,0,0.2,206,0.00,0.00,0.00,0.39,84,1,0,0.2,1.4,2023-10-21T16:30:00Z,6,1,0,0,0,0,9,0,339162,0,2,2,0.0,1,11935,20389,8454,53,True,0
Killian Phillips,MID,Man City,0.2,0,0,3,0,0.6,604,0.00,0.00,0.00,0.59,88,1,0,0.2,1.6,2023-10-21T14:00:00Z,2,12,0,0,0,0,9,0,11163,0,2,2,0.0,1,-1422,70,1492,45,True,0
Lewis Payne,MID,Spurs,0.0,0,0,0,0,0.0,647,0.00,0.00,0.00,0.00,81,0,0,0.0,0.0,2023-10-22T15:30:00Z,0,2,0,0,0,0,9,0,5301,0,1,4,0.0,0,58,265,207,40,False,0
Hamed Traorè,MID,Fulham,-0.5,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,711,0,2,2,0.0,0,160,218,58,40,True,0
Emerson Palmieri dos Santos,DEF,Brentford,1.3,0,0,16,0,26.7,545,0.14,0.19,0.05,0.61,82,1,0,4.7,11.6,2023-10-21T14:00:00Z,90,3,0,0,0,0,9,0,33029,1,2,1,9.0,2,-2840,1160,4000,45,False,0
Illia Zabarnyi,DEF,West Ham,0.0,0,0,0,0,0.0,722,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2023-10-23T19:00:00Z,0,10,0,0,0,0,9,0,1675,0,0,2,0.0,0,429,684,255,45,True,0
Neeskens Kebano,MID,Liverpool,0.5,0,0,0,0,0.0,204,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,8,0,0,0,0,9,0,17906,0,0,4,0.0,0,-859,581,1440,44,True,0
Joseph Gomez,DEF,Wolves,0.0,0,0,0,0,0.0,286,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2023-10-23T19:00:00Z,0,18,0,0,0,0,9,0,4481,0,0,2,0.0,0,-233,35,268,43,False,0
Danny Ings,FWD,Newcastle,0.0,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,7,0,0,0,0,9,0,1033,0,2,2,0.0,0,-13,0,13,60,False,0
Jack Butland,GK,Chelsea,-0.5,0,0,0,0,0.0,162,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,4,0,0,0,0,9,0,2060,0,0,3,0.0,0,74,192,118,44,False,0
Ibrahima Konaté,DEF,Leeds,3.2,0,0,26,1,18.9,290,0.09,0.27,0.18,0.13,85,0,0,4.4,10.4,2023-10-21T11:30:00Z,90,9,0,0,0,0,9,0,838984,1,0,2,15.0,6,18106,48282,30176,79,True,0
Bernd Leno,GK,Newcastle,0.5,0,0,0,0,0.0,2,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,7,0,0,0,0,9,0,42211,0,2,2,0.0,0,1172,2986,1814,39,False,0
Conor Coventry,MID,Brentford,0.0,0,0,0,0,0.0,556,0.00,0.00,0.00,0.00,82,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,3,0,0,0,0,9,0,5535,0,2,1,0.0,0,-204,0,204,40,False,0
Adama Traoré Diarra,MID,West Ham,0.0,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2023-10-23T19:00:00Z,0,10,0,0,0,0,9,0,20056,0,0,2,0.0,0,-625,249,874,40,True,0
