name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Stefan Bajcetic,MID,Man City,0.5,0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2023-08-14T19:00:00Z,0,14,0,0,0,0,1,0,60069,0,0,1,0.0,0,0,0,0,40,False,0
Jonjo Shelvey,MID,Arsenal,4.9,0,0,4,0,18.8,349,0.16,0.18,0.02,0.10,1,0,0,2.2,2.4,2023-08-11T19:00:00Z,22,6,0,0,0,0,1,0,1377801,1,3,0,1.0,1,0,0,0,105,False,0
Harvey White,MID,Aston Villa,1.9,0,0,0,0,0.0,449,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,1,0,0,0,0,1,0,11308,0,1,2,0.0,0,0,0,0,45,False,0
Stuart Armstrong,MID,Leicester,2.5,1,1,27,0,11.8,405,0.25,0.32,0.07,1.90,6,1,0,5.5,35.4,2023-08-12T16:30:00Z,90,2,0,0,0,0,1,0,1577712,1,1,5,8.0,5,0,0,0,45,True,1
Will Dennis,GK,Everton,2.4,0,0,11,0,0.0,77,0.01,0.01,0.00,1.07,3,1,0,1.4,14.0,2023-08-12T14:00:00Z,90,19,0,0,0,0,1,1,62624,1,1,1,0.0,2,0,0,0,45,True,0
Seamus Coleman,DEF,Crystal Palace,-0.5,0,0,0,0,0.0,178,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2023-08-11T19:00:00Z,0,13,0,0,0,0,1,0,79974,0,3,0,0.0,0,0,0,0,40,True,0
Darwin Núñez Ribeiro,FWD,Brighton,2.9,0,0,5,0,10.9,297,0.05,0.05,0.00,1.04,9,1,0,2.1,8.0,2023-08-13T15:30:00Z,65,7,0,0,0,0,1,0,527528,1,1,1,2.0,2,0,0,0,75,False,0
Vladimir Coufal,DEF,Aston Villa,1.1,0,0,0,0,0.0,463,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,1,0,0,0,0,1,0,3080,0,1,2,0.0,0,0,0,0,50,False,0
Jamal Lewis,DEF,West Ham,3.0,0,0,8,1,34.8,372,0.05,0.27,0.22,1.45,10,0,0,6.1,7.4,2023-08-14T19:00:00Z,76,20,0,0,0,0,1,0,110792,1,0,1,19.0,3,0,0,0,70,True,0
Arthur Masuaku,DEF,Aston Villa,0.5,0,0,0,0,0.0,462,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,1,0,0,0,0,1,0,6000,0,1,2,0.0,0,0,0,0,45,False,0
Jarrod Bowen,MID,Aston Villa,1.5,0,0,0,0,0.0,465,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,1,0,0,0,0,1,0,4471,0,1,2,0.0,0,0,0,0,45,False,0
Morgan Gibbs-White,MID,Southampton,1.6,0,0,20,0,25.6,493,0.11,0.15,0.04,2.02,8,2,0,6.3,29.4,2023-08-13T13:00:00Z,90,4,0,0,0,0,1,0,17050,1,2,2,8.0,2,0,0,0,50,False,0
Conor Coady,DEF,Crystal Palace,0.1,0,0,5,0,1.0,475,0.00,0.00,0.00,2.09,1,3,0,0.6,3.2,2023-08-11T19:00:00Z,90,13,0,0,0,0,1,0,13803,1,3,0,2.0,2,0,0,0,50,True,0
Cristian Romero,DEF,Aston Villa,0.9,0,0,0,0,0.0,443,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,1,0,0,0,0,1,0,52483,0,1,2,0.0,0,0,0,0,50,False,0
Carlos Henrique Casimiro,MID,Newcastle,1.4,0,0,1,0,24.8,593,0.08,0.08,0.00,2.01,7,1,0,3.0,2.8,2023-08-12T14:00:00Z,86,8,0,0,0,0,1,0,5860,1,1,0,2.0,2,0,0,0,55,True,0
Ainsley Maitland-Niles,MID,Bournemouth,2.1,0,0,0,0,0.0,21,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,16,0,0,0,0,1,0,1680,0,1,2,0.0,0,0,0,0,50,True,0
Joël Veltman,DEF,Spurs,2.3,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2023-08-13T13:00:00Z,0,18,0,0,0,0,1,0,570488,0,2,2,0.0,0,0,0,0,50,True,0
Brice Samba,GK,West Ham,2.1,0,0,4,1,3.8,382,0.04,0.16,0.12,1.19,10,0,0,1.5,0.0,2023-08-14T19:00:00Z,67,20,0,0,0,0,1,0,221486,1,0,1,14.0,3,0,0,0,50,True,0
Pontus Jansson,DEF,Everton,1.6,0,0,0,0,0.0,78,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,19,0,0,0,0,1,0,4909,0,1,1,0.0,0,0,0,0,50,True,0
Moussa Niakhaté,DEF,Southampton,2.3,0,0,8,0,16.3,507,0.16,0.16,0.00,0.30,8,0,0,2.5,8.4,2023-08-13T13:00:00Z,15,4,0,0,0,0,1,0,257169,0,2,2,0.0,1,0,0,0,50,False,0
Michail Antonio,FWD,Aston Villa,1.1,0,0,0,0,0.0,458,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,1,0,0,0,0,1,0,1389,0,1,2,0.0,0,0,0,0,50,False,0
Will Smallbone,MID,Leicester,3.0,0,3,51,0,2.7,415,0.02,0.78,0.76,1.50,6,1,2,13.2,68.4,2023-08-12T16:30:00Z,67,2,0,0,0,0,1,0,1346330,1,1,5,61.0,13,0,0,0,75,True,0
Joe Worrall,DEF,West Ham,0.0,0,0,0,0,0.0,388,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2023-08-14T19:00:00Z,0,20,0,0,0,0,1,0,2770,0,0,1,0.0,0,0,0,0,45,True,0
Douglas Luiz Soares de Paulo,MID,Brentford,0.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2023-08-12T16:30:00Z,0,15,0,0,0,0,1,0,3839,0,1,5,0.0,0,0,0,0,45,False,0
Christian Benteke,FWD,Fulham,1.5,0,0,0,0,0.0,155,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,12,0,0,0,0,1,0,100072,0,1,4,0.0,0,0,0,0,45,True,0
Bruno Guimarães Rodriguez Moura,MID,West Ham,1.5,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2023-08-14T19:00:00Z,0,20,0,0,0,0,1,0,14375,0,0,1,0.0,0,0,0,0,40,True,0
Lucas Tolentino Coelho de Lima,MID,Leicester,2.8,1,2,36,0,21.3,603,0.54,1.16,0.62,0.40,6,0,1,9.5,52.8,2023-08-12T16:30:00Z,22,2,0,0,0,0,1,0,207578,0,1,5,21.0,11,0,0,0,65,True,0
Joe Bryan,DEF,Man Utd,2.1,0,0,15,0,35.9,206,0.42,0.45,0.03,1.23,9,1,0,5.0,11.4,2023-08-13T15:30:00Z,75,11,0,0,0,0,1,0,1339493,1,1,1,3.0,2,0,0,0,55,True,0
Killian Phillips,MID,Aston Villa,1.5,0,0,9,0,0.3,604,0.00,0.02,0.02,0.38,2,2,0,1.3,10.4,2023-08-12T12:00:00Z,71,1,0,0,0,0,1,0,9138,1,1,2,2.0,0,0,0,0,45,False,1
Lewis Payne,MID,Chelsea,1.0,0,0,0,0,0.0,647,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,3,0,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,40,False,0
Emerson Palmieri dos Santos,DEF,Man City,1.5,0,0,9,0,11.1,545,0.01,0.01,0.00,1.18,10,1,0,3.3,21.6,2023-08-14T19:00:00Z,76,14,0,0,0,0,1,0,25410,1,0,1,0.0,1,0,0,0,45,False,1
Neeskens Kebano,MID,Man Utd,1.5,0,0,0,0,0.0,204,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2023-08-13T15:30:00Z,0,11,0,0,0,0,1,0,17980,0,1,1,0.0,0,0,0,0,45,True,0
Joseph Gomez,DEF,Wolves,2.0,0,0,0,0,0.0,286,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,9,0,0,0,0,1,0,6786,0,1,0,0.0,0,0,0,0,45,False,0
Danny Ings,FWD,Bournemouth,0.0,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,16,0,0,0,0,1,0,2183,0,1,2,0.0,0,0,0,0,60,True,0
Jack Butland,GK,Crystal Palace,-0.5,0,0,0,0,0.0,162,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2023-08-11T19:00:00Z,0,13,0,0,0,0,1,0,3369,0,3,0,0.0,0,0,0,0,45,True,0
Ibrahima Konaté,DEF,Brighton,4.5,0,0,7,0,9.1,290,0.02,0.02,0.00,1.28,9,1,0,2.3,13.6,2023-08-13T15:30:00Z,90,7,0,0,0,0,1,0,1514140,1,1,1,0.0,1,0,0,0,80,False,1
Bernd Leno,GK,Bournemouth,1.5,0,0,0,0,0.0,2,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,16,0,0,0,0,1,0,29866,0,1,2,0.0,0,0,0,0,40,True,0
Conor Coventry,MID,Man City,0.0,0,0,0,0,0.0,556,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2023-08-14T19:00:00Z,0,14,0,0,0,0,1,0,9603,0,0,1,0.0,0,0,0,0,40,False,0
Adama Traoré Diarra,MID,Southampton,1.0,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2023-08-13T13:00:00Z,0,4,0,0,0,0,1,0,18082,0,2,2,0.0,0,0,0,0,40,False,0
Robin Koch,DEF,Nott'm Forest,2.9,0,0,22,1,0.0,230,0.00,0.00,0.00,0.49,7,0,0,0.7,7.4,2023-08-12T14:00:00Z,90,17,0,0,0,0,1,1,170832,1,1,0,0.0,6,0,0,0,45,False,0
Adam Webster,DEF,Spurs,2.3,0,0,14,0,6.0,108,0.03,1.38,1.35,1.26,8,2,1,8.3,33.4,2023-08-13T13:00:00Z,90,18,0,0,0,0,1,0,717486,1,2,2,44.0,7,0,0,0,65,True,0
Matt Turner,GK,Bournemouth,2.5,0,0,0,0,0.0,24,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,16,0,0,0,0,1,0,27894,0,1,2,0.0,0,0,0,0,45,True,0
Jannik Vestergaard,DEF,Leeds,2.1,0,0,0,0,0.0,253,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,10,0,0,0,0,1,0,32040,0,1,0,0.0,0,0,0,0,55,True,0
Nathan Ferguson,DEF,Crystal Palace,0.0,0,0,0,0,0.0,174,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2023-08-11T19:00:00Z,0,13,0,0,0,0,1,0,4956,0,3,0,0.0,0,0,0,0,50,True,0
Solly March,MID,Spurs,1.6,0,0,0,0,0.0,107,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2023-08-13T13:00:00Z,0,18,0,0,0,0,1,0,3091,0,2,2,0.0,0,0,0,0,50,True,0
Ruben Loftus-Cheek,MID,Fulham,0.0,0,0,0,0,0.0,136,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,12,0,0,0,0,1,0,3653,0,1,4,0.0,0,0,0,0,40,True,0
Neco Williams,DEF,Brighton,2.1,0,0,6,0,11.6,295,0.01,0.01,0.00,0.14,9,0,0,2.2,6.6,2023-08-13T15:30:00Z,13,7,0,0,0,0,1,0,19381,0,1,1,4.0,1,0,0,0,50,False,0
Junior Stanislas,MID,Brentford,1.7,0,0,3,0,13.3,58,0.09,0.09,0.00,2.20,6,3,0,1.9,3.4,2023-08-12T16:30:00Z,45,15,0,0,0,0,1,0,98326,0,1,5,2.0,1,0,0,0,60,False,0
Lewis Warrington,MID,Man City,0.5,0,0,0,0,0.0,561,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2023-08-14T19:00:00Z,0,14,0,0,0,0,1,0,18477,0,0,1,0.0,0,0,0,0,45,False,0
Marcus Oliveira Alencar,MID,Newcastle,0.5,0,0,0,0,0.0,27,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,8,0,0,0,0,1,0,85435,0,1,0,0.0,0,0,0,0,40,True,0
