name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Kepa Arrizabalaga,GK,Brighton,2.2,0,0,9,1,6.0,133,0.03,0.05,0.02,1.01,114,0,0,1.7,4.2,2023-11-12T14:00:00Z,70,17,0,0,0,0,12,0,45852,1,1,1,7.0,3,-3395,1093,4488,49,True,0
Halil Dervişoğlu,FWD,Man Utd,0.0,0,0,0,0,0.0,541,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,16,0,0,0,0,12,0,2141,0,2,3,0.0,0,-19,0,19,60,True,0
Phil Jones,DEF,West Ham,1.0,0,0,11,0,22.1,328,0.05,0.07,0.02,2.01,118,1,0,5.3,13.4,2023-11-11T15:00:00Z,85,14,0,0,0,0,12,0,17877,1,0,1,17.0,2,2122,3162,1040,49,False,0
Sergi Canós Tenés,DEF,Brentford,3.5,0,0,2,1,13.5,82,0.01,0.23,0.22,0.43,113,0,0,4.4,6.4,2023-11-11T17:30:00Z,80,15,0,0,0,0,12,0,298178,1,0,2,24.0,2,-1086,15856,16942,45,True,0
Victor Lindelöf,DEF,West Ham,0.0,0,0,0,0,0.0,337,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,14,0,0,0,0,12,0,426,0,0,1,0.0,0,-7,0,7,45,False,0
Joseph Hodge,MID,Wolves,1.3,0,0,0,0,0.0,566,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,7,0,0,0,0,12,0,12616,0,4,4,0.0,0,-1114,152,1266,49,False,0
N'Golo Kanté,MID,Brighton,4.2,0,1,15,0,36.3,134,0.09,0.09,0.00,1.32,114,1,0,4.7,8.4,2023-11-12T14:00:00Z,90,17,0,0,0,0,12,0,165628,1,1,1,2.0,3,89,10969,10880,63,True,0
Moussa Djenepo,MID,Chelsea,0.0,0,0,0,0,0.0,418,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,346,0,0,2,0.0,0,-8,0,8,45,False,0
Jackson Smith,GK,Newcastle,4.7,0,0,-6,0,3.3,557,0.04,0.30,0.26,0.70,120,1,0,1.4,2.8,2023-11-11T12:30:00Z,90,18,0,0,0,0,12,0,523945,1,1,2,8.0,2,16752,73152,56400,55,True,0
Benjamin White,DEF,Arsenal,3.3,0,0,3,0,0.0,10,0.00,0.00,0.00,0.05,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,1,6,0,0,0,0,12,0,9294,0,1,3,0.0,1,-40,346,386,43,True,0
Christian Saydee,FWD,Liverpool,6.3,0,1,29,1,0.0,597,0.00,0.00,0.00,0.42,118,0,0,2.3,22.6,2023-11-11T15:00:00Z,90,12,0,0,0,0,12,4,1500552,1,0,1,0.0,8,4278,37188,32910,48,True,0
Anthony Gordon,MID,Crystal Palace,0.0,0,0,0,0,0.0,195,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,579120,0,4,4,0.0,0,-29023,176,29199,54,True,0
Emiliano Martínez Romero,GK,Arsenal,7.3,0,2,28,0,27.2,31,0.24,0.28,0.04,0.30,111,1,1,11.0,59.4,2023-11-11T15:00:00Z,90,6,0,0,0,0,12,0,613361,1,1,3,23.0,10,30440,49771,19331,49,True,0
Daniel Amartey,DEF,Aston Villa,0.0,0,0,0,0,0.0,257,0.00,0.00,0.00,0.00,116,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,8,0,0,0,0,12,0,20620,0,3,2,0.0,0,-250,283,533,43,False,0
Kyle Walker-Peters,DEF,Chelsea,0.5,0,0,0,0,0.0,409,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,101571,0,0,2,0.0,0,23,1882,1859,39,False,0
Antoine Semenyo,FWD,Spurs,0.1,0,0,2,0,0.0,714,0.00,0.08,0.08,0.09,119,0,0,1.2,3.0,2023-11-12T14:00:00Z,1,19,0,0,0,0,12,0,9052,0,2,3,9.0,1,-1207,122,1329,50,False,0
Kjell Scherpen,GK,Man Utd,3.0,0,0,22,0,5.2,542,0.05,0.50,0.45,1.68,119,2,1,11.5,52.4,2023-11-12T14:00:00Z,90,16,0,0,0,0,12,0,126454,1,2,3,57.0,7,-11985,3857,15842,49,True,0
Ben Mee,DEF,Man Utd,5.7,0,1,25,0,11.8,526,0.03,0.26,0.23,1.68,119,2,1,9.7,43.8,2023-11-12T14:00:00Z,90,16,0,0,0,0,12,0,2844169,1,2,3,41.0,8,676545,721201,44656,76,True,0
José Malheiro de Sá,GK,Nott'm Forest,-0.5,0,0,0,0,0.0,478,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,5,0,0,0,0,12,0,4553,0,1,1,0.0,0,-117,163,280,44,False,0
Gabriel dos Santos Magalhães,DEF,Arsenal,0.0,0,0,0,0,0.0,16,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,6,0,0,0,0,12,0,4736,0,1,3,0.0,0,-73,0,73,49,True,0
Taylor Richards,MID,Leeds,-0.5,0,0,0,0,0.0,121,0.00,0.00,0.00,0.00,117,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,11,0,0,0,0,12,0,6855,0,0,3,0.0,0,-102,85,187,43,False,0
Dale Taylor,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,5,0,0,0,0,12,0,436,0,1,1,0.0,0,-8,8,16,50,False,0
Lucas Digne,DEF,Nott'm Forest,3.5,0,0,12,0,11.1,33,0.15,0.15,0.00,1.54,114,1,0,2.4,7.2,2023-11-12T14:00:00Z,90,5,0,0,0,0,12,0,1000144,1,1,1,6.0,2,60753,89904,29151,46,False,0
Ezri Konsa Ngoyo,DEF,Bournemouth,0.0,0,0,0,0,0.0,44,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,10,0,0,0,0,12,0,20990,0,1,3,0.0,0,-1679,778,2457,50,True,0
Jordan Smith,GK,Man City,-0.2,0,0,3,0,0.6,675,0.00,0.00,0.00,0.00,111,0,0,0.1,0.4,2023-11-11T15:00:00Z,10,1,0,0,0,0,12,0,3769,0,1,3,0.0,1,-841,34,875,50,False,0
Allan Marques Loureiro,MID,Man City,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,1,0,0,0,0,12,0,4540,0,1,3,0.0,0,-68,0,68,55,False,0
Ben Godfrey,DEF,Crystal Palace,0.2,1,0,11,0,0.0,193,0.00,0.00,0.00,0.07,115,0,0,0.2,0.0,2023-11-12T16:30:00Z,1,13,0,0,0,0,12,0,17475,0,4,4,2.0,4,-3020,203,3223,49,True,0
Phil Foden,MID,West Ham,0.0,0,0,2,0,0.3,314,0.00,0.00,0.00,0.11,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,3,14,0,0,0,0,12,0,68220,0,0,1,0.0,1,-1789,2925,4714,48,False,0
Matthew Cox,GK,Chelsea,0.5,0,0,6,0,11.8,633,0.02,0.02,0.00,2.08,113,2,0,2.8,15.8,2023-11-11T17:30:00Z,45,3,0,0,0,0,12,0,56952,0,0,2,0.0,0,38148,39307,1159,43,False,0
Rodrigo Bentancur,MID,Spurs,0.0,0,0,0,0,0.0,440,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,19,0,0,0,0,12,0,231,0,2,3,0.0,0,-6,0,6,45,False,0
Junior Firpo Adames,DEF,Fulham,0.0,0,0,0,0,0.0,239,0.00,0.00,0.00,0.00,116,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,9,0,0,0,0,12,0,7845,0,3,2,0.0,0,-421,161,582,44,True,0
Felipe Augusto de Almeida Monteiro,DEF,Nott'm Forest,-0.2,0,0,0,0,0.0,730,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,5,0,0,0,0,12,0,204,0,1,1,0.0,0,-9,25,34,45,False,0
Gabriel Martinelli Silva,MID,Arsenal,4.0,1,0,20,0,43.8,19,0.40,0.55,0.15,0.27,111,1,0,9.4,21.0,2023-11-11T15:00:00Z,80,6,0,0,0,0,12,0,5090849,1,1,3,29.0,5,-45266,222994,268260,86,True,0
Mathias Jorgensen,DEF,Brentford,-0.5,0,0,0,0,0.0,595,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,15,0,0,0,0,12,0,19850,0,0,2,0.0,0,-997,231,1228,44,True,0
Marcos Senesi,DEF,Nott'm Forest,0.5,0,0,8,0,11.3,576,0.19,0.19,0.00,1.54,114,1,0,2.5,5.4,2023-11-12T14:00:00Z,90,5,0,0,0,0,12,0,8921,1,1,1,8.0,1,-102,189,291,44,False,1
Denis Zakaria,MID,Wolves,3.0,0,0,10,0,3.9,616,0.02,0.03,0.01,2.96,115,4,0,3.9,17.8,2023-11-12T16:30:00Z,90,7,0,0,0,0,12,0,448213,1,4,4,17.0,0,-30100,11150,41250,50,False,0
Nathan Fraser,FWD,Fulham,0.0,0,0,0,0,0.0,657,0.00,0.00,0.00,0.00,116,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,9,0,0,0,0,12,0,3186,0,3,2,0.0,0,-925,57,982,45,True,0
Cameron Archer,FWD,Bournemouth,0.0,0,0,0,0,0.0,54,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,10,0,0,0,0,12,0,6502,0,1,3,0.0,0,-167,0,167,45,True,0
Mason Holgate,DEF,Crystal Palace,-1.0,0,0,0,0,0.0,192,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,2063,0,4,4,0.0,0,-1,67,68,40,True,0
Marvelous Nakamba,MID,Bournemouth,0.5,0,0,0,0,0.0,41,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,10,0,0,0,0,12,0,32464,0,1,3,0.0,0,-838,863,1701,44,True,0
Tom Heaton,GK,Wolves,0.0,0,0,0,0,0.0,348,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,7,0,0,0,0,12,0,36,0,4,4,0.0,0,0,0,0,45,False,0
Stefan Bajcetic,MID,Newcastle,0.0,0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,120,0,0,0.0,0.0,2023-11-11T12:30:00Z,0,18,0,0,0,0,12,0,73287,0,1,2,0.0,0,-753,247,1000,40,True,0
Jonjo Shelvey,MID,Wolves,0.0,0,0,0,0,0.0,349,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,7,0,0,0,0,12,0,163729,0,4,4,0.0,0,-1535,397,1932,102,False,0
Harvey White,MID,Spurs,0.0,0,0,0,0,0.0,449,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,19,0,0,0,0,12,0,10174,0,2,3,0.0,0,-100,71,171,43,False,0
Stuart Armstrong,MID,Chelsea,0.0,0,0,0,0,0.0,405,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,737084,0,0,2,0.0,0,-139585,548,140133,46,False,0
Will Dennis,GK,Brentford,1.9,0,2,31,1,0.0,77,0.00,0.00,0.00,0.51,113,0,0,3.1,30.6,2023-11-11T17:30:00Z,90,15,0,0,0,0,12,5,118636,1,0,2,0.0,9,-11035,153,11188,45,True,0
Seamus Coleman,DEF,Man City,1.7,0,0,10,0,1.8,178,0.01,0.01,0.00,2.03,111,3,0,2.1,19.6,2023-11-11T15:00:00Z,90,1,0,0,0,0,12,0,559070,1,1,3,0.0,1,-5415,14092,19507,40,False,0
Darwin Núñez Ribeiro,FWD,Leicester,1.8,0,0,13,1,5.0,297,0.04,0.09,0.05,1.50,117,0,0,2.5,6.4,2023-11-12T14:00:00Z,82,4,0,0,0,0,12,0,230637,1,0,3,14.0,2,-417,7438,7855,72,True,0
Vladimir Coufal,DEF,Spurs,0.0,0,0,0,0,0.0,463,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,19,0,0,0,0,12,0,1729,0,2,3,0.0,0,-36,0,36,48,False,0
Jamal Lewis,DEF,Liverpool,2.3,0,0,7,0,11.3,372,0.06,0.06,0.00,0.07,118,0,0,1.9,3.6,2023-11-11T15:00:00Z,22,12,0,0,0,0,12,0,59111,0,0,1,4.0,1,-120,1130,1250,68,True,0
Arthur Masuaku,DEF,Spurs,0.0,0,0,0,0,0.0,462,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,19,0,0,0,0,12,0,1888,0,2,3,0.0,0,-61,0,61,45,False,0
Ben Greenwood,DEF,Arsenal,2.2,0,0,0,0,0.0,737,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,6,0,0,0,0,12,0,0,0,1,3,0.0,0,0,0,0,45,True,0
Jarrod Bowen,MID,Spurs,4.3,0,0,13,0,33.8,465,0.16,0.16,0.00,1.54,119,3,0,5.3,19.4,2023-11-12T14:00:00Z,90,19,0,0,0,0,12,0,9273,1,2,3,0.0,1,1256,2001,745,44,False,0
Morgan Gibbs-White,MID,Everton,2.3,0,0,11,1,2.3,493,0.01,0.01,0.00,1.11,120,0,0,1.8,16.0,2023-11-11T12:30:00Z,75,20,0,0,0,0,12,0,47808,1,1,2,0.0,2,-19,2400,2419,50,False,1
Conor Coady,DEF,Man City,0.7,0,0,18,0,3.0,475,0.01,0.01,0.00,2.03,111,3,0,3.1,27.8,2023-11-11T15:00:00Z,90,1,0,0,0,0,12,0,11496,1,1,3,0.0,2,-663,262,925,48,False,0
Cristian Romero,DEF,Spurs,0.0,0,0,0,0,0.0,443,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,19,0,0,0,0,12,0,16809,0,2,3,0.0,0,-619,0,619,48,False,0
Carlos Henrique Casimiro,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,593,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,5,0,0,0,0,12,0,3834,0,1,1,0.0,0,-108,167,275,52,False,0
Ainsley Maitland-Niles,MID,West Ham,0.0,0,0,0,0,0.0,21,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,14,0,0,0,0,12,0,1637,0,0,1,0.0,0,-19,23,42,49,False,0
Joël Veltman,DEF,Leeds,0.2,0,0,11,0,14.7,109,0.24,0.30,0.06,1.53,117,3,0,3.7,13.2,2023-11-12T14:00:00Z,90,11,0,0,0,0,12,0,137292,1,0,3,9.0,1,-966,3361,4327,48,False,0
Naouirou Ahamada,MID,Leeds,-0.5,0,0,0,0,0.0,725,0.00,0.00,0.00,0.00,117,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,11,0,0,0,0,12,0,1858,0,0,3,0.0,0,29,210,181,40,False,0
Brice Samba,GK,Liverpool,3.0,0,0,10,1,38.1,382,0.04,0.12,0.08,0.35,118,0,0,6.6,9.6,2023-11-11T15:00:00Z,67,12,0,0,0,0,12,0,123832,1,0,1,18.0,3,1397,8335,6938,47,True,0
Pontus Jansson,DEF,Brentford,-0.2,0,0,4,0,10.5,78,0.01,0.17,0.16,0.08,113,0,0,3.5,7.0,2023-11-11T17:30:00Z,9,15,0,0,0,0,12,0,1445,0,0,2,17.0,1,-57,35,92,48,True,0
Pedro Porro,DEF,Leeds,-0.5,0,0,0,0,0.0,733,0.00,0.00,0.00,0.00,117,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,11,0,0,0,0,12,0,541,0,0,3,0.0,0,382,426,44,40,False,0
Jakub Kiwior,DEF,Spurs,3.0,0,0,19,0,10.0,710,0.00,0.00,0.00,1.54,119,3,0,4.1,30.8,2023-11-12T14:00:00Z,90,19,0,0,0,0,12,3,5237,1,2,3,0.0,2,2171,2421,250,45,False,0
Moussa Niakhaté,DEF,Everton,0.0,0,0,0,0,0.0,507,0.00,0.00,0.00,0.00,120,0,0,0.0,0.0,2023-11-11T12:30:00Z,0,20,0,0,0,0,12,0,90743,0,1,2,0.0,0,-2644,115,2759,47,False,0
Sasa Lukic,MID,Leicester,0.5,0,0,0,0,0.0,726,0.00,0.00,0.00,0.00,117,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,4,0,0,0,0,12,0,1386,0,0,3,0.0,0,55,166,111,40,True,0
Michail Antonio,FWD,Spurs,0.0,0,0,0,0,0.0,458,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,19,0,0,0,0,12,0,881,0,2,3,0.0,0,-19,0,19,49,False,0
Will Smallbone,MID,Chelsea,0.0,0,0,0,0,0.0,415,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,1216995,0,0,2,0.0,0,-172926,1109,174035,74,False,0
Joe Worrall,DEF,Liverpool,1.0,0,0,0,0,0.0,388,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,12,0,0,0,0,12,0,3323,0,0,1,0.0,0,13,357,344,44,True,0
Douglas Luiz Soares de Paulo,MID,Bournemouth,0.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,10,0,0,0,0,12,0,2258,0,1,3,0.0,0,-37,84,121,44,True,0
Christian Benteke,FWD,Brighton,0.0,0,0,0,0,0.0,155,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,17,0,0,0,0,12,0,57804,0,1,1,0.0,0,-1834,0,1834,44,True,0
Bruno Guimarães Rodriguez Moura,MID,Liverpool,0.0,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,12,0,0,0,0,12,0,7639,0,0,1,0.0,0,-188,0,188,40,True,0
Lucas Tolentino Coelho de Lima,MID,Chelsea,0.0,0,0,0,0,0.0,603,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,110652,0,0,2,0.0,0,-3395,64,3459,62,False,0
Joe Bryan,DEF,Crystal Palace,1.3,1,0,26,0,21.6,206,0.03,0.13,0.10,2.77,115,3,0,7.5,37.2,2023-11-12T16:30:00Z,63,13,0,0,0,0,12,0,389671,1,4,4,16.0,4,26024,32791,6767,53,True,0
Killian Phillips,MID,Spurs,6.3,1,0,21,0,11.4,604,0.08,0.08,0.00,1.14,119,2,0,3.9,25.8,2023-11-12T14:00:00Z,75,19,0,0,0,0,12,0,22968,1,2,3,2.0,4,10263,10928,665,45,False,0
Lewis Payne,MID,Man Utd,0.0,0,0,0,0,0.0,647,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,16,0,0,0,0,12,0,5631,0,2,3,0.0,0,-62,132,194,40,True,0
Hamed Traorè,MID,Crystal Palace,-1.0,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,1222,0,4,4,0.0,0,-15,86,101,40,True,0
Emerson Palmieri dos Santos,DEF,Newcastle,0.7,0,0,17,0,51.3,545,0.19,0.29,0.10,0.50,120,1,0,8.7,22.2,2023-11-11T12:30:00Z,86,18,0,0,0,0,12,0,40978,1,1,2,13.0,1,-161,2820,2981,45,True,1
Illia Zabarnyi,DEF,Everton,0.0,0,0,0,0,0.0,722,0.00,0.00,0.00,0.00,120,0,0,0.0,0.0,2023-11-11T12:30:00Z,0,20,0,0,0,0,12,0,3590,0,1,2,0.0,0,402,804,402,45,False,0
Neeskens Kebano,MID,Chelsea,0.8,0,0,13,0,0.9,204,0.00,0.02,0.02,0.40,113,0,0,3.2,14.2,2023-11-11T17:30:00Z,45,3,0,0,0,0,12,0,19592,1,0,2,17.0,1,2108,2937,829,43,False,0
Joseph Gomez,DEF,Southampton,0.0,0,0,0,0,0.0,286,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,2,0,0,0,0,12,0,4132,0,1,3,0.0,0,-102,9,111,43,False,0
Danny Ings,FWD,Arsenal,0.0,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,6,0,0,0,0,12,0,1014,0,1,3,0.0,0,-5,0,5,60,True,0
Jack Butland,GK,Man City,-1.0,0,0,0,0,0.0,162,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,1,0,0,0,0,12,0,2049,0,1,3,0.0,0,-39,55,94,44,False,0
Ibrahima Konaté,DEF,Leicester,5.2,0,1,28,1,31.6,290,0.27,0.27,0.00,1.56,117,0,0,4.2,10.2,2023-11-12T14:00:00Z,89,4,0,0,0,0,12,0,864267,1,0,3,0.0,7,3525,28095,24570,79,True,0
