name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Charlie Goode,DEF,Arsenal,0.0,0,0,0,0,0.0,96,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,5,0,0,0,0,15,0,57388,0,1,2,0.0,0,-7402,112,7514,45,False,0
Andros Townsend,MID,Crystal Palace,0.0,0,0,0,0,0.0,179,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,20,0,0,0,0,15,0,1178,0,0,1,0.0,0,-10,0,10,40,False,0
Shandon Baptiste,MID,Arsenal,0.0,0,0,0,0,0.0,94,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,5,0,0,0,0,15,0,134,0,1,2,0.0,0,-1,0,1,45,False,0
Billy Gilmour,MID,Chelsea,0.0,0,0,0,0,0.0,149,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,4,0,0,0,0,15,0,1468,0,1,2,0.0,0,-7,0,7,55,True,0
Illan Meslier,GK,Everton,0.8,0,0,22,0,11.6,238,0.02,0.02,0.00,1.74,143,2,0,3.0,16.4,2023-12-06T19:30:00Z,90,3,0,0,0,0,15,0,62819,1,2,0,2.0,1,3739,5033,1294,39,True,0
Ben Davies,DEF,Bournemouth,0.2,0,0,0,0,0.0,432,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,10474,0,0,3,0.0,0,-650,22,672,53,False,0
Eberechi Eze,MID,Crystal Palace,-0.5,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,20,0,0,0,0,15,0,16711,0,0,1,0.0,0,-456,195,651,39,False,0
Dominic Calvert-Lewin,FWD,Brighton,0.7,0,0,0,0,0.0,191,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,6990,0,1,2,0.0,0,1982,2211,229,44,False,0
Jonathan Panzo,DEF,Wolves,0.0,0,0,0,0,0.0,389,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,7,0,0,0,0,15,0,2403,0,1,2,0.0,0,-17,10,27,43,True,0
Bruno Borges Fernandes,MID,Nott'm Forest,0.0,0,0,0,0,0.0,333,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,1,0,0,0,0,15,0,7799,0,4,3,0.0,0,377,726,349,39,True,0
David Ozoh,MID,Liverpool,0.5,0,0,0,0,0.0,676,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2023-12-07T20:15:00Z,0,18,0,0,0,0,15,0,3083,0,2,1,0.0,0,-54,68,122,45,False,0
James McArthur,MID,Chelsea,0.0,0,0,0,0,0.0,154,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,4,0,0,0,0,15,0,62258,0,1,2,0.0,0,-1146,59,1205,57,True,0
Conor Gallagher,MID,Chelsea,1.2,0,0,8,0,0.0,148,0.00,0.00,0.00,1.33,142,1,0,0.4,3.8,2023-12-06T19:30:00Z,90,4,0,0,0,0,15,0,237137,1,1,2,0.0,2,-5417,3928,9345,43,True,0
Kepa Arrizabalaga,GK,Chelsea,2.0,0,0,11,0,48.8,133,0.27,0.32,0.05,1.33,142,1,0,7.3,17.8,2023-12-06T19:30:00Z,90,4,0,0,0,0,15,0,42652,1,1,2,6.0,1,-746,1167,1913,49,True,1
Halil Dervişoğlu,FWD,Liverpool,0.0,0,0,0,0,0.0,541,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2023-12-07T20:15:00Z,0,18,0,0,0,0,15,0,2120,0,2,1,0.0,0,-1,0,1,60,False,0
Phil Jones,DEF,Nott'm Forest,1.2,0,0,5,0,4.5,328,0.00,0.00,0.00,0.71,146,1,0,1.1,6.4,2023-12-05T20:15:00Z,28,1,0,0,0,0,15,0,19185,0,4,3,0.0,1,-373,802,1175,49,True,0
Sergi Canós Tenés,DEF,Leicester,3.5,0,0,11,1,16.7,82,0.04,0.12,0.08,0.59,143,0,0,4.5,13.0,2023-12-06T19:30:00Z,61,8,0,0,0,0,15,0,389454,1,2,0,15.0,2,44788,51843,7055,46,False,0
Victor Lindelöf,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,337,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,1,0,0,0,0,15,0,404,0,4,3,0.0,0,-5,0,5,45,True,0
Joseph Hodge,MID,Man Utd,0.3,0,0,2,0,2.8,566,0.01,0.01,0.00,0.65,141,1,0,0.9,2.2,2023-12-06T20:15:00Z,22,2,0,0,0,0,15,0,10487,0,0,1,4.0,1,-394,8,402,48,False,0
N'Golo Kanté,MID,Chelsea,6.0,1,2,32,0,22.9,134,0.31,0.71,0.40,1.33,142,1,1,10.8,55.0,2023-12-06T19:30:00Z,90,4,0,0,0,0,15,0,187607,1,1,2,30.0,12,-4479,9252,13731,63,True,0
Moussa Djenepo,MID,Bournemouth,0.0,0,0,0,0,0.0,418,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,337,0,0,3,0.0,0,0,0,0,45,False,0
Jackson Smith,GK,West Ham,5.5,0,2,27,1,18.0,557,0.01,0.30,0.29,0.83,149,0,1,8.1,36.6,2023-12-05T19:30:00Z,90,6,0,0,0,0,15,0,806932,1,0,1,26.0,10,208891,233394,24503,56,True,0
Benjamin White,DEF,Brentford,1.8,0,0,8,0,4.7,10,0.02,0.07,0.05,0.48,146,3,0,1.7,10.0,2023-12-05T20:15:00Z,63,12,0,0,0,0,15,0,9201,1,4,3,2.0,1,2,203,201,43,False,0
Christian Saydee,FWD,Wolves,6.0,0,0,11,0,0.0,597,0.00,0.00,0.00,1.40,150,1,0,1.5,15.0,2023-12-06T20:15:00Z,90,7,0,0,0,0,15,2,1557197,1,1,2,0.0,2,23831,61393,37562,48,True,0
Anthony Gordon,MID,Brighton,0.0,0,0,0,0,0.0,195,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,537722,0,1,2,0.0,0,-7636,98,7734,54,False,0
Emiliano Martínez Romero,GK,Brentford,7.2,0,0,4,0,12.9,31,0.34,0.34,0.00,0.02,146,0,0,2.1,5.6,2023-12-05T20:15:00Z,26,12,0,0,0,0,15,0,1355023,0,4,3,2.0,1,243837,255754,11917,52,False,0
Daniel Amartey,DEF,Leeds,-0.5,0,0,0,0,0.0,257,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,15,0,0,0,0,15,0,20104,0,0,3,0.0,0,-239,126,365,43,True,0
Kyle Walker-Peters,DEF,Bournemouth,1.3,0,0,20,0,0.0,409,0.00,0.00,0.00,3.23,144,3,0,3.0,30.0,2023-12-07T19:30:00Z,90,9,0,0,0,0,15,3,421350,1,0,3,0.0,2,316512,318373,1861,40,False,0
Antoine Semenyo,FWD,Fulham,1.0,0,0,-2,0,0.7,714,0.00,0.02,0.02,2.02,145,3,0,0.0,0.0,2023-12-06T19:30:00Z,57,10,0,0,0,0,15,0,11914,1,0,5,1.0,1,73,1019,946,50,False,0
Kjell Scherpen,GK,Liverpool,4.8,0,0,12,0,0.8,542,0.00,0.00,0.00,1.74,148,1,0,1.4,13.2,2023-12-07T20:15:00Z,90,18,0,0,0,0,15,0,206787,1,2,1,0.0,2,14161,24905,10744,49,False,0
Ben Mee,DEF,Liverpool,4.2,0,0,23,0,15.1,526,0.02,0.52,0.50,1.74,148,1,1,7.8,46.2,2023-12-07T20:15:00Z,90,18,0,0,0,0,15,0,1811761,1,2,1,17.0,7,-109650,36026,145676,76,False,0
José Malheiro de Sá,GK,Southampton,-1.0,0,0,0,0,0.0,478,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,11,0,0,0,0,15,0,4599,0,2,0,0.0,0,-34,93,127,44,True,0
Gabriel dos Santos Magalhães,DEF,Brentford,0.0,0,0,0,0,0.0,16,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,12,0,0,0,0,15,0,4636,0,4,3,0.0,0,-18,0,18,49,False,0
Taylor Richards,MID,Arsenal,0.2,0,0,0,0,0.0,121,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,5,0,0,0,0,15,0,6865,0,1,2,0.0,0,-92,55,147,43,False,0
Dale Taylor,FWD,Southampton,0.0,0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,11,0,0,0,0,15,0,457,0,2,0,0.0,0,-54,3,57,50,True,0
Lucas Digne,DEF,Southampton,0.8,0,0,0,0,1.1,33,0.01,0.49,0.48,1.78,147,2,0,2.6,0.4,2023-12-06T19:30:00Z,90,11,0,0,0,0,15,0,1048244,1,2,0,24.0,2,-32391,15993,48384,46,True,0
Ezri Konsa Ngoyo,DEF,Aston Villa,-0.5,0,0,3,0,0.3,44,0.00,0.00,0.00,0.00,141,0,0,0.1,0.2,2023-12-06T20:15:00Z,1,13,0,0,0,0,15,0,20709,0,0,1,0.0,1,-621,620,1241,50,True,0
Jordan Smith,GK,Crystal Palace,0.0,0,0,0,0,0.0,675,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,20,0,0,0,0,15,0,4395,0,0,1,0.0,0,23,264,241,50,False,0
George Shelvey,GK,West Ham,0.5,0,0,0,0,0.0,749,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,6,0,0,0,0,15,0,75,0,0,1,0.0,0,46,57,11,45,True,0
Allan Marques Loureiro,MID,Crystal Palace,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,20,0,0,0,0,15,0,4416,0,0,1,0.0,0,-30,0,30,55,False,0
Tom McGill,GK,Newcastle,2.3,0,0,0,0,0.0,756,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,17,0,0,0,0,15,0,0,0,2,0,0.0,0,0,0,0,40,False,0
Ben Godfrey,DEF,Brighton,1.3,0,0,-1,0,1.3,193,0.00,0.04,0.04,0.13,150,0,0,1.1,0.2,2023-12-06T20:15:00Z,13,14,0,0,0,0,15,0,19941,0,1,2,9.0,1,-610,1060,1670,49,False,0
Phil Foden,MID,Nott'm Forest,1.0,0,0,28,0,2.3,314,0.00,0.21,0.21,1.72,146,3,1,7.1,34.0,2023-12-05T20:15:00Z,60,1,0,0,0,0,15,0,61540,1,4,3,35.0,6,-2087,850,2937,48,True,0
Matthew Cox,GK,Bournemouth,3.0,0,0,12,0,6.0,633,0.04,0.04,0.00,3.23,144,3,0,2.4,18.0,2023-12-07T19:30:00Z,90,9,0,0,0,0,15,0,128473,1,0,3,0.0,1,61458,62953,1495,43,False,0
Rodrigo Bentancur,MID,Fulham,0.0,0,0,0,0,0.0,440,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,10,0,0,0,0,15,0,225,0,0,5,0.0,0,-1,0,1,45,False,0
Junior Firpo Adames,DEF,Everton,0.2,0,0,0,0,0.0,239,0.00,0.00,0.00,0.00,143,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,3,0,0,0,0,15,0,7334,0,2,0,0.0,0,-84,110,194,44,True,0
Felipe Augusto de Almeida Monteiro,DEF,Southampton,-1.0,0,0,0,0,0.0,730,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,11,0,0,0,0,15,0,271,0,2,0,0.0,0,-8,14,22,45,True,0
Gabriel Martinelli Silva,MID,Brentford,7.5,1,0,22,0,25.8,19,0.39,0.49,0.10,0.50,146,3,0,9.8,30.8,2023-12-05T20:15:00Z,90,12,0,0,0,0,15,0,5991437,1,4,3,41.0,5,199443,216915,17472,89,False,0
Mathias Jorgensen,DEF,Leicester,3.0,0,0,18,1,1.4,595,0.01,0.01,0.00,0.84,143,0,0,0.8,4.8,2023-12-06T19:30:00Z,90,8,0,0,0,0,15,0,20300,1,2,0,2.0,6,1061,1387,326,44,False,0
Marcos Senesi,DEF,Southampton,-0.5,0,0,9,0,0.2,576,0.00,0.00,0.00,1.78,147,2,0,0.8,7.4,2023-12-06T19:30:00Z,90,11,0,0,0,0,15,0,9097,1,2,0,0.0,1,-548,102,650,44,True,0
Denis Zakaria,MID,Man Utd,1.5,0,0,21,0,2.4,616,0.01,0.01,0.00,2.04,141,1,0,3.4,31.4,2023-12-06T20:15:00Z,90,2,0,0,0,0,15,0,381879,1,0,1,0.0,2,-19501,2410,21911,49,False,0
Nathan Fraser,FWD,Everton,0.0,0,0,0,0,0.0,657,0.00,0.00,0.00,0.00,143,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,3,0,0,0,0,15,0,2305,0,2,0,0.0,0,-129,13,142,45,True,0
Cameron Archer,FWD,Aston Villa,0.0,0,0,0,0,0.0,54,0.00,0.00,0.00,0.00,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,13,0,0,0,0,15,0,6168,0,0,1,0.0,0,-62,0,62,45,True,0
Mason Holgate,DEF,Brighton,-0.5,0,0,0,0,0.0,192,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,2257,0,1,2,0.0,0,25,88,63,40,False,0
Marvelous Nakamba,MID,Aston Villa,1.2,0,0,24,1,10.6,41,0.01,0.01,0.00,0.83,141,0,0,2.0,7.8,2023-12-06T20:15:00Z,90,13,0,0,0,0,15,0,31903,1,0,1,2.0,6,348,879,531,44,True,0
Tom Heaton,GK,Man Utd,0.0,0,0,0,0,0.0,348,0.00,0.00,0.00,0.00,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,2,0,0,0,0,15,0,36,0,0,1,0.0,0,0,0,0,45,False,0
Stefan Bajcetic,MID,West Ham,0.5,0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,6,0,0,0,0,15,0,71357,0,0,1,0.0,0,-600,332,932,40,True,0
Jonjo Shelvey,MID,Man Utd,0.0,0,0,0,0,0.0,349,0.00,0.00,0.00,0.00,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,2,0,0,0,0,15,0,162349,0,0,1,0.0,0,-425,325,750,102,False,0
Harvey White,MID,Fulham,0.0,0,0,0,0,0.0,449,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,10,0,0,0,0,15,0,9952,0,0,5,0.0,0,-114,78,192,43,False,0
Stuart Armstrong,MID,Bournemouth,0.0,0,0,0,0,0.0,405,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,572451,0,0,3,0.0,0,-32489,167,32656,45,False,0
Will Dennis,GK,Leicester,5.0,0,1,27,1,0.0,77,0.00,0.00,0.00,0.84,143,0,0,2.4,23.8,2023-12-06T19:30:00Z,90,8,0,0,0,0,15,3,148765,1,2,0,0.0,8,10288,14658,4370,45,False,0
Seamus Coleman,DEF,Crystal Palace,2.7,0,0,11,0,13.6,178,0.02,0.03,0.01,0.83,149,1,0,2.7,12.0,2023-12-05T19:30:00Z,90,20,0,0,0,0,15,0,627650,1,0,1,1.0,1,42979,50392,7413,40,False,1
Darwin Núñez Ribeiro,FWD,Newcastle,2.5,0,0,10,1,13.2,297,0.03,0.03,0.00,0.25,147,0,0,3.0,7.0,2023-12-06T19:30:00Z,85,17,0,0,0,0,15,0,233340,1,2,0,10.0,2,-503,6196,6699,72,False,0
Vladimir Coufal,DEF,Fulham,0.0,0,0,0,0,0.0,463,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,10,0,0,0,0,15,0,1664,0,0,5,0.0,0,-13,0,13,48,False,0
Jamal Lewis,DEF,Wolves,1.3,0,0,10,0,23.7,372,0.09,0.42,0.33,1.40,150,1,0,6.3,17.6,2023-12-06T20:15:00Z,90,7,0,0,0,0,15,0,58667,1,1,2,22.0,2,-247,431,678,68,True,0
Arthur Masuaku,DEF,Fulham,0.0,0,0,0,0,0.0,462,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,10,0,0,0,0,15,0,1795,0,0,5,0.0,0,-18,0,18,45,False,0
Ben Greenwood,DEF,Brentford,1.0,0,0,0,0,0.0,737,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,12,0,0,0,0,15,0,278,0,4,3,0.0,0,28,64,36,45,False,0
Jarrod Bowen,MID,Fulham,0.8,0,0,20,0,1.8,465,0.01,0.01,0.00,2.52,145,5,0,1.9,17.4,2023-12-06T19:30:00Z,90,10,0,0,0,0,15,0,19733,1,0,5,0.0,0,-1238,1408,2646,44,False,0
Morgan Gibbs-White,MID,Spurs,1.5,0,0,13,0,25.8,493,0.13,0.35,0.22,1.88,148,2,0,5.1,16.8,2023-12-07T20:15:00Z,83,19,0,0,0,0,15,0,41799,1,2,1,8.0,2,503,1441,938,50,True,0
Reuell Walters,DEF,West Ham,0.5,0,0,0,0,0.0,751,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,6,0,0,0,0,15,0,555,0,0,1,0.0,0,344,375,31,40,True,0
Conor Coady,DEF,Crystal Palace,1.5,0,0,5,0,5.8,475,0.03,0.03,0.00,0.83,149,1,0,0.6,0.0,2023-12-05T19:30:00Z,90,20,0,0,0,0,15,0,11250,1,0,1,2.0,1,-148,292,440,48,False,1
Cristian Romero,DEF,Fulham,0.0,0,0,0,0,0.0,443,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,10,0,0,0,0,15,0,15651,0,0,5,0.0,0,-224,0,224,48,False,0
Carlos Henrique Casimiro,MID,Southampton,-0.5,0,0,3,0,0.3,593,0.00,0.00,0.00,0.99,147,1,0,0.2,0.0,2023-12-06T19:30:00Z,15,11,0,0,0,0,15,0,3694,0,2,0,2.0,1,-54,60,114,52,True,0
Ainsley Maitland-Niles,MID,Nott'm Forest,0.0,0,0,0,0,0.0,21,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,1,0,0,0,0,15,0,1657,0,4,3,0.0,0,-47,36,83,49,True,0
Joël Veltman,DEF,Arsenal,4.5,0,0,11,0,1.2,109,0.01,0.10,0.09,1.52,142,2,0,1.9,14.2,2023-12-06T19:30:00Z,90,5,0,0,0,0,15,0,204268,1,1,2,4.0,1,29993,36774,6781,48,False,0
Naouirou Ahamada,MID,Arsenal,0.0,0,0,0,0,0.0,725,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,5,0,0,0,0,15,0,2423,0,1,2,0.0,0,36,167,131,40,False,0
Brice Samba,GK,Wolves,4.7,1,0,14,0,41.4,382,0.31,1.03,0.72,1.40,150,1,0,11.9,16.2,2023-12-06T20:15:00Z,90,7,0,0,0,0,15,0,210802,1,1,2,61.0,4,27077,34008,6931,47,True,1
Pontus Jansson,DEF,Leicester,0.5,0,0,-1,0,0.3,78,0.00,0.01,0.01,0.15,143,0,0,0.9,1.2,2023-12-06T19:30:00Z,11,8,0,0,0,0,15,0,1486,0,2,0,7.0,0,-3,38,41,47,False,1
Ishé Samuels-Smith,DEF,Newcastle,2.2,0,0,0,0,0.0,757,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,17,0,0,0,0,15,0,0,0,2,0,0.0,0,0,0,0,40,False,0
Pedro Porro,DEF,Arsenal,0.0,0,0,0,0,0.0,733,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,5,0,0,0,0,15,0,1634,0,1,2,0.0,0,170,277,107,40,False,0
Jakub Kiwior,DEF,Fulham,1.2,0,0,9,0,0.0,710,0.00,0.00,0.00,2.52,145,5,0,1.3,13.2,2023-12-06T19:30:00Z,90,10,0,0,0,0,15,1,13328,1,0,5,0.0,0,20,2042,2022,45,False,0
Moussa Niakhaté,DEF,Spurs,0.0,0,0,0,0,0.0,507,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2023-12-07T20:15:00Z,0,19,0,0,0,0,15,0,86067,0,2,1,0.0,0,-940,36,976,47,True,0
Sasa Lukic,MID,Newcastle,1.0,0,0,0,0,0.0,726,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,17,0,0,0,0,15,0,1800,0,2,0,0.0,0,23,112,89,40,False,0
Michail Antonio,FWD,Fulham,0.0,0,0,0,0,0.0,458,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,10,0,0,0,0,15,0,860,0,0,5,0.0,0,-1,0,1,49,False,0
Will Smallbone,MID,Bournemouth,3.5,0,0,1,0,12.3,415,0.01,0.46,0.45,3.23,144,3,0,2.6,0.0,2023-12-07T19:30:00Z,90,9,0,0,0,0,15,0,1640166,1,0,3,14.0,2,117612,147857,30245,75,False,0
Joe Worrall,DEF,Wolves,1.7,0,0,0,0,0.0,388,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,7,0,0,0,0,15,0,16804,0,1,2,0.0,0,4259,5202,943,44,True,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,-1.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,13,0,0,0,0,15,0,2314,0,0,1,0.0,0,-5,45,50,44,True,0
Christian Benteke,FWD,Chelsea,0.0,0,0,0,0,0.0,155,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,4,0,0,0,0,15,0,54534,0,1,2,0.0,0,-686,0,686,44,True,0
Bruno Guimarães Rodriguez Moura,MID,Wolves,0.0,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,7,0,0,0,0,15,0,7248,0,1,2,0.0,0,-85,0,85,40,True,0
Lucas Tolentino Coelho de Lima,MID,Bournemouth,0.0,0,0,0,0,0.0,603,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,105662,0,0,3,0.0,0,-828,26,854,62,False,0
Joe Bryan,DEF,Brighton,0.0,0,0,13,0,43.1,206,0.15,0.17,0.02,1.24,150,1,0,7.4,24.6,2023-12-06T20:15:00Z,45,14,0,0,0,0,15,0,449379,0,1,2,6.0,1,9241,19593,10352,54,False,0
Killian Phillips,MID,Fulham,1.2,0,0,13,0,16.2,604,0.16,0.16,0.00,2.52,145,5,0,3.0,13.6,2023-12-06T19:30:00Z,90,10,0,0,0,0,15,0,54589,1,0,5,0.0,0,-5682,2721,8403,45,False,0
Lewis Payne,MID,Liverpool,0.0,0,0,0,0,0.0,647,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2023-12-07T20:15:00Z,0,18,0,0,0,0,15,0,5758,0,2,1,0.0,0,-41,109,150,40,False,0
Hamed Traorè,MID,Brighton,-0.5,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,1612,0,1,2,0.0,0,23,95,72,40,False,0
Emerson Palmieri dos Santos,DEF,West Ham,0.0,0,0,0,0,0.0,545,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,6,0,0,0,0,15,0,45913,0,0,1,0.0,0,-7807,69,7876,45,True,0
Illia Zabarnyi,DEF,Spurs,0.2,0,0,0,0,0.0,722,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2023-12-07T20:15:00Z,0,19,0,0,0,0,15,0,4821,0,2,1,0.0,0,289,626,337,45,True,0
Neeskens Kebano,MID,Bournemouth,0.7,0,0,0,0,0.0,204,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,17118,0,0,3,0.0,0,-542,246,788,43,False,0
