name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Andros Townsend,MID,Brighton,0.0,0,0,0,0,0.0,179,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,1351,0,4,1,0.0,0,-69,0,69,40,True,0
Shandon Baptiste,MID,Fulham,0.0,0,0,0,0,0.0,94,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,14,0,0,0,0,8,0,145,0,1,2,0.0,0,-3,0,3,45,False,0
Billy Gilmour,MID,Brentford,0.0,0,0,0,0,0.0,149,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,11,0,0,0,0,8,0,1625,0,2,2,0.0,0,-64,0,64,55,True,0
Illan Meslier,GK,Chelsea,0.7,0,0,4,0,0.1,238,0.00,0.00,0.00,0.18,74,0,0,0.3,3.0,2023-10-07T16:30:00Z,15,16,0,0,0,0,8,0,48557,0,0,0,0.0,1,1795,5029,3234,39,True,0
Ben Davies,DEF,Leicester,0.0,0,0,0,0,0.0,432,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,8315,0,2,2,0.0,0,-305,41,346,53,False,0
Eberechi Eze,MID,Brighton,-0.5,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,15030,0,4,1,0.0,0,1687,2619,932,39,True,0
Dominic Calvert-Lewin,FWD,Crystal Palace,0.1,0,0,0,0,0.0,191,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,2673,0,4,1,0.0,0,-34,76,110,44,False,0
Jonathan Panzo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,389,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,4,0,0,0,0,8,0,2614,0,1,2,0.0,0,-79,39,118,43,True,0
Bruno Borges Fernandes,MID,Newcastle,0.0,0,0,0,0,0.0,333,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,6130,0,1,0,0.0,0,505,1072,567,39,True,0
David Ozoh,MID,Spurs,-0.2,0,0,0,0,0.0,676,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,15,0,0,0,0,8,0,1681,0,2,2,0.0,0,-13,124,137,45,True,0
James McArthur,MID,Brentford,0.5,0,0,2,0,0.0,154,0.00,0.00,0.00,0.32,72,0,0,0.3,1.0,2023-10-08T13:00:00Z,30,11,0,0,0,0,8,0,103406,0,2,2,2.0,1,-10400,5392,15792,58,True,0
Conor Gallagher,MID,Brentford,-0.5,0,0,0,0,0.0,148,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,11,0,0,0,0,8,0,287721,0,2,2,0.0,0,-35959,2734,38693,44,True,0
Kepa Arrizabalaga,GK,Brentford,2.2,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,11,0,0,0,0,8,0,63094,0,2,2,0.0,0,4927,14638,9711,49,True,0
Halil Dervişoğlu,FWD,Spurs,0.0,0,0,0,0,0.0,541,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,15,0,0,0,0,8,0,2247,0,2,2,0.0,0,-57,0,57,60,True,0
Phil Jones,DEF,Newcastle,1.5,0,0,15,0,12.8,328,0.48,0.58,0.10,1.99,77,1,0,4.0,12.4,2023-10-07T11:30:00Z,90,18,0,0,0,0,8,0,11545,1,1,0,15.0,2,-465,586,1051,49,True,0
Sergi Canós Tenés,DEF,West Ham,0.7,0,0,0,0,0.0,82,0.00,0.00,0.00,0.00,75,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,9,0,0,0,0,8,0,286084,0,0,3,0.0,0,-13338,22620,35958,45,False,0
Victor Lindelöf,DEF,Newcastle,0.0,0,0,0,0,0.0,337,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,462,0,1,0,0.0,0,-12,0,12,45,True,0
Joseph Hodge,MID,Southampton,3.2,0,0,8,0,1.0,566,0.00,0.00,0.00,0.06,71,1,0,0.7,6.2,2023-10-08T15:30:00Z,22,1,0,0,0,0,8,0,18958,0,0,1,0.0,1,-1048,2262,3310,50,False,0
N'Golo Kanté,MID,Brentford,0.2,0,0,7,0,21.5,134,0.06,0.14,0.08,2.49,72,2,0,3.0,2.8,2023-10-08T13:00:00Z,90,11,0,0,0,0,8,0,152918,1,2,2,6.0,2,-27307,2606,29913,63,True,0
Moussa Djenepo,MID,Leicester,0.0,0,0,0,0,0.0,418,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,374,0,2,2,0.0,0,-10,0,10,45,False,0
Jackson Smith,GK,Wolves,6.3,0,3,31,0,15.3,557,0.10,0.33,0.23,1.01,80,1,1,10.2,46.2,2023-10-08T13:00:00Z,85,2,0,0,0,0,8,0,56023,1,1,1,40.0,10,29376,38700,9324,54,True,0
Benjamin White,DEF,Aston Villa,-0.5,0,0,0,0,0.0,10,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,13,0,0,0,0,8,0,8886,0,0,1,0.0,0,-317,155,472,43,True,0
Christian Saydee,FWD,Nott'm Forest,4.2,0,0,11,0,0.0,597,0.01,0.01,0.00,0.95,78,1,0,1.6,15.6,2023-10-07T14:00:00Z,90,4,0,0,0,0,8,2,1795903,1,1,2,0.0,2,-261858,11159,273017,49,True,0
Anthony Gordon,MID,Crystal Palace,0.0,0,0,0,0,0.0,195,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,905462,0,4,1,0.0,0,-621621,494,622115,55,False,0
Emiliano Martínez Romero,GK,Aston Villa,4.2,0,1,26,1,12.4,31,0.01,0.09,0.08,0.55,71,0,0,2.7,6.4,2023-10-08T15:30:00Z,74,13,0,0,0,0,8,0,544201,1,0,1,8.0,7,-4596,31044,35640,49,True,0
Daniel Amartey,DEF,Everton,0.0,0,0,0,0,0.0,257,0.00,0.00,0.00,0.00,75,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,3,0,0,0,0,8,0,21954,0,0,3,0.0,0,-904,374,1278,44,True,0
Kyle Walker-Peters,DEF,Leicester,0.5,0,0,0,0,0.0,409,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,100295,0,2,2,0.0,0,3574,8289,4715,39,False,0
Antoine Semenyo,FWD,Liverpool,0.7,0,0,2,0,0.3,714,0.00,0.00,0.00,0.03,74,0,0,0.2,0.0,2023-10-07T16:30:00Z,14,8,0,0,0,0,8,0,13786,0,0,0,2.0,1,81,2604,2523,50,False,0
Kjell Scherpen,GK,Spurs,5.5,0,1,23,0,0.6,542,0.00,0.93,0.93,1.95,79,2,1,7.0,36.4,2023-10-08T13:00:00Z,75,15,0,0,0,0,8,0,76392,1,2,2,33.0,8,11073,17915,6842,49,True,0
Ben Mee,DEF,Spurs,5.5,0,0,4,0,1.8,526,0.01,0.04,0.03,1.95,79,2,0,2.8,7.4,2023-10-08T13:00:00Z,90,15,0,0,0,0,8,0,1788365,1,2,2,19.0,2,354085,496402,142317,73,True,0
José Malheiro de Sá,GK,Leeds,-0.5,0,0,0,0,0.0,478,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,10,0,0,0,0,8,0,4341,0,1,3,0.0,0,40,392,352,44,False,0
Gabriel dos Santos Magalhães,DEF,Aston Villa,0.0,0,0,0,0,0.0,16,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,13,0,0,0,0,8,0,5143,0,0,1,0.0,0,-213,0,213,49,True,0
Taylor Richards,MID,Fulham,-0.5,0,0,0,0,0.0,121,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,14,0,0,0,0,8,0,7108,0,1,2,0.0,0,-205,93,298,44,False,0
Dale Taylor,FWD,Leeds,0.1,0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,10,0,0,0,0,8,0,505,0,1,3,0.0,0,2,30,28,50,False,0
Lucas Digne,DEF,Leeds,1.5,0,0,7,0,22.3,33,0.01,0.01,0.00,1.81,76,2,0,4.4,9.8,2023-10-07T14:00:00Z,78,10,0,0,0,0,8,0,821964,1,1,3,12.0,2,101496,226509,125013,45,False,0
Ezri Konsa Ngoyo,DEF,Man City,0.3,0,0,0,0,0.0,44,0.00,0.00,0.00,0.00,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,28888,0,1,1,0.0,0,-1529,4147,5676,50,False,0
Jordan Smith,GK,Brighton,1.0,0,0,4,0,1.3,675,0.00,0.00,0.00,0.39,73,2,0,0.7,6.0,2023-10-07T14:00:00Z,29,7,0,0,0,0,8,0,4820,0,4,1,0.0,1,346,1437,1091,50,True,0
Allan Marques Loureiro,MID,Brighton,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,4879,0,4,1,0.0,0,-158,0,158,55,True,0
Ben Godfrey,DEF,Crystal Palace,3.2,0,0,0,0,2.9,193,0.02,0.10,0.08,0.29,73,1,0,2.0,2.0,2023-10-07T14:00:00Z,45,6,0,0,0,0,8,0,48528,1,4,1,15.0,1,32680,40443,7763,49,False,0
Phil Foden,MID,Newcastle,2.3,0,0,-2,0,10.3,314,0.01,0.01,0.00,1.99,77,1,0,2.1,4.2,2023-10-07T11:30:00Z,66,18,0,0,0,0,8,0,60247,1,1,0,6.0,2,-2438,4065,6503,48,True,0
Matthew Cox,GK,Leicester,1.2,0,0,0,0,0.0,633,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,18443,0,2,2,0.0,0,-475,970,1445,44,False,0
Rodrigo Bentancur,MID,Liverpool,0.0,0,0,0,0,0.0,440,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,254,0,0,0,0.0,0,-13,0,13,45,False,0
Junior Firpo Adames,DEF,Chelsea,1.3,0,0,8,1,3.3,239,0.03,0.03,0.00,1.00,74,0,0,1.4,7.0,2023-10-07T16:30:00Z,74,16,0,0,0,0,8,0,5920,1,0,0,4.0,3,205,745,540,44,True,0
Gabriel Martinelli Silva,MID,Aston Villa,5.1,0,0,0,0,0.0,19,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,13,0,0,0,0,8,0,5100324,0,0,1,0.0,0,-735022,127997,863019,86,True,0
Mathias Jorgensen,DEF,West Ham,0.3,0,0,4,0,0.9,595,0.00,0.02,0.02,2.20,75,3,0,1.4,11.0,2023-10-07T14:00:00Z,66,9,0,0,0,0,8,0,22127,1,0,3,2.0,1,447,2091,1644,45,False,0
Marcos Senesi,DEF,Leeds,-1.2,0,0,13,0,0.7,576,0.01,0.01,0.00,1.42,76,3,0,1.7,14.0,2023-10-07T14:00:00Z,55,10,0,0,0,0,8,0,9430,0,1,3,2.0,0,189,680,491,45,False,0
Denis Zakaria,MID,Southampton,3.5,0,0,9,0,2.2,616,0.03,0.13,0.10,0.41,71,1,0,2.8,15.8,2023-10-08T15:30:00Z,90,1,0,0,0,0,8,0,473591,1,0,1,10.0,2,-69947,9460,79407,50,False,0
Nathan Fraser,FWD,Chelsea,1.3,0,0,9,1,3.3,657,0.04,0.19,0.15,0.95,74,0,0,3.6,11.0,2023-10-07T16:30:00Z,64,16,0,0,0,0,8,0,1762,0,0,0,22.0,3,137,396,259,45,True,0
Cameron Archer,FWD,Man City,0.0,0,0,0,0,0.0,54,0.00,0.00,0.00,0.00,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,7571,0,1,1,0.0,0,-662,0,662,45,False,0
Mason Holgate,DEF,Crystal Palace,0.0,0,0,0,0,0.0,192,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,1889,0,4,1,0.0,0,-30,77,107,40,False,0
Marvelous Nakamba,MID,Man City,0.7,0,0,13,0,10.8,41,0.01,0.01,0.00,1.19,80,1,0,2.2,11.2,2023-10-08T13:00:00Z,90,20,0,0,0,0,8,0,30087,1,1,1,0.0,2,559,1615,1056,44,False,0
Tom Heaton,GK,Southampton,0.0,0,0,0,0,0.0,348,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,1,0,0,0,0,8,0,38,0,0,1,0.0,0,-1,0,1,45,False,0
Stefan Bajcetic,MID,Wolves,0.0,0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,2,0,0,0,0,8,0,77044,0,1,1,0.0,0,-1877,337,2214,40,True,0
Jonjo Shelvey,MID,Southampton,0.0,0,0,0,0,0.0,349,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,1,0,0,0,0,8,0,170589,0,0,1,0.0,0,-4092,354,4446,102,False,0
Harvey White,MID,Liverpool,0.0,0,0,0,0,0.0,449,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,10645,0,0,0,0.0,0,-295,82,377,44,False,0
Stuart Armstrong,MID,Leicester,0.0,0,0,0,0,0.0,405,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,1696389,0,2,2,0.0,0,-643466,29437,672903,47,False,0
Will Dennis,GK,West Ham,1.0,0,0,19,0,0.0,77,0.00,0.00,0.00,2.71,75,3,0,4.1,41.2,2023-10-07T14:00:00Z,90,9,0,0,0,0,8,5,170608,1,0,3,0.0,1,14976,30098,15122,45,False,1
Seamus Coleman,DEF,Brighton,0.3,0,0,9,0,11.8,178,0.01,0.07,0.06,1.58,73,4,0,2.4,9.2,2023-10-07T14:00:00Z,90,7,0,0,0,0,8,0,302601,1,4,1,3.0,0,161789,201808,40019,39,True,0
Darwin Núñez Ribeiro,FWD,Arsenal,0.0,0,0,0,0,0.0,297,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,5,0,0,0,0,8,0,262732,0,2,2,0.0,0,-38650,5997,44647,72,False,0
Vladimir Coufal,DEF,Liverpool,0.0,0,0,0,0,0.0,463,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,1962,0,0,0,0.0,0,-140,0,140,48,False,0
Jamal Lewis,DEF,Nott'm Forest,0.8,0,0,3,0,2.7,372,0.04,0.15,0.11,0.25,78,0,0,0.9,0.0,2023-10-07T14:00:00Z,27,4,0,0,0,0,8,0,58657,0,1,2,8.0,1,-2,1605,1607,68,True,0
Arthur Masuaku,DEF,Liverpool,0.0,0,0,0,0,0.0,462,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,2218,0,0,0,0.0,0,-135,0,135,45,False,0
Jarrod Bowen,MID,Liverpool,3.3,0,0,26,1,17.4,465,0.05,0.06,0.01,0.81,74,0,0,5.8,29.8,2023-10-07T16:30:00Z,90,8,0,0,0,0,8,0,4706,1,0,0,11.0,6,233,404,171,44,False,0
Morgan Gibbs-White,MID,Bournemouth,0.5,0,0,-1,0,6.3,493,0.40,0.40,0.00,1.58,77,0,0,0.6,0.0,2023-10-07T11:30:00Z,48,12,0,0,0,1,8,0,63212,1,1,0,0.0,-2,2365,8639,6274,50,False,0
Conor Coady,DEF,Brighton,2.5,0,0,8,0,4.3,475,0.01,0.05,0.04,1.58,73,4,0,1.0,0.8,2023-10-07T14:00:00Z,90,7,0,0,0,0,8,0,12595,1,4,1,5.0,2,1261,2199,938,48,True,0
Cristian Romero,DEF,Liverpool,0.0,0,0,0,0,0.0,443,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,20896,0,0,0,0.0,0,-2445,0,2445,48,False,0
Carlos Henrique Casimiro,MID,Leeds,-0.2,0,0,0,0,0.0,593,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,10,0,0,0,0,8,0,4172,0,1,3,0.0,0,-242,214,456,53,False,0
Ainsley Maitland-Niles,MID,Newcastle,0.0,0,0,0,0,0.0,21,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,1881,0,1,0,0.0,0,-205,46,251,49,True,0
Joël Veltman,DEF,Fulham,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,14,0,0,0,0,8,0,163114,0,1,2,0.0,0,-42011,98,42109,48,False,0
Naouirou Ahamada,MID,Fulham,0.7,0,0,0,0,0.0,725,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,14,0,0,0,0,8,0,0,0,1,2,0.0,0,0,0,0,40,False,0
Brice Samba,GK,Nott'm Forest,1.2,0,0,5,0,36.3,382,0.05,0.10,0.05,0.25,78,0,0,5.2,7.4,2023-10-07T14:00:00Z,27,4,0,0,0,0,8,0,132295,0,1,2,8.0,1,-4273,10590,14863,48,True,0
Pontus Jansson,DEF,West Ham,1.0,0,0,3,0,14.6,78,0.18,0.21,0.03,1.02,75,2,0,2.6,6.2,2023-10-07T14:00:00Z,56,9,0,0,0,0,8,0,1598,1,0,3,5.0,1,17,200,183,48,False,0
Jakub Kiwior,DEF,Liverpool,0.0,0,0,0,0,0.0,710,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,1905,0,0,0,0.0,0,6,190,184,45,False,0
Moussa Niakhaté,DEF,Bournemouth,0.0,0,0,0,0,0.0,507,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,12,0,0,0,0,8,0,111945,0,1,0,0.0,0,-16873,222,17095,48,False,0
Sasa Lukic,MID,Arsenal,1.7,0,0,0,0,0.0,726,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,5,0,0,0,0,8,0,0,0,2,2,0.0,0,0,0,0,40,False,0
Michail Antonio,FWD,Liverpool,0.0,0,0,0,0,0.0,458,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,958,0,0,0,0.0,0,-43,0,43,49,False,0
Will Smallbone,MID,Leicester,8.5,0,3,51,0,3.3,415,0.01,1.61,1.60,1.14,79,1,2,14.6,66.8,2023-10-08T13:00:00Z,85,19,0,0,0,0,8,0,2069499,1,2,2,76.0,13,2451,141318,138867,75,False,0
Joe Worrall,DEF,Nott'm Forest,0.1,0,0,0,0,0.0,388,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,4,0,0,0,0,8,0,1669,0,1,2,0.0,0,40,167,127,44,True,0
Douglas Luiz Soares de Paulo,MID,Man City,0.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,1976,0,1,1,0.0,0,-77,58,135,44,False,0
Christian Benteke,FWD,Brentford,0.0,0,0,0,0,0.0,155,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,11,0,0,0,0,8,0,67604,0,2,2,0.0,0,-5039,0,5039,44,True,0
Bruno Guimarães Rodriguez Moura,MID,Nott'm Forest,0.0,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,4,0,0,0,0,8,0,8682,0,1,2,0.0,0,-532,0,532,40,True,0
Lucas Tolentino Coelho de Lima,MID,Leicester,0.0,0,0,0,0,0.0,603,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,139942,0,2,2,0.0,0,-34987,126,35113,63,False,0
Joe Bryan,DEF,Crystal Palace,0.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,322531,0,4,1,0.0,0,-17356,1984,19340,53,False,0
Killian Phillips,MID,Liverpool,0.1,0,0,0,0,0.0,604,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,12485,0,0,0,0.0,0,-1668,392,2060,45,False,0
Lewis Payne,MID,Spurs,-0.5,0,0,0,0,0.0,647,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,15,0,0,0,0,8,0,5123,0,2,2,0.0,0,25,304,279,40,True,0
Hamed Traorè,MID,Crystal Palace,0.5,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,256,0,4,1,0.0,0,116,138,22,40,False,0
Emerson Palmieri dos Santos,DEF,Wolves,1.3,0,0,2,0,0.8,545,0.00,0.17,0.17,0.55,80,0,0,1.1,6.0,2023-10-08T13:00:00Z,45,2,0,0,0,0,8,0,35810,1,1,1,4.0,1,1055,3135,2080,45,True,0
Illia Zabarnyi,DEF,Bournemouth,0.5,0,0,0,0,0.0,722,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,12,0,0,0,0,8,0,881,0,1,0,0.0,0,560,708,148,45,False,0
Neeskens Kebano,MID,Leicester,0.8,0,0,0,0,0.0,204,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,18478,0,2,2,0.0,0,-1432,666,2098,44,False,0
Joseph Gomez,DEF,Man Utd,0.0,0,0,0,0,0.0,286,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,17,0,0,0,0,8,0,4711,0,1,3,0.0,0,-302,47,349,43,True,0
Danny Ings,FWD,Aston Villa,0.0,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,13,0,0,0,0,8,0,1046,0,0,1,0.0,0,-14,0,14,60,True,0
Jack Butland,GK,Brighton,-0.5,0,0,0,0,0.0,162,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,1931,0,4,1,0.0,0,-64,70,134,44,True,0
Ibrahima Konaté,DEF,Arsenal,1.2,0,0,19,0,7.3,290,0.02,0.02,0.00,1.81,72,2,0,2.1,13.8,2023-10-08T13:00:00Z,79,5,0,0,0,0,8,0,812108,1,2,2,0.0,1,-3850,38023,41873,79,False,0
Bernd Leno,GK,Aston Villa,-0.5,0,0,0,0,0.0,2,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,13,0,0,0,0,8,0,40781,0,0,1,0.0,0,633,3036,2403,39,True,0
Conor Coventry,MID,Wolves,0.0,0,0,0,0,0.0,556,0.00,0.00,0.00,0.00,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,2,0,0,0,0,8,0,5713,0,1,1,0.0,0,-258,0,258,40,True,0
Adama Traoré Diarra,MID,Bournemouth,0.5,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,12,0,0,0,0,8,0,20365,0,1,0,0.0,0,-883,295,1178,40,False,0
