name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Matthew Cox,GK,Everton,0.7,0,0,0,0,0.0,633,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2023-09-02T16:30:00Z,0,5,0,0,0,0,4,0,20304,0,1,3,0.0,0,-2021,524,2545,45,False,0
Rodrigo Bentancur,MID,Leicester,0.0,0,0,0,0,0.0,440,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,7,0,0,0,0,4,0,311,0,1,0,0.0,0,-44,0,44,45,False,0
Junior Firpo Adames,DEF,Liverpool,0.0,0,0,0,0,0.0,239,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,20,0,0,0,0,4,0,4985,0,2,3,0.0,0,-368,330,698,44,True,0
Gabriel Martinelli Silva,MID,Arsenal,6.2,1,0,22,0,68.2,19,0.24,0.69,0.45,0.96,31,1,0,13.5,35.0,2023-09-03T15:30:00Z,90,14,0,0,0,0,4,0,6352382,1,1,3,32.0,4,7970,144180,136210,87,True,1
Mathias Jorgensen,DEF,West Ham,1.2,0,0,10,0,15.7,595,0.08,0.08,0.00,3.29,32,2,0,3.0,14.4,2023-09-02T14:00:00Z,90,4,0,0,0,0,4,0,22968,1,2,2,0.0,1,-597,1606,2203,45,False,0
Marcos Senesi,DEF,Wolves,0.7,0,0,12,0,0.9,576,0.01,0.12,0.11,2.59,40,2,0,2.9,16.8,2023-09-02T11:30:00Z,90,9,0,0,0,0,4,0,10634,1,2,2,11.0,1,1786,2466,680,45,True,0
Denis Zakaria,MID,Southampton,3.2,0,0,0,0,0.0,616,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,10,0,0,0,0,4,0,640038,0,1,5,0.0,0,106736,145061,38325,51,True,0
Nathan Fraser,FWD,Liverpool,0.2,0,0,0,0,0.0,657,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,20,0,0,0,0,4,0,974,0,2,3,0.0,0,-4,128,132,45,True,0
Cameron Archer,FWD,Crystal Palace,-0.3,0,0,0,0,0.0,54,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,11,0,0,0,0,4,0,13348,0,0,3,0.0,0,-1739,464,2203,45,False,0
Mason Holgate,DEF,Chelsea,0.0,0,0,0,0,0.0,192,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,16,0,0,0,0,4,0,1948,0,1,0,0.0,0,-103,77,180,40,True,0
Marvelous Nakamba,MID,Crystal Palace,0.5,0,0,3,0,0.2,41,0.00,0.00,0.00,0.06,37,1,0,0.2,1.6,2023-09-03T13:00:00Z,18,11,0,0,0,0,4,0,44857,1,0,3,0.0,1,-1653,2268,3921,45,False,0
Tom Heaton,GK,Southampton,0.0,0,0,0,0,0.0,348,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,10,0,0,0,0,4,0,44,0,1,5,0.0,0,-3,0,3,45,True,0
Stefan Bajcetic,MID,Bournemouth,0.0,0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,8,0,0,0,0,4,0,78541,0,2,3,0.0,0,-1683,2099,3782,40,False,0
Jonjo Shelvey,MID,Southampton,0.0,0,0,0,0,0.0,349,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,10,0,0,0,0,4,0,209582,0,1,5,0.0,0,-48567,432,48999,103,True,0
Harvey White,MID,Leicester,0.0,0,0,0,0,0.0,449,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,7,0,0,0,0,4,0,11711,0,1,0,0.0,0,-704,231,935,44,False,0
Stuart Armstrong,MID,Everton,0.7,0,0,0,0,0.0,405,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2023-09-02T16:30:00Z,0,5,0,0,0,0,4,0,1555500,0,1,3,0.0,0,-236889,37352,274241,45,False,0
Will Dennis,GK,West Ham,3.8,0,0,15,0,0.0,77,0.00,0.00,0.00,3.29,32,2,0,4.4,44.0,2023-09-02T14:00:00Z,90,4,0,0,0,0,4,5,101068,1,2,2,0.0,1,2324,9279,6955,45,False,1
Seamus Coleman,DEF,Brighton,-0.5,0,0,0,0,0.0,178,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,72868,0,5,2,0.0,0,-5793,1316,7109,40,True,0
Darwin Núñez Ribeiro,FWD,Man City,2.0,0,0,1,0,0.3,297,0.01,0.01,0.00,0.08,37,0,0,0.3,0.0,2023-09-03T13:00:00Z,25,2,0,0,0,0,4,0,391910,0,0,3,4.0,1,-80836,7654,88490,74,True,0
Vladimir Coufal,DEF,Leicester,0.0,0,0,0,0,0.0,463,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,7,0,0,0,0,4,0,2790,0,1,0,0.0,0,-283,47,330,49,False,0
Jamal Lewis,DEF,Fulham,2.0,0,0,7,0,1.3,372,0.00,0.03,0.03,1.53,31,1,0,1.1,5.4,2023-09-03T15:30:00Z,83,1,0,0,0,0,4,0,95018,1,1,3,4.0,2,-13879,2574,16453,69,False,0
Arthur Masuaku,DEF,Leicester,0.0,0,0,0,0,0.0,462,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,7,0,0,0,0,4,0,3383,0,1,0,0.0,0,-925,0,925,45,False,0
Jarrod Bowen,MID,Leicester,0.0,0,0,0,0,0.0,465,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,7,0,0,0,0,4,0,4650,0,1,0,0.0,0,-332,54,386,44,False,0
Morgan Gibbs-White,MID,Leeds,2.7,0,0,14,0,8.1,493,0.04,0.09,0.05,1.35,34,2,0,4.2,22.2,2023-09-02T14:00:00Z,90,6,0,0,0,0,4,0,60536,1,5,2,12.0,2,2315,12123,9808,50,False,0
Conor Coady,DEF,Brighton,0.8,0,0,8,0,12.3,475,0.01,0.01,0.00,1.06,34,2,0,2.5,12.2,2023-09-02T14:00:00Z,45,18,0,0,0,0,4,0,13132,1,5,2,0.0,1,-1592,248,1840,49,True,0
Cristian Romero,DEF,Leicester,0.0,0,0,0,0,0.0,443,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,7,0,0,0,0,4,0,36436,0,1,0,0.0,0,-5473,754,6227,49,False,0
Carlos Henrique Casimiro,MID,Wolves,1.3,0,0,0,0,0.5,593,0.07,0.07,0.00,0.10,40,0,0,0.4,1.2,2023-09-02T11:30:00Z,15,9,0,0,0,0,4,0,8208,0,2,2,2.0,1,1599,2930,1331,55,True,0
Ainsley Maitland-Niles,MID,Arsenal,-0.5,0,0,0,0,0.0,21,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2023-09-03T15:30:00Z,0,14,0,0,0,0,4,0,1882,0,1,3,0.0,0,-152,36,188,49,True,0
Joël Veltman,DEF,Aston Villa,0.2,0,0,16,0,10.4,109,0.16,0.16,0.00,2.02,32,2,0,3.2,17.8,2023-09-02T14:00:00Z,80,3,0,0,0,0,4,0,305673,1,2,2,4.0,1,-53968,5180,59148,49,True,0
Brice Samba,GK,Fulham,1.5,0,0,0,0,0.3,382,0.00,0.00,0.00,0.74,31,2,0,0.0,0.0,2023-09-03T15:30:00Z,6,1,0,0,0,0,4,0,160980,0,1,3,0.0,1,-44898,3680,48578,49,False,0
Pontus Jansson,DEF,West Ham,0.0,0,0,0,0,0.0,78,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,4,0,0,0,0,4,0,1779,0,2,2,0.0,0,-454,11,465,49,False,0
Moussa Niakhaté,DEF,Leeds,1.3,0,0,5,0,14.8,507,0.03,0.03,0.00,0.62,34,1,0,2.4,7.6,2023-09-02T14:00:00Z,22,6,0,0,0,0,4,0,225412,0,5,2,2.0,1,-32174,15738,47912,49,False,0
Michail Antonio,FWD,Leicester,0.0,0,0,0,0,0.0,458,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,7,0,0,0,0,4,0,1394,0,1,0,0.0,0,-129,30,159,49,False,0
Will Smallbone,MID,Everton,5.3,0,0,7,0,1.7,415,0.03,0.51,0.48,1.32,33,3,0,2.4,2.0,2023-09-02T16:30:00Z,73,5,0,0,0,0,4,0,2773868,1,1,3,20.0,2,36218,215435,179217,77,False,0
Joe Worrall,DEF,Fulham,0.0,0,0,0,0,0.0,388,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2023-09-03T15:30:00Z,0,1,0,0,0,0,4,0,1747,0,1,3,0.0,0,-225,51,276,44,False,0
Douglas Luiz Soares de Paulo,MID,Crystal Palace,0.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,11,0,0,0,0,4,0,2318,0,0,3,0.0,0,-301,42,343,44,False,0
Christian Benteke,FWD,Brentford,-0.5,0,0,0,0,0.0,155,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2023-09-02T16:30:00Z,0,15,0,0,0,0,4,0,96907,0,1,3,0.0,0,-6759,3976,10735,44,True,0
Bruno Guimarães Rodriguez Moura,MID,Fulham,0.0,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2023-09-03T15:30:00Z,0,1,0,0,0,0,4,0,12231,0,1,3,0.0,0,-3150,0,3150,40,False,0
Lucas Tolentino Coelho de Lima,MID,Everton,3.7,0,0,3,0,1.1,603,0.00,0.04,0.04,0.10,33,0,0,0.6,0.0,2023-09-02T16:30:00Z,16,5,0,0,0,0,4,0,311262,0,1,3,5.0,1,-74595,7509,82104,65,False,0
Joe Bryan,DEF,Chelsea,0.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,16,0,0,0,0,4,0,475713,0,1,0,0.0,0,-174424,1271,175695,54,True,0
Killian Phillips,MID,Leicester,1.2,0,0,13,1,0.1,604,0.00,0.00,0.00,1.54,35,0,0,0.6,5.8,2023-09-02T14:00:00Z,72,7,0,0,0,0,4,0,9792,1,1,0,0.0,5,-506,641,1147,45,False,1
Lewis Payne,MID,Spurs,0.5,0,0,0,0,0.0,647,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2023-09-01T19:00:00Z,0,12,0,0,0,0,4,0,3847,0,2,1,0.0,0,195,603,408,40,False,0
Emerson Palmieri dos Santos,DEF,Bournemouth,0.5,0,0,5,0,3.5,545,0.04,0.04,0.00,1.89,36,2,0,1.9,13.8,2023-09-03T13:00:00Z,81,8,0,0,0,0,4,0,37156,1,2,3,2.0,0,-2807,1639,4446,45,False,1
Neeskens Kebano,MID,Everton,0.5,0,0,0,0,0.0,204,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2023-09-02T16:30:00Z,0,5,0,0,0,0,4,0,21445,0,1,3,0.0,0,-237,2319,2556,45,False,0
Joseph Gomez,DEF,Man Utd,-0.8,0,0,0,0,0.0,286,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,13,0,0,0,0,4,0,6593,0,1,5,0.0,0,-417,148,565,44,False,0
Danny Ings,FWD,Arsenal,0.0,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2023-09-03T15:30:00Z,0,14,0,0,0,0,4,0,1179,0,1,3,0.0,0,-86,0,86,60,True,0
Jack Butland,GK,Brighton,0.0,0,0,0,0,0.0,162,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,2856,0,5,2,0.0,0,-354,100,454,44,True,0
Ibrahima Konaté,DEF,Man City,4.5,1,3,42,1,71.4,290,0.18,0.24,0.06,0.57,37,0,0,10.7,31.2,2023-09-03T13:00:00Z,71,2,0,0,0,0,4,0,1227752,1,0,3,4.0,12,-82951,40807,123758,79,True,0
Bernd Leno,GK,Arsenal,0.0,0,0,0,0,0.0,2,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2023-09-03T15:30:00Z,0,14,0,0,0,0,4,0,33330,0,1,3,0.0,0,-2092,930,3022,40,True,0
Conor Coventry,MID,Bournemouth,0.0,0,0,0,0,0.0,556,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,8,0,0,0,0,4,0,6986,0,2,3,0.0,0,-611,0,611,40,False,0
Adama Traoré Diarra,MID,Leeds,0.5,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,6,0,0,0,0,4,0,21850,0,5,2,0.0,0,-976,588,1564,40,False,0
Matheus Santos Carneiro Da Cunha,FWD,Nott'm Forest,-0.5,0,0,0,0,0.0,682,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2023-09-01T19:00:00Z,0,19,0,0,0,0,4,0,808,0,2,1,0.0,0,273,321,48,40,True,0
Robin Koch,DEF,Liverpool,2.8,0,0,12,0,0.0,230,0.00,0.00,0.00,1.34,36,2,0,1.5,15.4,2023-09-03T13:00:00Z,90,20,0,0,0,0,4,2,196869,1,2,3,0.0,1,-2070,12787,14857,45,True,0
Adam Webster,DEF,Aston Villa,8.2,0,1,22,0,45.5,108,0.40,1.24,0.84,2.02,32,2,1,12.2,43.8,2023-09-02T14:00:00Z,90,3,0,0,0,0,4,0,2513023,1,2,2,33.0,8,204760,321449,116689,68,True,0
Matt Turner,GK,Arsenal,0.0,0,0,0,0,0.0,24,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2023-09-03T15:30:00Z,0,14,0,0,0,0,4,0,21310,0,1,3,0.0,0,-7158,287,7445,44,True,0
Jannik Vestergaard,DEF,Newcastle,0.5,0,0,0,0,0.0,253,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2023-09-02T11:30:00Z,0,17,0,0,0,0,4,0,19537,0,2,2,0.0,0,-3934,483,4417,53,False,0
Nathan Ferguson,DEF,Brighton,0.0,0,0,0,0,0.0,174,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,2997,0,5,2,0.0,0,-247,180,427,49,True,0
