total_points,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,transfers_in,transfers_out,name,element,team,position,value,selected,was_home,xP,round,GW
0.25,0.0,0.0,25.38,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,6.3,3.45,2.75,1.25,0.38,0.38,2.38,1.12,2.75,16961.0,30817.12,Daniel Ballard,0,Sunderland,DEF,46,2.4,0.5,0.0,37,37
0.38,0.0,0.0,14.62,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,8.46,1.38,1.3,0.12,0.12,0.75,1.0,0.88,9162.25,47791.12,Reece James,0,Chelsea,DEF,56,6.0,0.5,0.0,37,37
3.88,0.0,0.25,90.0,0.38,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,17.05,18.74,15.0,5.09,1.0,0.75,2.5,5.0,3.25,8945.38,9584.38,Keane Lewis-Potter,0,Brentford,DEF,48,1.5,0.5,0.0,37,37
14.38,0.75,0.88,342.62,1.38,5.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,43.82,49.74,101.12,19.44,4.0,1.62,5.25,10.0,16.88,168047.75,164208.25,Francisco Evanilson Evanilson,0,Bournemouth,FWD,66,2.4,0.5,0.0,37,37
3.0,0.38,0.0,36.62,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,15.43,5.11,13.12,3.31,0.25,0.25,0.88,0.75,1.88,57259.25,21613.5,Jean-Philippe Mateta,0,Crystal Palace,FWD,76,8.1,0.5,0.0,37,37
14.25,0.75,0.75,286.62,1.12,4.62,0.0,0.0,0.0,0.0,0.25,0.0,1.62,0.0,52.58,30.09,90.75,17.05,3.5,3.0,4.75,7.62,15.38,88218.0,65384.62,Igor Jesus Igor Jesus,0,Nott'm Forest,FWD,59,2.4,0.5,0.0,37,37
1.75,0.0,0.0,78.5,0.0,1.62,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,8.75,18.71,14.38,4.2,0.88,1.0,0.75,3.12,4.88,104369.62,160555.38,Cole Palmer,0,Chelsea,MID,103,12.6,0.5,0.0,37,37
3.25,0.0,0.12,68.5,0.38,0.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,18.08,5.03,7.62,3.07,0.75,0.75,5.5,2.25,6.25,11412.12,10159.5,Sepp van den Berg,0,Brentford,DEF,44,1.0,0.5,0.0,37,37
2.62,0.12,0.0,58.25,0.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,10.2,10.88,2.72,0.75,0.38,0.38,2.5,3.25,34853.75,19451.5,Eberechi Eze,0,Arsenal,MID,73,8.7,0.5,0.0,37,37
4.62,0.12,0.0,87.75,0.38,1.12,0.0,0.0,0.0,0.0,0.5,0.0,0.38,0.0,19.98,6.01,4.88,3.11,1.0,2.5,6.12,2.75,8.62,9306.5,4546.62,Luke Shaw,0,Man Utd,DEF,45,1.1,0.5,0.0,37,37
1.5,0.12,0.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,6.35,8.9,9.12,2.4,0.62,0.12,1.12,1.12,2.38,0.0,35500.5,Junior Kroupi,0,Bournemouth,FWD,47,7.6,0.5,0.0,37,37
1.75,0.0,0.0,75.75,0.0,1.88,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,20.45,0.0,0.0,2.04,0.88,0.0,0.62,6.75,0.0,10157.5,65938.25,Robert Lynch Sánchez,0,Chelsea,GK,48,10.3,0.5,0.0,37,37
14.12,0.25,0.0,267.38,1.5,2.75,0.0,0.0,0.0,0.0,0.38,0.0,0.5,0.0,70.1,19.02,12.0,10.12,3.0,1.62,19.25,9.25,20.88,119558.5,138214.5,Rúben Rúben,0,Man City,DEF,55,3.1,0.5,0.0,37,37
3.38,0.12,0.0,68.0,0.25,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,12.75,16.76,8.88,3.85,0.88,2.12,1.25,5.5,8.88,9340.88,7749.12,Mikkel Damsgaard,0,Brentford,MID,56,0.8,0.5,0.0,37,37
4.12,0.12,0.12,90.0,0.38,1.38,0.0,0.0,0.0,0.0,0.25,0.0,0.38,0.0,18.97,10.77,6.62,3.65,1.0,1.0,3.88,4.0,4.88,13390.0,6297.25,Michael Kayode,0,Brentford,DEF,46,1.0,0.5,0.0,37,37
2.62,0.12,0.0,50.12,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,14.35,22.75,4.12,4.12,0.38,1.25,1.5,3.88,6.62,6323.5,3790.62,Adam Wharton,0,Crystal Palace,MID,50,0.7,0.5,0.0,37,37
14.0,1.12,0.62,272.88,1.12,3.5,0.0,0.0,0.0,0.0,0.62,0.0,0.88,0.0,59.92,41.44,91.12,19.14,3.38,4.38,5.25,6.88,16.5,111987.38,117767.38,Raúl Raúl,0,Fulham,FWD,59,1.8,0.5,0.0,37,37
13.88,0.12,0.75,326.12,0.88,5.0,0.0,0.0,0.0,0.0,0.62,0.0,1.12,0.0,66.97,57.31,25.25,14.95,3.62,6.62,15.88,16.88,22.5,147953.12,119451.25,Diogo Dalot,0,Man Utd,DEF,45,3.8,0.5,0.0,37,37
2.75,0.38,0.0,41.88,0.12,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,14.2,2.82,18.12,3.49,0.5,0.0,0.12,1.25,1.38,46283.5,53679.62,Benjamin Sesko,0,Man Utd,FWD,72,4.6,0.5,0.0,37,37
4.0,0.0,0.0,90.0,0.38,0.88,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,23.45,9.37,5.62,3.85,1.0,1.88,9.12,4.12,11.0,56136.75,51210.12,James Hill,0,Bournemouth,DEF,42,7.4,0.5,0.0,37,37
2.12,0.12,0.0,67.88,0.12,1.25,0.12,0.0,0.0,0.0,0.25,0.0,0.0,0.0,13.8,10.84,6.25,3.1,0.75,1.25,2.88,2.5,4.12,1608.88,1469.0,Trai Hume,0,Sunderland,DEF,45,0.3,0.5,0.0,37,37
1.5,0.0,0.0,65.5,0.25,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,5.3,12.26,7.62,2.49,0.75,1.25,1.0,3.38,5.62,10953.0,37831.62,Crysencio Summerville,0,West Ham,MID,54,1.6,0.5,0.0,37,37
1.88,0.0,0.0,83.5,0.0,2.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,9.33,13.83,2.12,2.53,1.0,2.0,1.62,5.12,8.75,6252.12,14703.0,Moisés Caicedo Corozo,0,Chelsea,MID,57,7.1,0.5,0.0,37,37
2.62,0.0,0.0,34.88,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,6.07,8.13,9.88,2.41,0.5,0.12,1.0,1.62,1.12,0.0,8484.88,Riccardo Calafiori,0,Arsenal,DEF,56,6.0,0.5,0.0,37,37
3.88,0.0,0.0,90.0,0.25,1.25,0.0,0.0,0.0,3.0,0.0,0.0,0.62,0.0,23.28,0.0,0.0,2.33,1.0,0.0,0.62,7.5,0.0,26550.75,10968.38,Senne Lammens,0,Man Utd,GK,51,3.6,0.5,0.0,37,37
5.25,0.5,0.12,35.88,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.02,9.4,14.12,4.66,0.5,0.38,1.0,1.88,3.25,63799.88,42090.0,Noah Okafor,0,Leeds,MID,55,0.9,0.5,0.0,37,37
2.88,0.0,0.0,62.0,0.38,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,14.25,7.76,8.62,3.09,0.62,0.5,4.75,1.25,5.25,14445.0,29988.75,Joe Rodon,0,Leeds,DEF,39,3.0,0.5,0.0,37,37
2.5,0.12,0.12,36.12,0.25,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,10.3,12.49,5.25,2.8,0.5,0.62,0.62,1.88,3.12,4805.12,18182.38,Nick Woltemade,0,Newcastle,FWD,67,6.5,0.5,0.0,37,37
3.38,0.0,0.0,73.38,0.38,0.62,0.0,0.0,0.0,0.0,0.25,0.0,0.12,0.0,16.08,3.77,6.75,2.66,0.88,1.12,6.38,2.5,7.5,58334.12,30679.75,Pascal Struijk,0,Leeds,DEF,42,1.9,0.5,0.0,37,37
3.88,0.0,0.38,71.0,0.0,1.5,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,11.62,17.9,7.38,3.64,0.75,0.88,1.75,4.0,6.62,12345.62,17408.25,Alexis Mac Allister,0,Liverpool,MID,61,1.8,0.5,0.0,37,37
2.75,0.0,0.12,77.75,0.0,1.88,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,12.7,8.31,3.25,2.41,0.88,3.0,1.88,4.5,9.38,1310.38,5733.38,João Victor Gomes da Silva,0,Wolves,MID,53,0.3,0.5,0.0,37,37
3.38,0.25,0.12,52.88,0.12,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,13.77,10.7,12.0,3.65,0.5,0.12,0.62,1.88,2.62,7918.88,7196.62,Harvey Barnes,0,Newcastle,MID,61,1.3,0.5,0.0,37,37
4.75,0.0,0.0,90.0,0.38,0.88,0.0,0.12,0.0,3.62,0.0,0.0,0.0,0.0,29.08,0.0,0.0,2.91,1.0,0.0,0.5,6.12,0.0,9065.38,4848.38,Matz Sels,0,Nott'm Forest,GK,46,5.0,0.5,0.0,37,37
3.5,0.0,0.12,79.75,0.38,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,14.12,6.91,0.88,2.19,0.88,2.12,3.0,5.5,10.62,361.12,434.0,Yehor Yarmoliuk,0,Brentford,MID,50,0.1,0.5,0.0,37,37
5.62,0.62,0.12,62.25,0.25,0.62,0.0,0.0,0.0,0.0,0.12,0.0,1.12,0.0,28.02,8.95,31.38,6.84,0.88,0.25,2.12,0.38,2.75,30461.12,15214.38,Norberto Bercique Gomes Betuncal,0,Everton,FWD,51,3.3,0.5,0.0,37,37
1.5,0.0,0.12,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,15.47,22.59,14.38,5.26,1.0,1.25,3.62,3.0,4.88,43100.12,32504.5,Marc Cucurella Saseta,0,Chelsea,DEF,61,14.6,0.5,0.0,37,37
2.38,0.0,0.0,87.88,0.25,1.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,18.17,27.01,5.75,5.09,1.0,1.75,3.25,4.88,5.0,15421.12,10255.88,El Hadji Malick Diouf,0,West Ham,DEF,41,2.4,0.5,0.0,37,37
3.88,0.0,0.0,90.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,17.8,5.02,4.5,2.75,1.0,2.38,3.38,4.0,5.75,12448.0,6061.25,Calvin Bassey,0,Fulham,DEF,44,0.8,0.5,0.0,37,37
3.88,0.25,0.25,67.62,0.12,0.88,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,18.25,27.51,13.62,5.9,0.88,0.12,0.38,2.25,2.75,6756.0,3202.75,John McGinn,0,Aston Villa,MID,53,0.7,0.5,0.0,37,37
1.12,0.0,0.0,47.25,0.12,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,8.0,14.94,9.75,3.26,0.62,0.5,0.88,3.12,4.5,16883.88,31248.75,Alex Iwobi,0,Fulham,MID,61,1.1,0.5,0.0,37,37
3.38,0.12,0.0,85.5,0.25,1.25,0.0,0.0,0.0,0.0,0.12,0.0,0.38,0.0,17.75,6.27,8.62,3.28,1.0,2.62,3.62,2.25,8.5,3365.38,2031.25,Tomáš Souček,0,West Ham,MID,57,0.5,0.5,0.0,37,37
12.75,0.25,0.5,358.62,1.62,3.75,0.0,0.0,0.0,0.0,1.25,0.0,0.5,0.0,64.25,101.12,44.12,20.98,4.25,6.75,7.75,18.25,32.75,16866.88,19974.12,Bernardo Bernardo,0,Man City,MID,62,0.7,0.5,0.0,37,37
2.12,0.12,0.0,38.5,0.0,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,8.42,8.11,9.0,2.55,0.38,0.75,1.5,2.38,4.62,1795.0,3345.0,Emiliano Buendía Stati,0,Aston Villa,MID,53,0.4,0.5,0.0,37,37
3.0,0.25,0.0,31.0,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,10.62,2.54,8.25,2.15,0.38,0.5,0.25,1.12,1.88,108743.75,99831.38,Anthony Gordon,0,Newcastle,MID,72,3.1,0.5,0.0,37,37
3.62,0.12,0.0,45.25,0.25,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.62,0.0,11.95,3.26,7.62,2.29,0.5,0.38,2.75,2.25,3.12,3326.5,3907.75,Lewis Dunk,0,Brighton,DEF,45,1.0,0.5,0.0,37,37
1.5,0.0,0.0,67.5,0.12,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72,2.57,2.5,1.8,0.75,0.25,3.38,2.5,3.62,14342.5,26989.25,Ezri Konsa Ngoyo,0,Aston Villa,DEF,44,7.0,0.5,0.0,37,37
3.5,0.38,0.0,84.38,0.12,1.88,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,17.4,9.36,22.5,4.93,1.0,1.25,2.25,1.5,5.0,3442.38,4165.25,Zian Flemming,0,Burnley,FWD,53,0.8,0.5,0.0,37,37
6.25,0.0,0.12,86.62,0.5,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.5,0.0,27.6,5.62,5.5,3.89,1.0,1.12,10.75,2.25,11.88,21120.75,8917.0,Jaka Bijol,0,Leeds,DEF,39,1.3,0.5,0.0,37,37
3.88,0.12,0.0,86.5,0.38,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,19.33,25.08,5.62,5.01,1.0,1.62,3.38,5.12,10.12,1827.62,851.12,Mathias Jensen,0,Brentford,MID,49,0.1,0.5,0.0,37,37
1.88,0.0,0.12,26.25,0.12,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,4.54,3.12,1.39,0.25,0.5,0.88,1.5,2.88,2358.75,3157.0,Yasin Ayari,0,Brighton,MID,48,0.4,0.5,0.0,37,37
12.12,0.62,0.12,264.62,1.0,3.62,0.0,0.0,0.0,0.0,1.12,0.0,1.12,0.0,54.78,39.96,54.0,14.88,3.25,9.62,6.12,14.0,29.75,28149.12,24019.88,Diego Gomez,0,Brighton,MID,49,0.4,0.5,0.0,37,37
2.88,0.0,0.38,58.0,0.12,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,15.07,18.33,2.75,3.62,0.62,1.25,3.0,1.25,4.25,5541.5,4638.25,Lucas Digne,0,Aston Villa,DEF,45,1.5,0.5,0.0,37,37
1.75,0.0,0.12,45.38,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02,2.31,2.12,1.05,0.5,0.62,1.25,1.5,3.38,339.75,616.62,Lesley Ugochukwu,0,Burnley,MID,50,0.1,0.5,0.0,37,37
12.0,0.12,0.0,345.0,0.25,6.62,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.0,52.88,40.08,5.75,9.86,3.75,10.12,11.25,26.5,47.88,3465.12,3525.12,André André,0,Wolves,MID,52,0.1,0.5,0.0,37,37
1.5,0.0,0.0,45.0,0.0,0.5,0.0,0.0,0.0,2.25,0.12,0.0,0.0,0.0,17.25,0.0,0.0,1.74,0.5,0.0,0.25,4.75,0.0,4835.75,8832.0,Nick Pope,0,Newcastle,GK,50,4.5,0.5,0.0,37,37
3.0,0.0,0.25,56.25,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,11.25,12.04,3.38,2.69,0.62,1.38,2.38,2.25,3.75,12509.38,7725.25,Jayden Bogle,0,Leeds,DEF,44,0.4,0.5,0.0,37,37
2.0,0.0,0.0,67.5,0.12,1.62,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.11,0.75,0.0,0.75,7.62,0.0,13821.62,112578.88,Martin Dúbravka,0,Burnley,GK,40,25.7,0.5,0.0,37,37
1.0,0.0,0.0,65.88,0.0,1.62,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,10.7,18.2,4.88,3.39,0.88,1.0,2.25,3.12,3.25,10310.5,11772.5,Malo Gusto,0,Chelsea,DEF,48,1.7,0.5,0.0,37,37
2.12,0.0,0.0,90.0,0.12,2.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,18.1,11.98,0.75,3.07,1.0,1.88,5.62,2.88,7.5,4572.88,3724.88,Vitalii Mykolenko,0,Everton,DEF,49,0.7,0.5,0.0,37,37
0.38,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,2.24,3.0,0.59,0.0,0.0,0.25,0.5,0.25,2290.38,18476.75,Patrick Dorgu,0,Man Utd,DEF,41,2.4,0.5,0.0,37,37
2.12,0.12,0.0,26.38,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,9.12,3.49,5.25,1.81,0.25,1.0,1.12,1.62,3.75,374.88,666.0,Ryan Sessegnon,0,Fulham,MID,54,0.1,0.5,0.0,37,37
2.38,0.25,0.0,27.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,11.68,4.61,9.62,2.56,0.12,0.38,0.75,0.5,1.62,4349.75,9630.88,Thierno Barry,0,Everton,FWD,57,0.8,0.5,0.0,37,37
3.38,0.25,0.0,52.75,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.38,0.0,15.92,5.25,6.25,2.74,0.75,1.25,2.25,2.88,6.38,12541.62,9143.25,Mats Wieffer,0,Brighton,MID,48,0.3,0.5,0.0,37,37
5.5,0.12,0.0,90.0,0.5,0.62,0.0,0.0,0.0,0.0,0.25,0.0,0.38,0.0,23.35,8.31,11.38,4.31,1.0,3.12,6.25,3.12,9.38,29709.25,9473.0,James Justin,0,Leeds,DEF,40,2.3,0.5,0.0,37,37
2.25,0.12,0.0,50.5,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,17.4,2.36,13.75,3.36,0.5,0.88,5.38,1.38,6.25,8956.88,4829.75,Dan Burn,0,Newcastle,DEF,50,3.6,0.5,0.0,37,37
3.12,0.25,0.0,83.38,0.25,1.5,0.0,0.0,0.0,0.0,0.38,0.0,0.5,0.0,12.12,12.96,31.0,5.56,1.0,0.25,1.0,1.5,2.75,15718.88,12591.88,Brian Brobbey,0,Sunderland,FWD,53,0.9,0.5,0.0,37,37
0.25,0.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.99,1.75,0.6,0.12,0.0,0.38,0.75,1.12,1380.38,12502.12,Tijjani Reijnders,0,Man City,MID,50,8.9,0.5,0.0,37,37
11.5,0.38,0.25,319.0,0.5,5.88,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,76.4,16.48,32.38,12.5,3.5,6.38,20.62,8.25,27.0,6418.62,4749.38,Santiago S.Bueno,0,Wolves,DEF,44,0.2,0.5,0.0,37,37
11.38,0.25,0.62,292.38,0.75,4.12,0.0,0.0,0.0,0.0,0.25,0.0,0.88,0.0,54.58,74.51,75.0,20.44,3.38,4.75,6.0,14.0,24.75,56399.88,80530.75,Amad Amad,0,Man Utd,MID,62,1.3,0.5,0.0,37,37
0.5,0.0,0.0,11.25,0.0,0.12,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.93,0.0,0.0,0.49,0.12,0.0,0.25,1.25,0.0,4585.5,25273.0,Alisson Becker,0,Liverpool,GK,54,5.1,0.5,0.0,37,37
0.25,0.0,0.0,19.88,0.0,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3.95,2.85,2.12,0.9,0.25,0.62,1.25,1.0,1.88,2071.5,5774.0,Cristian Romero,0,Spurs,DEF,50,2.9,0.5,0.0,37,37
4.88,0.38,0.12,82.75,0.62,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,12.68,30.25,6.16,1.0,0.62,0.88,1.88,3.38,27965.62,4284.38,Jack Hinshelwood,0,Brighton,MID,52,1.6,0.5,0.0,37,37
1.88,0.0,0.12,49.0,0.25,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,5.0,6.29,3.25,1.44,0.62,1.0,1.0,2.0,4.0,354.25,358.62,Sander Berge,0,Fulham,MID,49,0.1,0.5,0.0,37,37
0.62,0.0,0.0,22.5,0.0,0.5,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,7.2,1.25,0.0,0.85,0.25,0.0,0.12,2.0,0.0,964.62,15922.5,Guglielmo Vicario,0,Spurs,GK,47,4.7,0.5,0.0,37,37
2.75,0.0,0.12,65.88,0.12,1.0,0.0,0.0,0.0,0.0,0.12,0.12,0.25,0.0,17.25,3.22,9.5,3.0,0.75,1.38,6.25,2.75,7.62,11662.62,12689.62,Harry Maguire,0,Man Utd,DEF,44,1.7,0.5,0.0,37,37
2.12,0.0,0.0,53.12,0.25,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,10.57,7.61,1.25,1.95,0.62,1.5,2.62,3.75,7.88,295.12,351.0,Ibrahim Sangaré,0,Nott'm Forest,MID,49,0.1,0.5,0.0,37,37
4.0,0.0,0.0,85.38,0.12,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,29.42,4.42,7.25,4.11,1.0,1.38,11.12,3.38,12.5,2545.5,1394.0,Sven Botman,0,Newcastle,DEF,49,0.5,0.5,0.0,37,37
1.75,0.0,0.25,25.5,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,6.73,10.44,3.75,2.1,0.38,0.12,0.5,0.5,1.12,1493.25,2665.75,Callum Hudson-Odoi,0,Nott'm Forest,MID,57,0.6,0.5,0.0,37,37
1.88,0.0,0.12,26.75,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,9.75,2.97,1.5,1.43,0.25,1.25,2.12,0.5,3.38,11933.38,8990.25,Piero Hincapié,0,Arsenal,DEF,51,0.9,0.5,0.0,37,37
10.88,0.38,0.62,222.0,0.88,2.5,0.12,0.0,0.0,0.0,0.25,0.0,0.25,0.0,42.32,43.69,56.0,14.19,2.5,4.0,4.75,7.62,16.38,18151.62,33294.38,Georginio Georginio,0,Brighton,MID,56,0.3,0.5,0.0,37,37
2.12,0.0,0.0,49.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.12,0.0,8.52,4.44,4.88,1.79,0.62,2.0,2.25,2.88,7.12,395.0,255.0,Rodrigo Bentancur,0,Spurs,MID,52,0.2,0.5,0.0,37,37
1.5,0.12,0.0,36.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,4.5,2.62,1.45,0.38,0.12,1.25,1.38,1.38,4445.62,6413.12,Milos Kerkez,0,Liverpool,DEF,56,2.9,0.5,0.0,37,37
3.12,0.0,0.0,86.75,0.12,2.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,25.6,0.44,1.62,2.78,1.0,1.75,9.5,3.62,11.25,6620.5,22732.38,Maxime Estève,0,Burnley,DEF,38,7.0,0.5,0.0,37,37
3.0,0.0,0.38,28.5,0.12,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,12.83,19.06,1.88,3.38,0.25,0.38,1.25,1.5,1.62,3371.75,4399.38,Maxim De Cuyper,0,Brighton,DEF,43,1.7,0.5,0.0,37,37
10.5,0.0,0.25,262.5,0.25,5.62,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,52.62,29.31,7.0,8.93,3.12,11.12,13.88,14.12,39.12,2012.38,1775.5,Florentino Ibrain Florentino,0,Burnley,MID,50,0.0,0.5,0.0,37,37
10.38,0.12,0.38,294.88,0.5,5.5,0.0,0.0,0.0,0.0,0.38,0.0,0.5,0.0,69.32,84.24,21.5,17.55,3.25,8.0,13.5,14.38,21.5,8098.0,7011.5,Hugo H.Bueno,0,Wolves,DEF,43,0.2,0.5,0.0,37,37
10.38,0.12,0.0,266.25,0.75,3.62,0.25,0.0,0.0,0.0,0.62,0.0,0.38,0.0,67.78,14.44,10.25,9.25,3.12,4.38,23.5,12.75,27.88,39473.5,108586.88,Murillo Murillo,0,Nott'm Forest,DEF,52,1.8,0.5,0.0,37,37
2.62,0.0,0.25,53.5,0.12,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78,5.3,5.62,2.28,0.62,0.62,2.38,3.0,6.0,814.25,682.12,Idrissa Gana Gueye,0,Everton,MID,54,0.1,0.5,0.0,37,37
2.25,0.12,0.0,50.88,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,7.57,4.98,10.62,2.32,0.5,0.38,0.62,1.62,2.62,533.12,487.0,Chemsdine Talbi,0,Sunderland,MID,49,0.2,0.5,0.0,37,37
2.12,0.0,0.12,55.75,0.25,0.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,7.7,10.6,9.38,2.79,0.62,0.25,0.88,3.0,4.12,312.62,364.62,Omari Hutchinson,0,Nott'm Forest,MID,54,0.1,0.5,0.0,37,37
2.5,0.0,0.12,53.38,0.25,0.75,0.0,0.0,0.0,0.0,0.12,0.0,0.38,0.0,9.62,9.16,5.88,2.45,0.62,0.88,1.5,1.62,4.0,1511.25,1025.75,Jacob Murphy,0,Newcastle,MID,59,0.6,0.5,0.0,37,37
0.75,0.0,0.0,11.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.88,0.0,0.31,0.12,0.25,0.75,0.5,1.0,2263.75,3599.0,Kenny Tete,0,Fulham,DEF,45,0.2,0.5,0.0,37,37
1.25,0.0,0.0,62.12,0.0,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,7.67,12.58,4.12,2.45,0.75,0.75,2.0,3.0,5.75,3229.12,3468.5,Sandro Tonali,0,Newcastle,MID,53,1.0,0.5,0.0,37,37
3.0,0.0,0.12,74.88,0.0,1.62,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,15.27,8.53,5.75,2.96,0.75,1.75,3.12,6.38,11.25,341.38,324.25,Curtis Jones,0,Liverpool,MID,54,0.1,0.5,0.0,37,37
2.62,0.0,0.12,85.88,0.25,1.62,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,10.5,13.54,12.12,3.64,1.0,1.38,1.62,4.0,7.0,358.38,239.88,Noah Sadiki,0,Sunderland,MID,49,0.1,0.5,0.0,37,37
10.0,0.25,0.62,218.38,0.5,4.5,0.0,0.0,0.0,0.0,0.62,0.12,0.88,0.0,43.7,66.72,31.88,14.24,2.38,4.25,3.5,10.88,18.62,133469.5,124374.0,Xavi Xavi,0,Spurs,MID,63,1.1,0.5,0.0,37,37
1.62,0.0,0.0,49.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.54,9.5,2.3,0.62,1.38,1.0,1.62,4.0,1229.0,1914.25,Emile Smith Rowe,0,Fulham,MID,56,0.5,0.5,0.0,37,37
1.38,0.12,0.0,24.62,0.0,0.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,4.75,0.61,10.62,1.59,0.12,0.12,0.12,0.38,0.62,865.25,1325.5,Callum Wilson,0,West Ham,FWD,58,0.6,0.5,0.0,37,37
