total_points,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,transfers_in,transfers_out,name,element,team,position,value,selected,was_home,xP,round,GW
1.5,0.0,0.0,64.62,0.12,0.88,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,14.03,16.79,7.5,3.84,0.75,1.0,2.5,3.75,3.5,43205.88,28580.5,Lewis Hall,0,Newcastle,DEF,53,3.3,0.5,0.0,37,37
0.12,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.54,3.12,0.5,0.12,0.0,0.38,0.0,0.38,287.25,2299.88,Joško Gvardiol,0,Man City,DEF,58,3.2,0.5,0.0,37,37
2.88,0.12,0.12,63.88,0.12,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,15.2,22.15,8.5,4.59,0.62,1.0,1.5,2.88,5.38,2450.62,696.88,Mathys Tel,0,Spurs,MID,62,0.5,0.5,0.0,37,37
2.12,0.0,0.0,34.12,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,6.25,2.18,3.88,1.21,0.38,1.38,1.62,1.5,3.0,1065.25,1764.75,Djed Spence,0,Spurs,DEF,41,0.9,0.5,0.0,37,37
5.38,0.0,0.62,90.0,0.5,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,24.02,43.25,11.12,7.84,1.0,1.75,2.0,4.38,8.12,66825.0,15639.12,Pascal Groß,0,Brighton,MID,56,3.0,0.5,0.0,37,37
1.62,0.0,0.12,33.38,0.12,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,8.83,7.39,1.12,1.74,0.25,0.88,1.88,1.38,4.12,503.5,438.88,Tyler Adams,0,Bournemouth,MID,49,0.3,0.5,0.0,37,37
9.62,0.25,0.25,259.25,0.88,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.38,0.0,40.72,89.8,46.38,17.68,3.25,4.5,3.75,12.62,20.88,17128.0,15079.88,Yéremy Yeremy,0,Crystal Palace,MID,58,0.2,0.5,0.0,37,37
3.62,0.0,0.12,90.0,0.25,1.38,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.58,2.5,0.0,2.61,1.0,0.0,0.75,8.5,0.0,12435.38,4066.12,Mads Hermansen,0,West Ham,GK,42,1.0,0.5,0.0,37,37
1.38,0.0,0.0,45.0,0.12,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,10.35,8.14,6.62,2.53,0.5,1.5,2.0,2.25,5.75,1175.38,2475.0,Amadou Onana,0,Aston Villa,MID,48,0.6,0.5,0.0,37,37
1.0,0.0,0.0,27.25,0.12,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,4.1,3.61,0.75,0.85,0.25,0.38,1.0,1.62,3.0,326.38,1037.75,Jordan Henderson,0,Brentford,MID,50,0.3,0.5,0.0,37,37
5.5,0.62,0.0,59.12,0.12,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,22.28,8.3,24.38,5.51,0.75,0.38,0.12,1.5,2.0,17999.88,3811.12,William Osula,0,Newcastle,FWD,55,2.1,0.5,0.0,37,37
0.75,0.0,0.0,24.88,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,5.88,0.12,0.5,0.65,0.25,0.25,3.12,1.25,3.38,747.88,1571.38,Kristoffer Ajer,0,Brentford,DEF,44,0.2,0.5,0.0,37,37
1.5,0.0,0.0,52.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,4.32,9.88,1.61,0.75,0.25,0.88,1.0,2.12,10353.0,19181.38,Jørgen Strand Larsen,0,Crystal Palace,FWD,58,1.4,0.5,0.0,37,37
9.25,0.0,0.25,245.75,0.75,3.38,0.0,0.0,0.0,0.0,0.88,0.12,0.75,0.0,47.05,16.27,4.88,6.84,2.88,4.88,15.62,11.25,20.5,84649.25,138092.25,Reinildo Reinildo,0,Sunderland,DEF,38,3.0,0.5,0.0,37,37
2.5,0.12,0.0,57.75,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,11.45,22.09,8.12,4.12,0.62,1.25,0.5,2.62,4.38,0.0,24134.88,Mateus Mané,0,Wolves,FWD,42,1.4,0.5,0.0,37,37
9.25,0.12,0.25,289.38,0.75,4.88,0.0,0.0,0.0,0.0,1.25,0.0,0.25,0.0,50.75,33.66,23.0,10.74,3.25,8.5,10.0,16.88,18.5,8395.62,6751.0,Álex A.Jimenez,0,Bournemouth,DEF,45,0.1,0.5,0.0,37,37
1.5,0.0,0.12,36.62,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,16.21,3.0,2.59,0.38,0.25,0.0,2.38,2.62,3590.25,0.0,Martin Ødegaard,0,Arsenal,MID,78,1.7,0.5,0.0,37,37
0.38,0.0,0.0,11.38,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,2.65,0.0,0.35,0.12,0.0,0.5,0.62,1.12,31.25,2177.0,Vitaly Janelt,0,Brentford,MID,49,0.1,0.5,0.0,37,37
1.62,0.25,0.0,7.88,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.7,6.38,1.61,0.0,0.12,0.12,0.5,0.75,4022.0,4824.0,Wilson Isidor,0,Sunderland,FWD,50,1.3,0.5,0.0,37,37
1.0,0.0,0.0,27.75,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,5.94,10.5,2.01,0.25,0.62,0.38,0.75,1.75,1323.0,2271.88,Lukas Nmecha,0,Leeds,FWD,50,0.5,0.5,0.0,37,37
4.0,0.12,0.0,78.75,0.25,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,19.08,11.49,2.88,3.36,0.88,1.5,3.62,5.25,10.38,9490.0,9617.62,Kobbie Mainoo,0,Man Utd,MID,47,1.4,0.5,0.0,37,37
9.12,0.25,0.12,243.75,0.62,3.38,0.0,0.0,0.0,0.0,1.25,0.0,0.25,0.0,40.55,37.04,41.12,11.88,2.88,5.38,9.12,15.25,29.75,10307.75,14106.25,Joelinton Cássio Joelinton,0,Newcastle,MID,59,0.3,0.5,0.0,37,37
1.25,0.0,0.0,36.62,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,8.15,7.38,1.89,0.5,0.75,0.25,1.5,2.5,0.0,4013.75,Noni Madueke,0,Arsenal,MID,68,0.8,0.5,0.0,37,37
1.75,0.0,0.12,45.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,8.45,4.64,0.5,1.36,0.5,0.62,1.88,1.5,4.0,4950.38,12747.25,Lewis Miley,0,Newcastle,MID,44,1.7,0.5,0.0,37,37
4.38,0.0,0.0,88.62,0.25,1.75,0.0,0.0,0.0,0.0,0.12,0.0,0.62,0.0,24.75,4.88,3.5,3.31,1.0,2.25,9.0,3.75,11.25,11224.0,2997.62,Jaydee Canvot,0,Crystal Palace,DEF,45,0.5,0.5,0.0,37,37
1.5,0.0,0.12,28.88,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,7.7,1.75,1.59,0.25,0.5,1.0,1.88,3.38,3341.5,5910.38,Pape Matar Sarr,0,Spurs,MID,45,1.0,0.5,0.0,37,37
4.88,0.0,0.0,90.0,0.5,0.62,0.0,0.0,0.0,3.0,0.0,0.0,0.38,0.0,25.05,0.0,0.0,2.51,1.0,0.12,1.5,9.25,0.0,83492.38,14211.75,Karl Darlow,0,Leeds,GK,40,6.9,0.5,0.0,37,37
1.62,0.0,0.0,79.25,0.12,1.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,12.7,7.44,0.5,2.06,0.88,1.88,3.88,3.38,5.75,1541.62,1977.12,Kyle Walker,0,Burnley,DEF,44,1.2,0.5,0.0,37,37
1.75,0.0,0.12,59.5,0.25,1.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.48,4.99,6.62,1.76,0.62,1.0,2.12,4.38,7.5,1016.62,422.12,Jefferson Lerma Solís,0,Crystal Palace,MID,49,0.1,0.5,0.0,37,37
8.62,0.12,0.12,188.75,0.62,1.88,0.0,0.0,0.0,0.0,0.38,0.0,0.75,0.0,44.75,52.69,15.25,11.29,2.12,5.25,7.12,13.38,25.75,9103.0,14381.12,Rodrigo 'Rodri' Rodrigo,0,Man City,MID,63,0.5,0.5,0.0,37,37
8.62,0.5,0.25,189.12,0.38,4.12,0.0,0.0,0.0,0.0,0.62,0.12,1.0,0.0,46.82,49.65,23.25,11.96,2.25,5.0,3.75,9.5,18.25,112146.62,122346.0,Lucas L.Paquetá,0,West Ham,MID,59,1.0,0.5,0.0,37,37
0.38,0.0,0.0,43.0,0.0,1.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,9.85,2.74,7.88,2.06,0.5,1.12,2.25,1.75,3.38,61.75,496.25,Ladislav Krejcí,0,Wolves,DEF,45,0.1,0.5,0.0,37,37
1.38,0.0,0.0,47.38,0.12,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,8.1,5.3,4.12,1.75,0.5,2.38,1.12,1.75,5.25,66.88,77.0,Tim Iroegbunam,0,Everton,MID,48,0.0,0.5,0.0,37,37
0.88,0.0,0.0,39.88,0.12,0.38,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,6.68,4.29,1.25,1.2,0.5,0.75,2.5,1.5,3.25,8876.62,29544.38,Gabriel Gudmundsson,0,Leeds,DEF,38,2.5,0.5,0.0,37,37
1.88,0.0,0.0,68.12,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65,10.43,3.75,2.69,0.75,2.25,2.12,3.25,7.62,1450.88,886.5,Youri Tielemans,0,Aston Villa,MID,59,0.7,0.5,0.0,37,37
8.5,0.0,0.0,258.75,0.5,4.62,0.0,0.0,0.0,8.12,0.25,0.0,1.0,0.0,64.28,1.25,0.0,6.6,2.88,0.12,5.75,27.12,0.0,16605.88,28608.0,José José Sá,0,Wolves,GK,42,1.1,0.5,0.0,37,37
1.75,0.0,0.0,48.12,0.0,1.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.95,13.2,2.38,2.24,0.5,1.5,1.0,3.0,5.5,680.62,256.38,Daichi Kamada,0,Crystal Palace,MID,50,0.1,0.5,0.0,37,37
8.38,0.25,0.12,163.38,0.38,2.75,0.0,0.0,0.0,0.0,0.12,0.0,0.5,0.0,28.02,38.45,13.0,7.95,1.75,3.38,4.75,10.25,18.38,7770.62,8597.38,Tanaka Tanaka,0,Leeds,MID,48,0.2,0.5,0.0,37,37
4.25,0.0,0.0,78.75,0.38,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,18.2,9.59,2.75,3.06,0.88,0.75,5.5,4.38,6.25,7840.25,2305.75,Abdukodir Khusanov,0,Man City,DEF,54,0.7,0.5,0.0,37,37
8.38,0.62,0.25,138.75,0.75,1.25,0.0,0.0,0.0,0.0,0.12,0.0,0.38,0.0,34.7,26.49,32.88,9.41,1.62,1.38,3.5,5.38,10.25,74337.75,37642.5,Rayan Vitor Rayan,0,Bournemouth,MID,54,2.3,0.5,0.0,37,37
2.12,0.0,0.12,65.25,0.25,0.62,0.0,0.0,0.0,0.0,0.38,0.0,0.12,0.0,10.7,12.86,7.12,3.06,0.62,1.75,2.5,2.75,7.0,182.38,92.12,Saša Lukić,0,Fulham,MID,49,0.1,0.5,0.0,37,37
0.75,0.0,0.0,16.75,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,3.25,2.5,0.69,0.12,0.38,0.0,1.12,1.5,419.88,6564.12,Amine Adli,0,Bournemouth,MID,54,0.2,0.5,0.0,37,37
0.75,0.0,0.0,43.62,0.0,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,5.3,2.2,0.25,0.79,0.5,1.0,1.5,2.0,2.5,4383.38,8722.12,Aaron Wan-Bissaka,0,West Ham,DEF,41,4.3,0.5,0.0,37,37
3.62,0.0,0.12,56.0,0.38,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,11.22,4.1,0.5,1.59,0.62,1.88,3.62,2.12,5.5,4381.38,6243.0,Ola Aina,0,Nott'm Forest,DEF,47,2.1,0.5,0.0,37,37
8.25,0.38,0.25,175.25,0.38,3.5,0.0,0.0,0.12,0.0,0.12,0.0,0.5,0.0,31.55,22.3,70.12,12.28,1.62,0.88,6.25,3.25,10.38,8805.5,7589.25,Tolu Tolu,0,Wolves,FWD,51,0.1,0.5,0.0,37,37
2.12,0.0,0.12,69.5,0.0,1.38,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,16.98,2.3,5.0,2.45,0.88,0.5,7.5,2.5,8.0,3284.38,3268.12,Wesley Fofana,0,Chelsea,DEF,44,0.4,0.5,0.0,37,37
3.12,0.12,0.0,63.25,0.12,1.0,0.0,0.0,0.0,0.0,0.38,0.0,0.25,0.0,17.83,8.91,5.5,3.24,0.75,2.38,4.12,5.12,6.5,6684.25,4206.25,Antonee Robinson,0,Fulham,DEF,49,0.9,0.5,0.0,37,37
1.75,0.0,0.0,70.62,0.25,1.38,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.82,14.83,5.12,2.44,0.88,1.38,1.75,2.88,6.0,3141.62,2393.88,Brennan Johnson,0,Crystal Palace,MID,65,2.4,0.5,0.0,37,37
2.62,0.0,0.38,56.12,0.12,1.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,7.0,9.45,8.38,2.4,0.62,0.5,0.12,2.12,2.75,2164.75,1768.38,Habib Diarra,0,Sunderland,MID,53,0.1,0.5,0.0,37,37
8.0,0.0,0.25,209.12,0.62,2.38,0.12,0.0,0.0,0.0,0.12,0.0,0.25,0.0,40.22,5.89,9.88,5.64,2.25,2.75,11.25,9.88,14.0,9414.0,12723.62,Pau Pau,0,Aston Villa,DEF,43,0.3,0.5,0.0,37,37
2.62,0.12,0.12,36.0,0.12,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.38,0.0,11.42,8.51,11.12,3.1,0.38,0.75,0.75,1.38,2.88,6706.88,8530.12,Josh King,0,Fulham,MID,44,1.6,0.5,0.0,37,37
3.0,0.0,0.0,81.25,0.12,1.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,20.5,4.79,5.62,3.11,0.88,1.38,8.25,1.75,9.62,1100.0,485.12,Kevin Danso,0,Spurs,DEF,42,0.2,0.5,0.0,37,37
2.12,0.0,0.0,49.25,0.25,0.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,4.42,9.08,8.62,2.21,0.62,0.62,0.75,2.12,1.38,13536.88,9346.88,Jeremie Frimpong,0,Liverpool,DEF,57,4.9,0.5,0.0,37,37
7.88,0.12,0.0,195.12,0.88,2.25,0.0,0.0,0.0,0.0,0.75,0.0,0.12,0.0,38.72,29.26,9.0,7.69,2.12,5.25,9.25,11.25,25.75,3614.88,4018.0,Nico N.Gonzalez,0,Man City,MID,59,0.1,0.5,0.0,37,37
2.12,0.0,0.12,61.0,0.12,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,7.49,3.25,2.54,0.75,2.62,3.5,2.5,6.12,911.12,1969.25,Quilindschy Hartman,0,Burnley,DEF,40,0.6,0.5,0.0,37,37
3.0,0.0,0.25,57.12,0.12,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,12.55,16.54,5.38,3.44,0.62,1.38,0.88,3.0,5.25,734.88,815.75,Jacob Ramsey,0,Newcastle,MID,53,0.3,0.5,0.0,37,37
1.5,0.0,0.0,40.5,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,11.58,5.12,1.91,0.38,0.0,0.38,2.25,2.62,472.38,567.62,Samuel Chukwueze,0,Fulham,MID,53,0.1,0.5,0.0,37,37
7.75,0.38,0.12,214.25,0.62,2.5,0.0,0.0,0.0,0.0,0.62,0.0,0.25,0.0,36.05,52.79,52.0,14.04,2.38,2.25,3.38,7.75,13.38,49756.75,120633.0,Mitoma Mitoma,0,Brighton,MID,61,1.9,0.5,0.0,37,37
7.62,0.75,0.12,173.0,1.12,2.0,0.0,0.0,0.0,0.0,0.75,0.0,0.62,0.0,35.08,21.94,74.38,12.99,2.12,1.38,3.62,3.88,8.88,10685.88,5470.75,Valentín Taty,0,West Ham,FWD,55,0.3,0.5,0.0,37,37
0.88,0.0,0.0,33.25,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,3.4,3.0,0.94,0.38,0.25,1.0,1.5,2.75,719.0,862.5,Archie Gray,0,Spurs,MID,48,0.1,0.5,0.0,37,37
2.88,0.0,0.12,77.75,0.25,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,16.68,18.35,9.38,4.44,0.88,1.88,3.25,2.5,5.12,1671.25,534.88,Timothy Castagne,0,Fulham,DEF,43,0.2,0.5,0.0,37,37
7.62,0.0,0.0,267.12,0.5,5.0,0.25,0.0,0.0,0.0,1.5,0.0,0.38,0.0,53.25,17.55,33.5,10.44,3.0,7.5,19.88,11.62,27.38,2694.38,2549.0,Yerson Mosquera,0,Wolves,DEF,43,0.1,0.5,0.0,37,37
2.0,0.0,0.0,29.88,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,4.98,11.62,5.0,2.16,0.38,1.0,0.25,1.88,1.25,6734.75,11302.5,Rayan Aït-Nouri,0,Man City,DEF,57,4.1,0.5,0.0,37,37
2.0,0.12,0.0,42.75,0.0,1.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,8.85,13.44,8.0,3.05,0.5,0.5,0.25,1.62,2.38,66.12,43.0,Loum Tchaouna,0,Burnley,MID,48,0.0,0.5,0.0,37,37
1.62,0.0,0.12,21.75,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,7.69,5.38,1.76,0.12,0.5,0.38,1.0,1.88,382.12,377.0,David Brooks,0,Bournemouth,MID,50,0.2,0.5,0.0,37,37
7.38,0.12,0.62,152.38,0.25,3.38,0.0,0.0,0.0,0.0,1.25,0.0,0.5,0.0,31.6,41.36,16.0,8.88,1.88,3.62,2.12,8.12,13.88,4041.5,4605.0,Hannibal Hannibal,0,Burnley,MID,47,0.1,0.5,0.0,37,37
1.25,0.0,0.0,34.75,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,2.7,0.75,0.7,0.38,0.38,0.88,1.62,1.25,2119.75,2201.12,Tino Livramento,0,Newcastle,DEF,49,1.8,0.5,0.0,37,37
7.25,0.25,0.62,104.88,0.5,1.38,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,22.92,28.86,39.25,9.07,1.5,1.38,1.12,4.5,7.0,109225.12,117594.75,Estêvão Estêvão,0,Chelsea,MID,64,1.7,0.5,0.0,37,37
0.88,0.0,0.0,15.62,0.12,0.12,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.37,1.38,0.38,0.51,0.12,0.75,1.25,1.38,3.38,166.88,255.75,Mason Mount,0,Man Utd,MID,59,0.3,0.5,0.0,37,37
1.25,0.0,0.12,25.88,0.12,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,2.23,7.0,1.3,0.25,0.5,0.5,1.0,2.0,1002.12,1619.75,Lyle Foster,0,Burnley,FWD,49,0.7,0.5,0.0,37,37
3.25,0.0,0.12,32.12,0.38,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.5,0.0,10.1,5.0,0.0,1.51,0.38,0.88,2.0,1.0,2.88,459.25,368.12,Adam Smith,0,Bournemouth,DEF,44,0.2,0.5,0.0,37,37
0.88,0.0,0.12,20.62,0.0,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3.55,5.25,5.12,1.4,0.12,0.25,0.25,0.88,1.38,0.0,1974.0,Gabriel Martinelli Silva,0,Arsenal,MID,68,0.9,0.5,0.0,37,37
0.88,0.0,0.0,34.75,0.0,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3.5,10.75,10.12,2.43,0.12,0.5,0.38,1.12,2.0,1075.38,1469.88,Alejandro Garnacho Ferreyra,0,Chelsea,MID,64,0.4,0.5,0.0,37,37
2.38,0.25,0.12,23.0,0.12,0.12,0.0,0.0,0.0,0.0,0.25,0.0,0.12,0.0,10.62,3.18,8.0,2.19,0.25,0.25,0.0,0.88,1.12,3074.25,5538.75,Omar Marmoush,0,Man City,MID,83,2.9,0.5,0.0,37,37
1.12,0.0,0.0,36.0,0.0,0.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.98,1.75,4.25,1.29,0.38,0.5,3.75,1.5,4.25,2148.5,2408.62,Leny Yoro,0,Man Utd,DEF,41,1.2,0.5,0.0,37,37
0.38,0.0,0.0,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.4,0.12,0.19,0.0,0.12,0.5,0.25,0.88,306.0,1137.62,Ilia Gruev,0,Leeds,MID,47,0.1,0.5,0.0,37,37
1.5,0.12,0.0,7.5,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,6.45,5.8,5.62,1.8,0.0,0.12,0.5,0.62,1.25,268.38,336.12,Sean Longstaff,0,Leeds,MID,48,0.2,0.5,0.0,37,37
3.88,0.25,0.0,64.5,0.12,1.38,0.0,0.0,0.0,0.0,0.12,0.0,0.62,0.0,15.35,7.4,15.75,3.86,0.75,0.88,0.88,3.62,5.38,1409.5,682.12,Ross Barkley,0,Aston Villa,MID,48,0.1,0.5,0.0,37,37
1.0,0.0,0.0,44.12,0.12,0.88,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,4.45,2.61,2.38,0.83,0.5,1.62,1.0,1.88,4.5,60.75,126.5,Josh Laurent,0,Burnley,MID,48,0.0,0.5,0.0,37,37
1.88,0.0,0.0,44.25,0.38,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,5.25,1.62,1.41,0.5,0.88,2.0,3.12,6.0,4112.12,3312.75,Carlos Baleba,0,Brighton,MID,45,1.5,0.5,0.0,37,37
1.62,0.0,0.0,45.0,0.12,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,7.8,3.42,7.0,1.83,0.5,0.62,2.25,2.38,2.88,238.38,247.62,Lutsharel Geertruida,0,Sunderland,DEF,45,0.1,0.5,0.0,37,37
2.38,0.12,0.0,52.88,0.12,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,6.39,7.25,2.36,0.62,0.25,1.88,1.12,2.12,1968.75,1249.5,Andrew Robertson,0,Liverpool,DEF,57,1.2,0.5,0.0,37,37
1.12,0.0,0.12,25.62,0.0,0.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3.1,4.81,1.88,0.9,0.25,0.12,0.75,1.25,2.12,76.75,33.12,Hwang Hee-chan,0,Wolves,MID,56,0.1,0.5,0.0,37,37
0.75,0.0,0.0,24.25,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,7.23,0.25,1.09,0.25,0.38,0.38,1.12,0.75,2088.62,1605.38,Kieran Trippier,0,Newcastle,DEF,49,1.4,0.5,0.0,37,37
1.25,0.0,0.12,32.12,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,6.14,4.25,1.67,0.38,0.38,1.25,0.75,1.62,994.5,2245.0,Ian Maatsen,0,Aston Villa,DEF,42,0.5,0.5,0.0,37,37
2.38,0.0,0.0,36.75,0.25,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,7.75,5.4,0.62,1.39,0.38,1.38,2.5,1.5,3.88,1394.38,723.75,Noussair Mazraoui,0,Man Utd,DEF,49,0.3,0.5,0.0,37,37
1.88,0.0,0.0,41.75,0.25,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,4.38,1.0,1.29,0.5,1.25,1.25,1.75,2.5,1000.62,635.5,Kyle Walker-Peters,0,West Ham,DEF,42,0.3,0.5,0.0,37,37
1.62,0.0,0.0,47.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,11.7,4.75,2.1,0.62,0.88,1.25,2.12,4.25,479.62,580.88,Dwight McNeil,0,Everton,MID,55,0.1,0.5,0.0,37,37
6.62,0.12,0.0,167.5,0.25,2.88,0.0,0.0,0.0,0.0,0.62,0.0,0.12,0.0,46.4,4.7,12.0,6.31,1.75,3.75,14.25,6.5,18.0,1581.75,1821.38,Felipe Morato,0,Nott'm Forest,DEF,43,0.1,0.5,0.0,37,37
0.25,0.0,0.0,28.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,8.92,3.38,1.61,0.38,0.25,1.0,0.62,1.25,143.38,146.62,Jackson Tchatchoua,0,Wolves,DEF,44,0.0,0.5,0.0,37,37
1.0,0.0,0.0,45.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27,1.59,1.25,1.53,0.5,0.62,4.62,2.25,5.25,849.62,1952.75,Hjalmar Ekdal,0,Burnley,DEF,38,0.7,0.5,0.0,37,37
1.75,0.0,0.12,56.62,0.12,0.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,5.65,8.61,10.75,2.41,0.75,0.75,0.5,2.5,3.75,2630.88,2286.12,Randal Kolo Muani,0,Spurs,FWD,69,0.4,0.5,0.0,37,37
0.75,0.0,0.0,29.38,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,8.8,1.91,1.12,1.2,0.38,0.75,2.5,1.62,3.25,605.62,4771.5,Lisandro Martínez,0,Man Utd,DEF,48,0.4,0.5,0.0,37,37
0.88,0.0,0.0,22.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.51,3.5,0.64,0.25,0.38,0.0,1.5,1.88,161.5,680.75,Marcus Edwards,0,Burnley,MID,47,0.1,0.5,0.0,37,37
0.38,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.21,0.25,0.06,0.0,0.0,0.12,0.12,0.25,121.88,389.25,Dan Ndoye,0,Nott'm Forest,MID,55,0.7,0.5,0.0,37,37
0.62,0.0,0.0,45.0,0.0,1.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,7.2,1.25,6.25,1.46,0.5,0.0,3.38,2.62,3.38,1146.38,1920.38,Tyrone Mings,0,Aston Villa,DEF,43,0.6,0.5,0.0,37,37
3.12,0.0,0.0,89.25,0.25,1.38,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,17.12,0.8,3.88,2.17,1.0,1.5,5.38,2.5,6.88,3074.62,1627.88,Axel Disasi,0,West Ham,DEF,45,0.2,0.5,0.0,37,37
6.12,0.12,0.38,128.75,0.5,1.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,27.0,30.82,30.38,8.8,1.12,2.62,2.12,6.0,10.75,4416.5,4059.25,Kevin Kevin,0,Fulham,MID,57,0.1,0.5,0.0,37,37
